"","X","COSMIC_ID","DRUG_ID","IC50_Normal","Cp","AICc","GCV","BIC","cc_real...2."
"24",22,"X909773",1,0.314092362855922,0.243225940556268,0.329247461135429,0.329247461135429,0.176638272509354,0.314092362855922
"25",23,"X910554",1,0.370581641702716,0.174685356289771,0.480655654907861,0.480655654907861,0.00760535794591233,0.370581641702716
"26",24,"X910697",1,-0.795143184253382,-0.268994878489084,-0.0221202498172394,-0.0221202498172394,-0.178649896082666,-0.795143184253382
"27",25,"X910919",1,0.244768359239061,0.25386603298753,0.311223349088912,0.311223349088912,0.196873768960212,0.244768359239061
"28",26,"X910933",1,0.526221238390002,0.183800743091954,0.160019238809146,0.160019238809146,0.156845908189579,0.526221238390002
"29",27,"X910948",1,0.478430522479372,0.195943736166341,0.260774651124547,0.260774651124547,0.102726466142163,0.478430522479372
"30",28,"X949173",1,0.201500615534026,0.259469732344001,0.148661822889335,0.148661822889335,0.288493169300309,0.201500615534026
"31",29,"X949176",1,-0.375212591092365,0.236788094464419,0.370674486850841,0.370674486850841,0.23396135002082,-0.375212591092365
"32",30,"X971773",1,0.211408368250843,0.104112800579006,-0.0484444333468424,-0.0484444333468424,0.168925837690366,0.211408368250843
"33",1,"X1240128",3,-1.14437224912097,-1.26743183703699,-1.43098979426936,-1.43098979426936,-1.53320799087947,-1.14437224912097
"34",2,"X1240183",3,-1.56078218285439,-2.26388568021333,-2.85386150385754,-2.85386150385754,-1.66824416182797,-1.56078218285439
"35",3,"X1297447",3,-1.38792858980246,-2.66229046116645,-3.04013368254978,-3.04013368254978,-2.01206100000701,-1.38792858980246
"36",4,"X1303896",3,-3.98988907920438,-1.88447214859396,-1.7866612615132,-1.7866612615132,-1.87378860806104,-3.98988907920438
"37",5,"X1330931",3,-2.00037141570271,-1.60264478584728,-2.1287014112745,-2.1287014112745,-1.69093665338416,-2.00037141570271
"38",6,"X1330947",3,-2.00762376469336,-1.46611298781798,-1.51957738316491,-1.51957738316491,-1.77919830262397,-2.00762376469336
"39",7,"X1330983",3,-1.39638223983846,-1.51669776034175,-1.40431498723298,-1.40431498723298,-1.75035448804539,-1.39638223983846
"40",8,"X1330984",3,-1.69784508267191,-1.91938928795983,-2.07793860354292,-2.07793860354292,-1.78351600832831,-1.69784508267191
"41",9,"X1331034",3,-2.94857869851771,-2.07262099885324,-2.06372622430873,-2.06372622430873,-1.83735277562202,-2.94857869851771
"42",10,"X1331048",3,-1.42240998945447,-1.80591828062993,-1.71529888463927,-1.71529888463927,-1.81740423156373,-1.42240998945447
"43",11,"X687590",3,-1.48869128015413,-1.57294084420281,-1.45641318325055,-1.45641318325055,-1.56008615471615,-1.48869128015413
"44",12,"X688014",3,-1.03702762665054,-1.38483176421881,-1.35600564440578,-1.35600564440578,-1.43626814376937,-1.03702762665054
"45",13,"X724872",3,-0.89648092091637,-1.07980438552913,-0.811402698996572,-0.811402698996572,-1.41133671466575,-0.89648092091637
"46",14,"X749715",3,-1.51912556645969,-1.69560608723307,-1.78009845690488,-1.78009845690488,-1.60372956114248,-1.51912556645969
"47",15,"X753564",3,-1.42010880287559,-1.35955097543285,-1.35675981839624,-1.35675981839624,-1.46195307877356,-1.42010880287559
"48",16,"X753616",3,-1.21136164156902,-1.16565264838295,-1.25181934988065,-1.25181934988065,-1.31008955592887,-1.21136164156902
"49",17,"X905958",3,-1.81573599463354,-1.91874918440267,-2.16572762032808,-2.16572762032808,-1.71785887246704,-1.81573599463354
"50",18,"X905980",3,-1.61563428124208,-1.36939892931894,-1.30439169979039,-1.30439169979039,-1.5715350319911,-1.61563428124208
"51",19,"X905986",3,-1.45254797338419,-1.56927901297144,-1.23895591997292,-1.23895591997292,-1.54793385626593,-1.45254797338419
"52",20,"X906800",3,-2.72634326305239,-1.85976448585414,-1.84836819448742,-1.84836819448742,-1.71051228334608,-2.72634326305239
"53",21,"X906838",3,-1.30091916121644,-1.9848430044019,-1.59440272994417,-1.59440272994417,-1.84346400566231,-1.30091916121644
"54",22,"X906846",3,-1.17532197467562,-1.94071518676549,-1.97688077972661,-1.97688077972661,-1.8448228431632,-1.17532197467562
"55",23,"X906869",3,-2.08311765349424,-1.83079427311074,-1.99078927336379,-1.99078927336379,-1.59684754924841,-2.08311765349424
"56",24,"X907056",3,-2.52407346655358,-1.78900928349678,-1.67508197123921,-1.67508197123921,-1.80097570520273,-2.52407346655358
"57",25,"X907269",3,-1.39361806763406,-1.92428554040896,-1.94289809870069,-1.94289809870069,-1.89333305774074,-1.39361806763406
"58",26,"X907272",3,-1.60923554883522,-1.78796953463624,-1.34864659276246,-1.34864659276246,-1.70931830346756,-1.60923554883522
"59",27,"X907277",3,-2.47970036508225,-1.84815613559867,-1.98844264131579,-1.98844264131579,-1.74983732004863,-2.47970036508225
"60",28,"X907284",3,-1.70220847703201,-1.63874352691181,-1.62625789428614,-1.62625789428614,-1.75128472584099,-1.70220847703201
"61",29,"X907300",3,-0.874372368896302,-1.47455502591967,-1.44803687692064,-1.44803687692064,-1.78228079009117,-0.874372368896302
"62",30,"X907788",3,-1.50119671765843,-1.60669056298747,-1.37807343303168,-1.37807343303168,-1.60783639283123,-1.50119671765843
"63",31,"X907799",3,-3.35505206255697,-2.2093343510782,-2.22290667209144,-2.22290667209144,-1.87870389927041,-3.35505206255697
"64",32,"X908148",3,-1.62921705395132,-1.43570630119899,-1.4474527192585,-1.4474527192585,-1.74556385619796,-1.62921705395132
"65",33,"X908467",3,-1.32118123557727,-1.16306165420204,-1.16489924573815,-1.16489924573815,-1.44339214768616,-1.32118123557727
"66",34,"X908469",3,-0.954143932726986,-1.54521874306328,-1.69506499181507,-1.69506499181507,-1.48730060069072,-0.954143932726986
"67",35,"X909253",3,-0.965505854633867,-1.38418792400246,-1.17362168937679,-1.17362168937679,-1.75391646274051,-0.965505854633867
"68",36,"X909696",3,-0.998458627997439,-1.81546437636616,-1.69224961974797,-1.69224961974797,-1.74263570618769,-0.998458627997439
"69",37,"X909717",3,-1.95578143867241,-1.63810026302269,-2.20395759542188,-2.20395759542188,-1.54226337757302,-1.95578143867241
"70",38,"X909758",3,-1.70204250690921,-1.26313007719694,-0.865045334054583,-0.865045334054583,-1.55780199838178,-1.70204250690921
"71",39,"X909769",3,-4.00251601431716,-1.79382741745464,-2.23956692298608,-2.23956692298608,-1.62611438504778,-4.00251601431716
"72",40,"X910710",3,-1.90755962462367,-1.84336565371336,-1.91925387906356,-1.91925387906356,-1.7801385952412,-1.90755962462367
"73",41,"X910935",3,-2.9591061067736,-1.8561220232863,-1.81245516238926,-1.81245516238926,-1.79593704871645,-2.9591061067736
"74",42,"X910944",3,-1.40612441409802,-1.60785249915878,-1.53143058118654,-1.53143058118654,-1.75069603567106,-1.40612441409802
"75",43,"X917486",3,-1.5586442321294,-1.24792160687702,-1.27388836775974,-1.27388836775974,-1.65392592478951,-1.5586442321294
"76",44,"X924187",3,-1.76328308419537,-1.71782835847682,-1.71729854221245,-1.71729854221245,-1.55575147649601,-1.76328308419537
"77",45,"X949173",3,-0.901855566157837,-1.17457473917754,-1.15562968298062,-1.15562968298062,-1.37005464789863,-0.901855566157837
"78",46,"X949176",3,-1.40837707479367,-1.40436764552571,-1.41131198262424,-1.41131198262424,-1.41025070066163,-1.40837707479367
"79",1,"X1240182",5,0.45464986156237,0.582040609413606,0.510489924233978,0.510489924233978,0.505809146661897,0.45464986156237
"80",2,"X1290769",5,1.08722968749564,0.246939536757621,0.34001956659777,0.34001956659777,0.268564867375775,1.08722968749564
"81",3,"X1297447",5,0.238749878653459,0.108494366061633,-0.0935755352377772,-0.0935755352377772,0.109348355729393,0.238749878653459
"82",4,"X1298352",5,0.384742224551835,0.190332183040296,0.205336513772773,0.205336513772773,0.149578354010087,0.384742224551835
"83",5,"X1323913",5,-0.477193782518815,-0.614305180819811,-0.628167734510181,-0.628167734510181,-0.443024350398467,-0.477193782518815
"84",6,"X1330943",5,-0.282379184509107,0.0850291336814666,0.185231529457076,0.185231529457076,-0.174235735543957,-0.282379184509107
"85",7,"X1330985",5,-0.184426106955142,-0.304541654133734,-0.309491766771273,-0.309491766771273,-0.18288712493545,-0.184426106955142
"86",8,"X1331032",5,0.135805988093581,0.163664345765661,0.250138637630167,0.250138637630167,-0.102369641003309,0.135805988093581
"87",9,"X684059",5,0.336623983870395,0.134881275633983,0.0604884275604214,0.0604884275604214,0.226133634454951,0.336623983870395
"88",10,"X684681",5,1.11436561043593,0.258896005336278,0.432485876839686,0.432485876839686,0.147358248751494,1.11436561043593
"89",11,"X687590",5,1.09325691035183,0.228306491155887,0.313247297277988,0.313247297277988,0.264854684665505,1.09325691035183
"90",12,"X687799",5,0.0877048365928244,0.204620054923949,0.173651452837924,0.173651452837924,0.300806502217329,0.0877048365928244
"91",13,"X688086",5,-0.106690756876263,0.336800352227058,0.314201284577248,0.314201284577248,0.365079288391096,-0.106690756876263
"92",14,"X753552",5,0.944638982733184,0.13691470627115,-0.0885323202105324,-0.0885323202105324,0.308601551556049,0.944638982733184
"93",15,"X753564",5,-0.0803266995743119,0.635421218368161,0.748086535599089,0.748086535599089,0.491543996560918,-0.0803266995743119
"94",16,"X906846",5,0.620728859996247,0.0525704209714304,0.104469443115718,0.104469443115718,-0.0861443422535912,0.620728859996247
"95",17,"X906850",5,0.885923111119331,0.731780409245361,0.713809245568428,0.713809245568428,0.578065829107855,0.885923111119331
"96",18,"X906854",5,0.573215254849671,0.251853926874294,0.287930467713621,0.287930467713621,-0.0357615756244134,0.573215254849671
"97",19,"X907172",5,-0.204375454851893,0.236005428795184,0.145324758682979,0.145324758682979,0.223816273494714,-0.204375454851893
"98",20,"X907290",5,-0.256972557330496,0.369205656693613,0.356748760453198,0.356748760453198,0.313082579953267,-0.256972557330496
"99",21,"X907323",5,-0.144732680857578,-0.14780996116857,-0.21863169719228,-0.21863169719228,-0.0955073395333907,-0.144732680857578
"100",22,"X907789",5,0.0580768824936975,-0.340152568632321,-0.333540443169294,-0.333540443169294,-0.211688130115111,0.0580768824936975
"101",23,"X907791",5,0.109659094557324,0.0704167055594755,0.0545963616744638,0.0545963616744638,0.00109013239082811,0.109659094557324
"102",24,"X908126",5,-0.500698939978486,-0.162887450702391,-0.017101686833684,-0.017101686833684,-0.210916201016885,-0.500698939978486
"103",25,"X908143",5,0.131638208504194,-0.0832976894450972,-0.0635185694839482,-0.0635185694839482,-0.129521647720056,0.131638208504194
"104",26,"X908150",5,0.380628916033074,0.225206830391172,0.226668674748609,0.226668674748609,0.260852067689283,0.380628916033074
"105",27,"X909754",5,1.44457644942925,0.155275988178692,0.135938651645478,0.135938651645478,0.114570195604213,1.44457644942925
"106",28,"X909756",5,-0.168590052797321,0.200354932475288,0.181261520300156,0.181261520300156,0.190373207178481,-0.168590052797321
"107",29,"X910569",5,-0.159758815004765,0.379387958540816,0.780737248921735,0.780737248921735,0.203562275121029,-0.159758815004765
"108",30,"X910691",5,0.70073252630776,0.269705773214431,0.0408393984089446,0.0408393984089446,0.349814493510836,0.70073252630776
"109",31,"X910911",5,0.176792675350848,0.0187924643744548,-0.0147147094383087,-0.0147147094383087,0.361168139036713,0.176792675350848
"110",32,"X910932",5,0.0339476207655344,0.560878360916094,0.662288364645391,0.662288364645391,0.272258688856785,0.0339476207655344
"111",33,"X910935",5,-0.570148405893752,0.0822425314405915,0.297101148733877,0.297101148733877,0.056154190416343,-0.570148405893752
"112",34,"X924239",5,-0.195467313898781,-0.00589562095206175,-0.126524585340482,-0.126524585340482,-0.0527630041082046,-0.195467313898781
"113",35,"X924247",5,-0.182343281308349,-0.112540549151444,-0.19669525124229,-0.19669525124229,0.224588482652445,-0.182343281308349
"114",36,"X925339",5,-0.0414836606672417,0.465369497276395,0.479227499955244,0.479227499955244,0.240572837922496,-0.0414836606672417
"115",37,"X925345",5,-1.92114062744803,0.060492283356504,-0.0476520246986463,-0.0476520246986463,0.247162050965374,-1.92114062744803
"116",38,"X946353",5,0.412635432826254,-0.165006053739854,-0.248491080063847,-0.248491080063847,0.182307490643172,0.412635432826254
"117",39,"X949166",5,0.569157825180526,0.200221468189796,0.160453985594668,0.160453985594668,0.27880464859534,0.569157825180526
"118",40,"X949178",5,0.212923441433386,0.303749334065369,0.343601941044044,0.343601941044044,0.304574455862155,0.212923441433386
"119",1,"X1240193",6,0.191319295517863,0.196998968641581,0.193467060427007,0.193467060427007,0.222835992079102,0.191319295517863
"120",2,"X1297439",6,0.526651386923908,0.402796044029484,0.40303767486392,0.40303767486392,0.42736133022671,0.526651386923908
"121",3,"X1297449",6,0.222229137696013,0.200278510092697,0.195812638496126,0.195812638496126,0.217732118107463,0.222229137696013
"122",4,"X1330982",6,0.169009833852281,0.174948618142958,0.171042246498137,0.171042246498137,0.131848443934391,0.169009833852281
"123",5,"X1331034",6,-0.0374375819090298,0.119028522333095,0.115166270661844,0.115166270661844,0.17334719755895,-0.0374375819090298
"124",6,"X687568",6,0.178533052291526,0.281457950121783,0.284479941606346,0.284479941606346,0.267463810959485,0.178533052291526
"125",7,"X687799",6,0.396834096493666,0.278446820841627,0.285113097914736,0.285113097914736,0.352433722222307,0.396834096493666
"126",8,"X688023",6,0.521308333573218,0.411816280589526,0.412909724567135,0.412909724567135,0.315345152204723,0.521308333573218
"127",9,"X713885",6,0.435860457046239,0.35783710928479,0.357116041929721,0.357116041929721,0.388109921094826,0.435860457046239
"128",10,"X735784",6,0.58297607017227,0.35820099695321,0.364221021852779,0.364221021852779,0.319364370899912,0.58297607017227
"129",11,"X753547",6,0.259768806038331,0.254894828829372,0.252670871470304,0.252670871470304,0.27091655055223,0.259768806038331
"130",12,"X905972",6,0.379846383051029,0.220709420953189,0.225591518638558,0.225591518638558,0.283242839687671,0.379846383051029
"131",13,"X906813",6,0.0797147596806715,0.115700205916027,0.11527864346911,0.11527864346911,0.294445242467483,0.0797147596806715
"132",14,"X906832",6,0.465633903811011,0.0408401487760433,0.0369982610404651,0.0369982610404651,0.14119606224519,0.465633903811011
"133",15,"X906836",6,0.146109112399743,0.315870946119441,0.317318872119513,0.317318872119513,0.239182292822002,0.146109112399743
"134",16,"X906844",6,0.196118081557259,0.0921307788188237,0.0881362801883998,0.0881362801883998,0.294135527260415,0.196118081557259
"135",17,"X906877",6,0.369972860424991,0.0159665515398819,0.0120781122476663,0.0120781122476663,0.114301756138728,0.369972860424991
"136",18,"X907073",6,0.203974593128144,0.934295359053523,0.934140030253076,0.934140030253076,0.271393035213201,0.203974593128144
"137",19,"X907273",6,0.236094297569301,0.102058396811959,0.102930956859794,0.102930956859794,0.184501560403062,0.236094297569301
"138",20,"X907274",6,0.443553511065753,0.0857586602068141,0.0820053595207701,0.0820053595207701,0.148246746719739,0.443553511065753
"139",21,"X907311",6,0.121153133381943,0.411545643762809,0.410718720551723,0.410718720551723,0.143689761682992,0.121153133381943
"140",22,"X907783",6,0.459096366612451,0.35441589483383,0.352121723300876,0.352121723300876,0.143220434423705,0.459096366612451
"141",23,"X908126",6,0.346407874205615,0.488964228958287,0.488195423371677,0.488195423371677,0.220607126578316,0.346407874205615
"142",24,"X908136",6,0.299562062510753,0.188335908163157,0.184069317970369,0.184069317970369,0.149129232799914,0.299562062510753
"143",25,"X908151",6,-0.411875220512239,0.259701771195652,0.262440458563039,0.262440458563039,0.33636366735134,-0.411875220512239
"144",26,"X908152",6,0.380757655759211,0.293890817814717,0.300418630351001,0.300418630351001,0.254533167351452,0.380757655759211
"145",27,"X908452",6,0.563427924508565,0.447405640338213,0.453194725982727,0.453194725982727,0.295414189288767,0.563427924508565
"146",28,"X909248",6,0.502087291455113,0.135652924394553,0.140603476495217,0.140603476495217,0.274379522871065,0.502087291455113
"147",29,"X909777",6,0.371414500012526,0.12993964988107,0.127035035825371,0.127035035825371,0.139077692197239,0.371414500012526
"148",30,"X909785",6,0.293476111992332,0.187848974077647,0.184410330177829,0.184410330177829,0.177326225743674,0.293476111992332
"149",31,"X910695",6,0.334027093498882,0.0787462731267636,0.0833711472222769,0.0833711472222769,0.289163264691181,0.334027093498882
"150",32,"X910861",6,0.0633300042619734,0.106917692036968,0.102266002847484,0.102266002847484,0.158702330527773,0.0633300042619734
"151",33,"X910933",6,0.381874231417953,0.350489832971326,0.353179356051938,0.353179356051938,0.229550259555603,0.381874231417953
"152",34,"X925339",6,0.374601353240742,0.342932293772702,0.343554204321477,0.343554204321477,0.324934778505678,0.374601353240742
"153",35,"X949158",6,-0.671501690939943,0.261042090917657,0.260498785178882,0.260498785178882,0.230025444792576,-0.671501690939943
"154",36,"X949163",6,0.33576646171603,0.0878388906112726,0.0849453540722154,0.0849453540722154,0.155672930269311,0.33576646171603
"155",37,"X949173",6,0.687654359230805,0.151258918168736,0.148255463672273,0.148255463672273,0.200459207354829,0.687654359230805
"156",38,"X949176",6,0.431072892594246,0.0761834222251345,0.0761180640432326,0.0761180640432326,0.186806294379795,0.431072892594246
"157",1,"X1290769",9,-0.448744952327212,-0.729978718891092,-0.733093843349064,-0.733093843349064,-0.790297994177561,-0.448744952327212
"158",2,"X1303900",9,-0.28107116568721,-0.504094543053994,-0.518696700630432,-0.518696700630432,-0.662617367741081,-0.28107116568721
"159",3,"X1330982",9,-0.971182825032684,-0.954678121347323,-0.968609361313891,-0.968609361313891,-0.872928188218857,-0.971182825032684
"160",4,"X1331035",9,-1.37988896350372,-0.761915519421396,-0.760583301985876,-0.760583301985876,-0.804824888115091,-1.37988896350372
"161",5,"X1331037",9,-1.60836705265563,-0.817993043290554,-0.801347933429516,-0.801347933429516,-0.798089108734539,-1.60836705265563
"162",6,"X684072",9,-0.455956398132953,-0.453938135979012,-0.346561559078761,-0.346561559078761,-0.829034660352737,-0.455956398132953
"163",7,"X687562",9,-1.43812204082229,-0.953071486192766,-0.909072819118246,-0.909072819118246,-0.94647670333432,-1.43812204082229
"164",8,"X688001",9,0.315861604808385,-0.609153366461209,-0.608890534449919,-0.608890534449919,-0.601056170875522,0.315861604808385
"165",9,"X688007",9,0.342233905561602,-0.576323593676216,-0.537592057961783,-0.537592057961783,-0.646427869809343,0.342233905561602
"166",10,"X724866",9,-1.09219341219139,-0.651953784176337,-0.593380537795546,-0.593380537795546,-0.815018572363371,-1.09219341219139
"167",11,"X749713",9,0.178070938676086,-0.845633317038179,-0.818266889450321,-0.818266889450321,-0.789146401867353,0.178070938676086
"168",12,"X905964",9,-0.051663609853992,-0.975949067970334,-1.03255419130765,-1.03255419130765,-0.872136180802943,-0.051663609853992
"169",13,"X905990",9,-1.41158612732946,-0.895394820072195,-0.953816800706965,-0.953816800706965,-0.831288025959088,-1.41158612732946
"170",14,"X906870",9,-1.10012013904888,-0.928824561122758,-0.902734590550058,-0.902734590550058,-0.828666546450953,-1.10012013904888
"171",15,"X907050",9,-1.24223637425639,-0.915376685556298,-0.869540797736444,-0.869540797736444,-0.945339943540878,-1.24223637425639
"172",16,"X907273",9,-0.88688538106447,-0.945855843997276,-0.960805359653052,-0.960805359653052,-0.920075874625341,-0.88688538106447
"173",17,"X907274",9,-1.22862481043453,-0.769679019606583,-0.784002744329668,-0.784002744329668,-0.804031170326211,-1.22862481043453
"174",18,"X907284",9,-1.20799916698774,-0.856561945894916,-0.812147165915928,-0.812147165915928,-0.831535640879399,-1.20799916698774
"175",19,"X907290",9,-0.590444023083175,-0.527705641570697,-0.350546554198695,-0.350546554198695,-0.810901910520968,-0.590444023083175
"176",20,"X907786",9,-0.763699276542937,-0.669119131566091,-0.648987722506066,-0.648987722506066,-0.79651347936283,-0.763699276542937
"177",21,"X907792",9,-0.680513904079681,-0.784822389516254,-0.855647693441336,-0.855647693441336,-0.777445528134619,-0.680513904079681
"178",22,"X908142",9,-0.333346695972316,-0.957159665754797,-0.995271752897704,-0.995271752897704,-0.800686904417443,-0.333346695972316
"179",23,"X908151",9,-1.07240044600147,-0.752595999690203,-0.760527152764099,-0.760527152764099,-0.769565934720875,-1.07240044600147
"180",24,"X908156",9,-1.04243760308027,-0.754605567356998,-0.808541316826299,-0.808541316826299,-0.847102140806648,-1.04243760308027
"181",25,"X908158",9,-1.15748872921728,-0.839670752461296,-0.822899208363092,-0.822899208363092,-0.854603074154451,-1.15748872921728
"182",26,"X909194",9,-0.492472267516593,-0.532108314431215,-0.541561689558022,-0.541561689558022,-0.576453940139248,-0.492472267516593
"183",27,"X909698",9,-1.17901565790082,-0.895702878457621,-1.00469109779692,-1.00469109779692,-0.906755583262818,-1.17901565790082
"184",28,"X909703",9,-0.0493212392734085,-0.830647978426486,-0.854987771993327,-0.854987771993327,-0.849351723666342,-0.0493212392734085
"185",29,"X909711",9,0.288877156670719,-0.672648882650452,-0.532538838287585,-0.532538838287585,-0.792353962454316,0.288877156670719
"186",30,"X909713",9,-1.85622320486021,-1.30917244948191,-1.39596051338219,-1.39596051338219,-1.10165108189521,-1.85622320486021
"187",31,"X909723",9,0.095563106963711,-1.14722286447551,-1.15526139628202,-1.15526139628202,-1.00465741378905,0.095563106963711
"188",32,"X909769",9,-0.797309456831325,-0.634398546999152,-0.526469405694593,-0.526469405694593,-0.837914637511963,-0.797309456831325
"189",33,"X910569",9,-0.691663236578855,-0.810491479412822,-0.692618434531293,-0.692618434531293,-0.848858564708562,-0.691663236578855
"190",34,"X910692",9,0.033500312846743,-0.29508915892279,-0.146356909913026,-0.146356909913026,-0.565679017377778,0.033500312846743
"191",35,"X910700",9,-1.24710354657818,-0.608564686665629,-0.614993578599403,-0.614993578599403,-0.719820293473933,-1.24710354657818
"192",36,"X910906",9,-0.949058828088236,-0.850135473365194,-0.831933315227294,-0.831933315227294,-0.866110781837099,-0.949058828088236
"193",37,"X910921",9,-1.99547758795401,-1.27612223667568,-1.2833229464099,-1.2833229464099,-1.06358703564251,-1.99547758795401
"194",38,"X924110",9,-0.968673597539382,-1.13231666731195,-1.25122246754855,-1.25122246754855,-0.904344856055951,-0.968673597539382
"195",39,"X946359",9,-0.110095220960089,-0.569388415052694,-0.676542152112587,-0.676542152112587,-0.672471102540737,-0.110095220960089
"196",40,"X949088",9,-0.679933706996934,-1.02527101132524,-1.05918461539352,-1.05918461539352,-0.889690616512361,-0.679933706996934
"197",41,"X949156",9,-0.813941822469519,-0.40376053761723,-0.34307759715396,-0.34307759715396,-0.860927838338659,-0.813941822469519
"198",42,"X949166",9,0.140940095265138,-0.478287690808566,-0.460044242607348,-0.460044242607348,-0.793054868472884,0.140940095265138
"199",1,"X1247871",11,-2.32626668048218,-2.16807483703313,-2.16807483703313,-2.16807483703313,-2.01684589248401,-2.32626668048218
"200",2,"X1330935",11,-1.62307402002697,-1.82000891719296,-1.82000891719296,-1.82000891719296,-1.89959752866609,-1.62307402002697
"201",3,"X1331032",11,-2.2024931847947,-1.89823625260614,-1.89823625260614,-1.89823625260614,-1.98078009248146,-2.2024931847947
"202",4,"X1331035",11,-2.51662244336701,-1.77426942606772,-1.77426942606772,-1.77426942606772,-1.91910164099311,-2.51662244336701
"203",5,"X1331039",11,-1.8386405662323,-1.81263073657127,-1.81263073657127,-1.81263073657127,-1.85142377379213,-1.8386405662323
"204",6,"X1331050",11,-1.69730115160179,-1.95874397202091,-1.95874397202091,-1.95874397202091,-1.93681129627282,-1.69730115160179
"205",7,"X687799",11,-2.71441849558546,-2.19716661466739,-2.19716661466739,-2.19716661466739,-2.06520709138815,-2.71441849558546
"206",8,"X688007",11,-1.63818184600027,-1.8398193920432,-1.8398193920432,-1.8398193920432,-1.78022703992074,-1.63818184600027
"207",9,"X688031",11,-2.0028059089758,-2.05859586899684,-2.05859586899684,-2.05859586899684,-1.76800996606168,-2.0028059089758
"208",10,"X753551",11,-1.03572059068747,-1.85481696759213,-1.85481696759213,-1.85481696759213,-1.72015977865518,-1.03572059068747
"209",11,"X753622",11,-2.96783519006273,-2.37893863446613,-2.37893863446613,-2.37893863446613,-2.12401009573947,-2.96783519006273
"210",12,"X905967",11,-0.591739752474812,-2.0869008660731,-2.0869008660731,-2.0869008660731,-2.03089439026368,-0.591739752474812
"211",13,"X905986",11,-2.50513334100626,-2.02094542667002,-2.02094542667002,-2.02094542667002,-1.97998024346281,-2.50513334100626
"212",14,"X906765",11,-2.0801846475746,-2.08273217833269,-2.08273217833269,-2.08273217833269,-2.06812313481565,-2.0801846475746
"213",15,"X906836",11,-2.48417935250798,-2.04947453683806,-2.04947453683806,-2.04947453683806,-2.0686829161364,-2.48417935250798
"214",16,"X906869",11,-1.45063437311819,-2.16298438401545,-2.16298438401545,-2.16298438401545,-1.98608037106652,-1.45063437311819
"215",17,"X906872",11,-1.87318329849191,-1.72020684702445,-1.72020684702445,-1.72020684702445,-1.74429635132013,-1.87318329849191
"216",18,"X907043",11,-2.69881245625721,-2.06731558127926,-2.06731558127926,-2.06731558127926,-2.02973285023239,-2.69881245625721
"217",19,"X907050",11,-2.30942342881191,-2.09814139656942,-2.09814139656942,-2.09814139656942,-1.90359039750459,-2.30942342881191
