"","testcdpg.COSMIC_ID","testcdpg.DRUG_ID","y","testcdpg.IC50_Normal.z"
"89","X1240132","X276",0.106735752780866,-0.502270361270311
"90","X1240132","X308",-0.0620924691701693,0.124370370249675
"91","X1240134","X1009",0.415186823975554,0.911364142051747
"92","X1240134","X1030",0.368508222585438,1.06099363462318
"93","X1240134","X1052",0.210986958807449,0.0166004691999637
"94","X1240134","X1054",-0.0884681593276253,-0.269608748313033
"95","X1240134","X1060",-0.521196271417293,-1.38726557393142
"96","X1240134","X173",-0.0664517138994232,-0.0964600131020829
"97","X1240134","X192",0.42143649913547,0.934907368663546
"98","X1240134","X266",0.663431971572378,1.26433849392776
"99","X1240134","X282",0.104651683272774,0.176730267510469
"100","X1240134","X310",0.192751114293488,-0.390279990530336
"101","X1240134","X341",0.59371459666912,0.896706421080441
"102","X1240135","X1066",0.260265808291146,0.213767635874296
"103","X1240135","X1230",-0.271428060174481,-1.17767012417049
"104","X1240135","X1241",0.354621760530207,0.734944733490675
"105","X1240135","X155",-0.206348303347914,-0.853116077410428
"106","X1240136","X1192",0.153946168468067,0.811018409233972
"107","X1240136","X157",-0.377391365873819,-0.977596185778218
"108","X1240136","X165",0.688639862700777,1.18064745168433
"109","X1240136","X175",0.0939823567126723,-0.122892482551139
"110","X1240136","X221",0.733711885924813,1.41366085789647
"111","X1240136","X245",0.455390567104618,0.351875222247986
"112","X1240136","X312",-0.0187217670756995,-0.463204416632837
"113","X1240136","X333",0.750643166869191,1.1507793105363
"114","X1240137","X1218",0.141143770038846,0.265794587860914
"115","X1240137","X1259",0.136686959097358,-0.574112822385522
"116","X1240138","X1039",0.737813704703374,1.30084963376518
"117","X1240138","X1129",0.473605363341456,1.09736608421261
"118","X1240138","X1243",0.234062463548305,-0.0376929072008
"119","X1240138","X173",0.201540334059249,0.511386909511853
"120","X1240138","X194",-0.706092568649112,-1.90934946596691
"121","X1240138","X309",0.715953862344217,0.446676703862834
"122","X1240138","X310",0.392987977051316,-0.138571342111374
"123","X1240139","X1003",-1.23026034314201,-2.73336826866809
"124","X1240139","X1022",-0.45781750375535,-0.838227506549049
"125","X1240139","X1026",-0.482080269003099,-0.926754114443666
"126","X1240139","X1239",-0.215672454386691,-0.76508132015312
"127","X1240139","X1494",-1.16333320730778,-2.8160677209016
"128","X1240139","X1498",-0.00295874632408639,-0.44149761000464
"129","X1240139","X151",0.18595146312143,0.868104686137474
"130","X1240139","X172",-0.0251295586743636,-0.0514086799227263
"131","X1240139","X176",0.182084068298397,0.374417469961625
"132","X1240139","X221",0.470090375756623,0.84227080357706
"133","X1240140","X1024",-0.609252719168195,-1.06429966814807
"134","X1240140","X1170",-0.0458207707916042,0.125155308649368
"135","X1240140","X1372",-0.769022573168202,-2.96252747898517
"136","X1240140","X1502",0.388863426416969,0.702843492754573
"137","X1240140","X176",0.0631910890007258,0.960951930338389
"138","X1240140","X185",-0.203425638002893,-0.891879127867024
"139","X1240140","X293",0.371493669887664,0.4806229073254
"140","X1240141","X1013",0.498857353758913,0.73811542866762
"141","X1240141","X1033",0.780837198683234,1.33279597447261
"142","X1240141","X1038",0.54285645714759,0.58651410698728
"143","X1240141","X1059",0.0137789534378719,-0.402997241501164
"144","X1240141","X1067",0.812260376236487,1.14337453713883
"145","X1240141","X1164",0.675272692503035,0.988088559015654
"146","X1240141","X1242",0.152972955075669,-0.319408675222508
"147","X1240141","X1259",0.409812685416843,0.311294474159903
"148","X1240141","X147",0.877381125192113,0.481059392712251
"149","X1240141","X1502",0.826104502686286,1.27969821627182
"150","X1240141","X190",0.111141490904603,1.06183151068594
"151","X1240141","X200",-0.395122389790582,-1.01495012705739
"152","X1240141","X222",0.700243718462512,1.06291461372029
"153","X1240141","X276",0.329323058472116,1.25908558646705
"154","X1240141","X279",0.939291495523146,1.08009949751096
"155","X1240142","X1010",-0.312775965357305,-1.44603678123607
"156","X1240142","X1019",-0.280684686483048,-0.830951942137382
"157","X1240142","X1194",0.585243505740721,1.12181073646956
"158","X1240142","X1230",-0.346825630085416,-0.594567625754885
"159","X1240142","X1498",0.0891836135799787,0.47817206386323
"160","X1240142","X249",0.297363832016504,0.211851925787279
"161","X1240142","X281",0.343692233370966,0.189089211015507
"162","X1240143","X1043",0.547992282347492,1.21098041485201
"163","X1240143","X133",-0.577049499994238,-1.16855995769455
"164","X1240143","X1498",0.124516707704367,-1.37706362865978
"165","X1240143","X153",-0.24611965192669,-0.843077604469992
"166","X1240143","X158",0.160317372313673,0.0682546368754042
"167","X1240143","X173",-0.0750148437026921,-0.0613558837059571
"168","X1240143","X184",-0.0599783926852548,-0.269845473186303
"169","X1240143","X276",0.0914851337819323,0.2850245052681
"170","X1240143","X333",0.641604479914466,0.908617010993578
"171","X1240144","X1030",0.409404617204186,1.01071543974196
"172","X1240144","X1032",-0.0944901961457479,0.00966655538348665
"173","X1240144","X1199",0.579111265543556,0.657795433307992
"174","X1240144","X1230",-0.318494751874432,-0.612630002947833
"175","X1240144","X1529",-0.215095712006268,-0.255414038831958
"176","X1240145","X1058",-0.216392726606499,-1.23954473038229
"177","X1240145","X1061",0.0659835039439042,0.467440076868541
"178","X1240145","X1067",0.280874835051626,0.815998118891137
"179","X1240145","X1129",0.177055295189219,0.158980062537902
"180","X1240145","X1175",0.108937872176387,0.4734608039886
"181","X1240145","X1199",0.248737154931462,0.573481820203633
"182","X1240145","X170",-0.523191727641787,-1.00286960602649
"183","X1240145","X194",-1.24808374564272,-2.54366023930807
"184","X1240145","X206",0.303463369925459,0.39882795494208
"185","X1240145","X229",0.101531633804103,-0.827350466588716
"186","X1240146","X1019",0.0300178071476418,-1.72558744428656
"187","X1240146","X1042",0.516588555012025,1.17743545426702
"188","X1240146","X1052",0.413844179020848,0.418969577367533
"189","X1240146","X1194",0.709748340480779,1.07449185930379
"190","X1240146","X1199",0.471659778477057,0.361311291408181
"191","X1240146","X150",0.265724428784961,0.364830753669396
"192","X1240146","X177",0.534255041805338,1.30392853879585
"193","X1240146","X194",-0.864535276677853,-1.75293648131859
"194","X1240146","X258",0.747964109123869,1.2063285070875
"195","X1240147","X1008",-0.49289738928955,-0.455705019056312
"196","X1240147","X1031",-1.04490442198941,-2.49409409608531
"197","X1240147","X1058",-0.108879171518717,-0.746941807017263
"198","X1240147","X1059",-0.462344709284956,-1.17787544559584
"199","X1240147","X1067",0.349087139949855,0.873686596352192
"200","X1240147","X1242",-0.369524145404748,-1.38652723634184
"201","X1240147","X147",0.316362860095982,0.840525257390159
"202","X1240147","X223",-0.151388013072274,-0.00821165401857953
"203","X1240147","X224",0.374608725728366,0.971293341799198
"204","X1240149","X1003",-1.44275353708208,-3.18056512071738
"205","X1240149","X1067",0.141098634299923,0.623434485591363
"206","X1240149","X173",-0.259057832632389,-0.179506384940875
"207","X1240149","X266",0.610652516874996,1.03004695371392
"208","X1240150","X1061",0.304487767919741,0.610626201940641
"209","X1240150","X1259",0.0220625248558695,-0.0888701075296979
"210","X1240150","X1268",0.387797577654438,0.794621959273249
"211","X1240150","X1495",0.282439827658588,1.04301956692609
"212","X1240150","X201",-1.20021871259366,-3.13132275927299
"213","X1240150","X245",0.350669508567773,0.482344628423209
"214","X1240150","X263",0.7908811205843,1.1433103926682
"215","X1240150","X301",0.332791540378055,0.396098315815015
"216","X1240151","X1004",-1.02672102389581,-1.91887202300867
"217","X1240151","X1009",0.510435370235807,0.894948382240591
"218","X1240151","X1013",0.290556528012138,0.287082907242609
"219","X1240151","X1053",0.100383650063487,-0.182833753726329
"220","X1240151","X1057",-0.76537436087312,-1.31789756705991
"221","X1240151","X1170",0.288901872966731,0.345781830084181
"222","X1240151","X1526",0.0946533298428528,-0.0829301152416274
"223","X1240151","X155",0.00372504554627784,0.251472099342777
"224","X1240151","X245",0.469951573350414,0.517336013566317
"225","X1240151","X272",-0.244876648238562,-1.5463864491841
"226","X1240151","X302",-0.182423555479116,-1.15933603824207
"227","X1240151","X310",0.536868643665055,0.630037793042069
"228","X1240151","X312",-0.115151489997446,-0.863189582247526
"229","X1240153","X1021",-0.00246742146281061,-0.298925331997663
"230","X1240153","X1047",0.0106918052733901,0.816742841368114
"231","X1240153","X1133",-0.0600361249173281,0.265717211745735
"232","X1240153","X155",-0.227902762086305,-0.77825792830073
"233","X1240153","X172",-0.244440290943971,-0.230794984558084
"234","X1240153","X196",0.784907582111494,1.78413446058858
"235","X1240153","X265",0.428160896744055,0.360389233117638
"236","X1240153","X281",0.376174157156352,0.679821295863297
"237","X1240154","X1042",0.274602726157454,0.11214577172204
"238","X1240154","X1129",0.0893502667084685,0.163846994687428
"239","X1240154","X1192",-0.159670942093279,0.479453164916201
"240","X1240154","X1372",-1.04475856534802,-2.9311648788252
"241","X1240154","X1377",0.288148501516356,0.342739756394719
"242","X1240154","X166",-0.275416708400536,-0.718120543535491
"243","X1240154","X171",-0.262303433584734,-0.108306587868117
"244","X1240154","X203",0.157359283857423,0.211507175122339
"245","X1240154","X262",0.185540756364913,-0.221564096414835
"246","X1240154","X300",0.177732198522155,-0.144326852537134
"247","X1240154","X345",0.643492055360924,0.566700515541882
"248","X1240155","X1170",0.252119961903863,0.459271895591562
"249","X1240155","X1218",0.0398385086406322,0.227897957017512
"250","X1240155","X152",0.181289718203845,0.131791128035391
"251","X1240155","X1527",-0.0115801078207219,-0.222396005120443
"252","X1240155","X208",-0.664469221548606,-1.62514246489729
"253","X1240155","X229",0.104227927875074,-0.331885846298214
"254","X1240155","X274",-0.386475344913726,-0.71244426039886
"255","X1240155","X295",0.328066262862103,-0.086530419488612
"256","X1240155","X303",0.319354318374024,-0.165587112407886
"257","X1240155","X308",-0.152215114925188,-1.31008835834116
"258","X1240156","X1170",0.234177408283816,-0.158321679571015
"259","X1240156","X1194",0.462183427366806,0.3137795698826
"260","X1240156","X175",-0.117265860438677,0.262163877804665
"261","X1240156","X275",0.487055605287191,1.18493951488053
"262","X1240156","X290",0.603155072373855,1.20673558430374
"263","X1240156","X292",0.368283826962268,0.738790926106735
"264","X1240156","X293",0.498345497704734,0.735712032160944
"265","X1240156","X295",0.500625823253074,0.85727220367549
"266","X1240157","X1003",-0.763731530332707,-1.88652904334131
"267","X1240157","X1011",0.143574645801811,-0.00682379084956897
"268","X1240157","X1015",0.148281730678862,0.019577652037281
"269","X1240157","X1058",-0.048065777712231,-0.224720418205216
"270","X1240157","X1059",-0.141618100667816,-0.735790364697079
"271","X1240157","X1199",0.402520049548742,0.674898920869195
"272","X1240157","X1236",0.44672645313379,1.34421414102995
"273","X1240157","X184",0.0255293941175042,-0.508355317845034
"274","X1240157","X219",0.239268278902112,-0.628949579307663
"275","X1240157","X263",0.897658725423024,1.0889684829943
"276","X1240157","X272",-0.220549509304152,-0.959792906429144
"277","X1240157","X283",-0.46274796557289,-1.94665757868218
"278","X1240157","X301",0.652678902952107,-0.175171497181626
"279","X1240158","X1032",-0.206437668929823,-0.303957772400242
"280","X1240158","X1243",0.0609178904655924,-0.203607088338766
"281","X1240158","X1529",-0.33531431843994,-0.797602064249171
"282","X1240158","X192",0.251103256875507,1.09439482439294
"283","X1240158","X201",-1.37552206383136,-2.92145263372532
"284","X1240158","X207",-0.0394131651650837,-0.226306087255033
"285","X1240158","X274",-0.453479128054248,-1.18315473505657
"286","X1240159","X1012",-0.0989126996332466,-0.269016283969773
"287","X1240159","X1066",0.137453220280026,-0.18642164660944
"288","X1240159","X1248",-0.323522633197152,-0.922353360363364
"289","X1240159","X136",-0.401172688706269,-0.563362353210989
"290","X1240159","X1526",-0.0900586837499645,0.0613615745144172
"291","X1240159","X158",0.178314080142483,-0.271111997630021
"292","X1240159","X159",-0.243438138533885,-0.335039467074307
"293","X1240159","X223",0.143107246087535,0.021837724818649
"294","X1240159","X249",0.41493386474957,0.400588927578571
"295","X1240159","X254",0.308904423532429,0.223483557457369
"296","X1240159","X274",-0.0706012559824778,-0.525722939477846
"297","X1240159","X275",0.626460488580731,0.848706134542778
"298","X1240160","X1047",0.383596628707566,0.896943271582283
"299","X1240160","X1069",0.187616375944424,0.17183512805168
"300","X1240160","X136",-0.609763852552146,-1.37843537442206
"301","X1240160","X179",0.275739810594271,0.720509404650613
"302","X1240160","X190",-0.300919504373489,0.163556873976307
"303","X1240160","X222",0.238100440592756,0.558016399891442
"304","X1240160","X223",-0.0523358700956012,0.00561544039754016
"305","X1240160","X262",0.355195118592531,0.432678743504581
"306","X1240160","X341",0.5488206626882,1.11261682007591
"307","X1240161","X1060",-0.86565748502726,-2.07056438106386
"308","X1240161","X170",-0.543837278346118,-1.09465791591324
"309","X1240161","X190",-0.449831073772423,-0.74615178805034
"310","X1240161","X204",-0.3344800355224,-0.810595468989934
"311","X1240161","X206",0.325170158043223,0.624493534449225
"312","X1240161","X219",-0.413035440458554,-1.2292349514568
"313","X1240161","X221",0.252937078644797,0.499454094426433
"314","X1240161","X258",0.410326704085998,0.836269486071301
"315","X1240161","X277",-0.0310956961802355,-0.115316854296411
"316","X1240161","X279",0.498030960815856,0.790037754223915
"317","X1240161","X295",0.338721457743496,0.466397633151867
"318","X1240161","X305",0.26157142886837,0.0290234943613476
"319","X1240162","X1006",-0.229697975596274,-1.36804088488979
"320","X1240162","X1091",0.0593510824658107,-0.0580440596087483
"321","X1240162","X1259",0.333015883915769,0.0663182756682059
"322","X1240162","X147",0.670209575454245,1.34036038483489
"323","X1240162","X1494",-0.725294652159026,-2.59239690141262
"324","X1240162","X150",0.29751508071548,0.224153789581354
"325","X1240162","X153",-0.156050534078561,-0.860700115389532
"326","X1240162","X166",0.250140588390184,0.240982878477665
"327","X1240162","X185",0.144276027207494,0.0111561813903813
"328","X1240162","X196",1.25278422143512,3.41814019330831
"329","X1240162","X199",0.411389498360244,1.1897653110628
"330","X1240162","X200",-0.554754203724809,-1.36928941858307
"331","X1240162","X238",0.827648200025106,0.985632040098018
"332","X1240162","X345",1.0775985561731,1.52501616512257
"333","X1240166","X1009",0.230681246332871,0.373696147653572
"334","X1240166","X1033",0.43974398583321,0.60005575481413
"335","X1240166","X1526",0.0232908893021933,0.19790680702318
"336","X1240166","X197",-0.977870863595082,-1.7652973794564
"337","X1240166","X206",0.547105508561553,0.542998051020731
"338","X1240166","X208",-0.507393390816206,-1.43851414976373
"339","X1240167","X1006",-0.448920349719648,-0.670413832494666
"340","X1240167","X1049",0.188970960551315,0.493714150858666
"341","X1240167","X1219",0.173337743966205,0.994004626450767
"342","X1240167","X1243",-0.0698514347156259,0.0183181184540721
"343","X1240167","X186",0.162451624023494,0.868320711856108
"344","X1240167","X221",0.595340074868998,0.628840504721087
"345","X1240168","X1072",0.465125540042137,0.294650432454474
"346","X1240168","X1129",0.370374862314095,0.816597193514234
"347","X1240168","X1199",0.383308322293649,0.546303763657432
"348","X1240168","X1268",0.381928477011486,0.526125369010105
"349","X1240168","X1372",-0.558432483373964,-0.553487289787471
"350","X1240168","X1377",0.645471794639141,0.675089480937392
"351","X1240168","X1494",-1.07601495750428,-2.113995342148
"352","X1240168","X1527",0.0174604521370408,0.0514467607328891
"353","X1240168","X157",-0.420378304521689,-1.03961884156659
"354","X1240168","X201",-1.36833004620783,-3.14351434704599
"355","X1240168","X226",0.206706404722258,0.152343958640115
"356","X1240168","X238",0.651578300102713,1.07258915177392
"357","X1240168","X254",0.103726638043524,-0.0256483528909337
"358","X1240168","X295",0.645411887043366,0.799351172948732
"359","X1240168","X341",0.607971490313952,1.06183579314224
"360","X1240169","X1003",-1.00855042567589,-2.57920192932382
"361","X1240169","X1015",-0.0262525367711012,-0.152519390977156
"362","X1240169","X1058",0.123993850146181,0.601328013832642
"363","X1240169","X1529",-0.275523539953016,-1.17065745971447
"364","X1240169","X154",0.160212793007216,0.542261546130315
"365","X1240169","X157",-0.238216385412762,-0.524203476685217
"366","X1240169","X222",0.452062377145952,0.968330750350966
"367","X1240169","X245",0.469408906806697,0.496726066301049
"368","X1240169","X272",-0.179372472335674,-0.77174478890975
"369","X1240170","X1004",-0.996904615034952,-2.20098768894326
"370","X1240170","X1012",-0.107469504743989,-0.28443730197185
"371","X1240170","X1036",0.531651328020804,0.920339265203225
"372","X1240170","X154",0.198802294359883,0.347220964490201
"373","X1240170","X178",0.12047089594242,0.33625614710796
"374","X1240170","X184",-0.17761144684454,0.0500340378865509
"375","X1240170","X238",0.738218673337246,1.00970492046228
"376","X1240170","X277",0.376960602435214,0.155526810228833
"377","X1240172","X1230",-0.348806469386211,-0.44980733034222
"378","X1240172","X159",0.00179489866953371,-0.0589482158278502
"379","X1240172","X163",-0.1799283513101,-0.31246252740014
"380","X1240172","X186",0.286479276929138,0.868814095900981
"381","X1240172","X249",0.615565490674603,0.796598155822491
"382","X1240172","X290",0.712304752089729,1.15106023819196
"383","X1240172","X305",0.581948836918706,0.903415515178278
"384","X1240173","X1028",0.161567989388974,0.342342134575961
"385","X1240173","X1192",-0.0371868142805319,0.183757109520287
"386","X1240173","X1199",0.365937236254183,0.671777357548587
"387","X1240173","X199",0.200543327461718,0.959019397107663
"388","X1240173","X222",0.218780149216855,0.757794468217969
"389","X1240173","X326",0.526752271524349,0.616439623442912
"390","X1240173","X41",-0.013511936147181,-0.193277670711578
"391","X1240173","X56",0.149576922881851,0.744036746638031
"392","X1240174","X1072",0.414280891913543,0.654670455846204
"393","X1240174","X1262",0.182006208147391,0.139032506695774
"394","X1240174","X190",-0.332806336696284,-0.991793503899632
"395","X1240174","X231",0.679292524280533,1.27816475697834
"396","X1240174","X279",0.609748598505618,1.24752949821298
"397","X1240178","X1129",0.461255387179525,0.969349727389474
"398","X1240178","X136",-0.513052868827474,-1.69330557552932
"399","X1240178","X1494",-0.871113041166987,-2.29855665713982
"400","X1240178","X167",0.134917984291232,-0.370579619987536
"401","X1240178","X205",0.898454143794445,1.22735837524297
"402","X1240178","X245",0.573457728759345,0.703924652241022
"403","X1240178","X268",-1.0020639985156,-2.68087785440637
"404","X1240178","X292",0.609860243317026,0.683282765758927
"405","X1240178","X312",-0.0334958570764643,-0.438553389887513
"406","X1240179","X1241",0.524579293517864,0.504843822486398
"407","X1240179","X1371",0.619176767000433,0.95239425615022
"408","X1240179","X167",0.0789225373049986,-0.110519575799873
"409","X1240179","X185",0.110661396224506,0.379501148346593
"410","X1240179","X200",-0.704566783278999,-1.6269252193111
"411","X1240179","X203",0.478033581058495,0.30449407765024
"412","X1240179","X205",0.729088740428961,0.99010985622207
"413","X1240179","X279",0.786176110160611,1.15869300527698
"414","X1240179","X309",0.848416285545192,1.00643564011132
"415","X1240179","X341",0.654630816309356,1.22521607555244
"416","X1240181","X1017",0.434238495691569,0.0674286401025739
"417","X1240181","X1030",0.38624321292328,0.449700650088418
"418","X1240181","X1031",-0.860082752150206,-0.710370298956274
"419","X1240181","X1057",-0.478034927034876,-0.608706659609032
"420","X1240181","X1062",0.324729085315823,0.600763450117132
"421","X1240181","X151",0.348496405446528,0.137668021525939
"422","X1240181","X1527",0.179251213697403,0.597091722332284
"423","X1240181","X173",0.0914927216672453,0.0473007407510798
"424","X1240181","X200",-0.669262208550506,-2.16302983264603
"425","X1240181","X219",0.246297424665871,0.342348456649075
"426","X1240181","X309",0.469520116254977,0.201693078505586
"427","X1240181","X32",-0.142272985086937,-0.32867251869603
"428","X1240181","X328",-0.199979878398777,-1.64546587186572
"429","X1240181","X333",0.635892878608508,0.949889203959442
"430","X1240182","X1026",0.339188008572935,0.365469471496721
"431","X1240182","X1219",0.622490955776846,0.543820264156584
"432","X1240182","X140",-0.698659088967432,-2.10632571416212
"433","X1240182","X1494",-0.648900003004202,-1.28946079351621
"434","X1240182","X150",0.40884891787728,0.335106135774405
"435","X1240182","X1526",0.804139705974141,0.926149837892888
"436","X1240182","X153",0.103717216198004,-0.0185616821214117
"437","X1240182","X272",-0.177716141413205,-0.888985122228922
"438","X1240182","X274",-0.108227285493831,-1.03365704533144
"439","X1240183","X1236",0.546450910724339,0.986864515503898
"440","X1240183","X1264",0.122895618338354,0.021268823222464
"441","X1240183","X1526",0.199405274778428,-0.0590968455128252
"442","X1240183","X156",0.185073739937191,0.0280831090791958
"443","X1240183","X157",-0.115084711897535,-0.796032150500205
"444","X1240183","X178",0.153405541173465,0.0834360996663939
"445","X1240183","X219",0.0436455939647688,-0.544025060324738
"446","X1240183","X254",0.270841286513465,0.175077686466489
"447","X1240183","X295",0.634993344314799,1.07669921611957
"448","X1240183","X312",0.0135692408942705,-0.427878656266813
"449","X1240183","X45",-0.140698303593897,-0.83347917146599
"450","X1240184","X1067",0.454239192082814,0.926640731536079
"451","X1240184","X1248",-0.787915354426348,-2.00652871585984
"452","X1240184","X154",0.219986661659504,0.0105052702017037
"453","X1240184","X159",-0.126901791956264,-0.421378685706093
"454","X1240184","X178",-0.0354134746018923,-0.183887152993432
"455","X1240184","X186",0.231214398299102,0.137414673036691
"456","X1240184","X222",0.346693743587299,0.275282622910219
"457","X1240184","X228",0.310790076398509,0.615907797055155
"458","X1240184","X249",0.32770671058874,0.785842716929467
"459","X1240184","X266",0.848587763619367,1.29738766135527
"460","X1240184","X272",-0.379581453261223,-1.13147648733994
"461","X1240184","X303",0.364368182293468,0.398098644134862
"462","X1240185","X1060",-0.744090590809116,-2.33776581834882
"463","X1240185","X1199",0.398495894719813,0.458695600384447
"464","X1240185","X1371",0.462512703431542,1.05357842296941
"465","X1240185","X204",-0.108890985446506,-0.478844682356912
"466","X1240185","X260",0.49939139164775,0.0518820267836051
"467","X1240185","X272",-0.324219611582539,-1.24266603505584
"468","X1240185","X274",-0.184168218774813,-1.02587168756649
"469","X1240185","X282",0.0794322304088278,-0.585648411012689
"470","X1240186","X1067",0.658658300566014,0.890589152098133
"471","X1240186","X1248",-0.503676908599984,-0.414505044044278
"472","X1240186","X153",-0.192568533139613,0.0341794276497254
"473","X1240186","X158",0.267076358968048,0.550493435872884
"474","X1240186","X219",0.167968067097863,0.19883266742549
"475","X1240186","X231",0.866679632485924,1.04626048847452
"476","X1240186","X293",0.651274842855411,0.566215725969283
"477","X1240186","X299",0.161946209862953,0.652898571998782
"478","X1240186","X300",0.538144723092015,1.16235213325509
"479","X1240186","X306",0.40259276983024,0.0548542251225998
"480","X1240186","X341",0.779423454460293,1.41251766745536
"481","X1240187","X1016",-0.894916629615482,-1.53020001694033
"482","X1240187","X1030",0.346096616696883,0.523087799474427
"483","X1240187","X1049",0.328106111206655,0.617125791920689
"484","X1240187","X1072",0.5635288387721,0.944704490643313
"485","X1240187","X1218",0.234312703713456,0.365551421969886
"486","X1240187","X1248",-0.43062429137209,-1.05373209939383
"487","X1240187","X1262",0.222274323870248,0.289934945547908
"488","X1240187","X150",0.240442035240052,-0.111983144963053
"489","X1240187","X155",0.0244657642263188,-0.177374981681443
