"","X","CName","PName","DRUG","Cp","AICc","GCV","BIC","cc_real...2.","Acta_Normal"
"27",25,"PANC0327_PANCREAS","Panc 03.27","17-AAG",1.20370649308233,1.20403873885043,1.20403873885043,1.24463272176033,1.85987895694466,1.85987895694466
"28",26,"QGP1_PANCREAS","QGP-1","17-AAG",0.93992313826679,0.94496196778373,0.94496196778373,0.951369065075125,1.20759816549582,1.20759816549582
"29",27,"SBC5_LUNG","SBC-5","17-AAG",1.29537455562337,1.29517140219957,1.29517140219957,1.24928244416366,0.77302491111151,0.77302491111151
"30",28,"SKNBE2_AUTONOMIC_GANGLIA","SK-N-BE(2)","17-AAG",0.659325891786084,0.66251246171227,0.66251246171227,0.769411321866716,0.497167056294468,0.497167056294468
"31",29,"SNU16_STOMACH","SNU-16","17-AAG",1.93373996616588,1.9355283776363,1.9355283776363,1.69088909358859,2.42843106147368,2.42843106147368
"32",30,"SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","SUP-T1","17-AAG",0.963352036526631,0.954794874035501,0.954794874035501,1.2404450539655,0.698426730653943,0.698426730653943
"33",31,"SW900_LUNG","SW 900","17-AAG",1.11350246887658,1.11382271445313,1.11382271445313,1.20702536455346,0.699592327223593,0.699592327223593
"34",32,"WM115_SKIN","WM-115","17-AAG",1.65442419853847,1.6587085988556,1.6587085988556,1.31224704092599,1.47490831213543,1.47490831213543
"35",33,"X1321N1_CENTRAL_NERVOUS_SYSTEM","1321N1","17-AAG",1.33814419283221,1.3391438928893,1.3391438928893,1.28432168292905,1.00633849113635,1.00633849113635
"36",1,"A375_SKIN","A-375","AEW541",-0.250236202002584,-0.230644967035234,-0.230644967035234,-0.299406667272947,-0.0179618721256186,-0.0179618721256186
"37",2,"AN3CA_ENDOMETRIUM","AN3 CA","AEW541",-0.486354459514345,-0.510457211784836,-0.510457211784836,-0.344546873364585,-0.728911024246816,-0.728911024246816
"38",3,"BCPAP_THYROID","B-CPAP","AEW541",-0.326247802073158,-0.327137018591978,-0.327137018591978,-0.344020440270848,-0.103309443169952,-0.103309443169952
"39",4,"C32_SKIN","C32","AEW541",-0.353580229134878,-0.350706568435002,-0.350706568435002,-0.303557152474419,-0.427410044897486,-0.427410044897486
"40",5,"CAKI2_KIDNEY","Caki-2","AEW541",-0.366833384369248,-0.303317211006423,-0.303317211006423,-0.427638911572863,-0.213393563636847,-0.213393563636847
"41",6,"COLO320_LARGE_INTESTINE","COLO-320","AEW541",-0.112517835162154,-0.146838006438248,-0.146838006438248,-0.0923665280590993,0.377045854255591,0.377045854255591
"42",7,"COLO679_SKIN","COLO-679","AEW541",-0.255471430701279,-0.272440220082754,-0.272440220082754,-0.24033078271092,-0.350545426665601,-0.350545426665601
"43",8,"DMS114_LUNG","DMS 114","AEW541",-0.296301503854548,-0.289263856338165,-0.289263856338165,-0.298641044784859,0.585169597303003,0.585169597303003
"44",9,"FUOV1_OVARY","FU-OV-1","AEW541",-0.349459465281766,-0.363132543617757,-0.363132543617757,-0.310097648094972,0.423475450946629,0.423475450946629
"45",10,"GAMG_CENTRAL_NERVOUS_SYSTEM","GAMG","AEW541",-0.457453608914159,-0.463542148602164,-0.463542148602164,-0.404894568482775,-0.638901066923885,-0.638901066923885
"46",11,"HCC1395_BREAST","HCC1395","AEW541",-0.417528993466304,-0.419585428063987,-0.419585428063987,-0.387450617945078,-0.497022062251552,-0.497022062251552
"47",12,"HCC1806_BREAST","HCC1806","AEW541",-0.33291090561355,-0.326711945470392,-0.326711945470392,-0.364406836962695,-0.308260173333318,-0.308260173333318
"48",13,"HCC4006_LUNG","HCC4006","AEW541",-0.451616712513835,-0.487974321881016,-0.487974321881016,-0.369102474188134,-0.430194525591649,-0.430194525591649
"49",14,"HCC56_LARGE_INTESTINE","HCC-56","AEW541",-0.101198898241524,-0.121226979050593,-0.121226979050593,-0.124874877176722,-0.545200053797063,-0.545200053797063
"50",15,"HCC827_LUNG","HCC827","AEW541",-0.488987414793287,-0.532389461677492,-0.532389461677492,-0.395730073656094,-0.431942920446123,-0.431942920446123
"51",16,"HEC251_ENDOMETRIUM","HEC-251","AEW541",-0.34386833894421,-0.337858958981045,-0.337858958981045,-0.326036431947435,-0.390499486858586,-0.390499486858586
"52",17,"HEC265_ENDOMETRIUM","HEC-265","AEW541",-0.417525060305004,-0.437259487441936,-0.437259487441936,-0.367156563878502,-0.829281839966632,-0.829281839966632
"53",18,"HLE_LIVER","HLE","AEW541",-0.485342125373958,-0.522611599394263,-0.522611599394263,-0.395013183017475,-0.661889221491972,-0.661889221491972
"54",19,"HS939T_SKIN","Hs 939.T","AEW541",-0.410941875955595,-0.413245213913823,-0.413245213913823,-0.356459734272844,-0.905265785234781,-0.905265785234781
"55",20,"HUH1_LIVER","huH-1","AEW541",-0.160212709296066,-0.143449856911853,-0.143449856911853,-0.187583900506768,-0.0254734944633596,-0.0254734944633596
"56",21,"IPC298_SKIN","IPC-298","AEW541",-0.389771982851793,-0.401354093459049,-0.401354093459049,-0.300077294089718,-0.320952224869501,-0.320952224869501
"57",22,"J82_URINARY_TRACT","J82","AEW541",-0.465137242415881,-0.475640525048564,-0.475640525048564,-0.434380726225313,-0.60509876640405,-0.60509876640405
"58",23,"JHOS4_OVARY","JHOS-4","AEW541",-0.432268736335827,-0.431389168059246,-0.431389168059246,-0.362323419883316,0.0471820250447908,0.0471820250447908
"59",24,"JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","JM1","AEW541",-0.0827364433550364,-0.0815701942815141,-0.0815701942815141,-0.104110146605223,-0.771584809768983,-0.771584809768983
"60",25,"KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KARPAS-422","AEW541",-0.71888875384868,-0.745577520335484,-0.745577520335484,-0.441687083351061,-0.0285817519824249,-0.0285817519824249
"61",26,"KCIMOH1_PANCREAS","KCI-MOH1","AEW541",-0.217794760191389,-0.222537684668351,-0.222537684668351,-0.28065137076976,0.0447213211755308,0.0447213211755308
"62",27,"KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KE-97","AEW541",-0.361235417492937,-0.390739408286006,-0.390739408286006,-0.180092927882912,-0.536393324159712,-0.536393324159712
"63",28,"KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KMS-12-BM","AEW541",0.177797399996679,0.185358910231178,0.185358910231178,0.0414094718481224,0.60699215530144,0.60699215530144
"64",29,"KNS60_CENTRAL_NERVOUS_SYSTEM","KNS-60","AEW541",-0.372151499524112,-0.388953033916336,-0.388953033916336,-0.36493413337724,-0.396003692881931,-0.396003692881931
"65",30,"KYM1_SOFT_TISSUE","KYM-1","AEW541",-0.413440468553383,-0.426075854527678,-0.426075854527678,-0.332794187165649,0.055211690302376,0.055211690302376
"66",31,"L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","L-428","AEW541",-0.258754540479997,-0.256814911148565,-0.256814911148565,-0.189247626877541,-0.579844174061645,-0.579844174061645
"67",32,"LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","LP-1","AEW541",0.572488124535449,0.597544925591365,0.597544925591365,0.334506491659952,0.908946422205634,0.908946422205634
"68",33,"MALME3M_SKIN","Malme-3M","AEW541",-0.308510716571439,-0.303649243708247,-0.303649243708247,-0.309913829171664,0.038958093692264,0.038958093692264
"69",34,"MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","Mino","AEW541",-0.132621274219974,-0.129721765996074,-0.129721765996074,-0.143639449628298,-0.592147693407945,-0.592147693407945
"70",35,"MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","MOLT-16","AEW541",-0.0709233104037867,-0.0664142166826074,-0.0664142166826074,-0.0914489530499043,0.0373392095677509,0.0373392095677509
"71",36,"NCIH1048_LUNG","NCI-H1048","AEW541",-0.365991479587457,-0.382046137291775,-0.382046137291775,-0.250505047833117,-0.439130765958961,-0.439130765958961
"72",37,"NCIH1694_LUNG","NCI-H1694","AEW541",-0.215035594597018,-0.226999556593074,-0.226999556593074,-0.159028742652004,-0.406040774453912,-0.406040774453912
"73",38,"NCIH2122_LUNG","NCI-H2122","AEW541",-0.258101574722305,-0.246462781479556,-0.246462781479556,-0.262869577599362,0.151438162663438,0.151438162663438
"74",39,"NCIH650_LUNG","NCI-H650","AEW541",-0.413626510982657,-0.428322135692518,-0.428322135692518,-0.329725089740774,-0.447419452676469,-0.447419452676469
"75",40,"OVSAHO_OVARY","OVSAHO","AEW541",-0.396861201571537,-0.407652687535732,-0.407652687535732,-0.321622700964057,-0.677560019817259,-0.677560019817259
"76",41,"PANC0403_PANCREAS","Panc 04.03","AEW541",-0.274394134410294,-0.277739462341673,-0.277739462341673,-0.323537854262795,-0.499677032215753,-0.499677032215753
"77",42,"RERFGC1B_STOMACH","RERF-GC-1B","AEW541",-0.226107744157481,-0.20909271988711,-0.20909271988711,-0.307379402590119,0.0373392095677509,0.0373392095677509
"78",43,"SF295_CENTRAL_NERVOUS_SYSTEM","SF-295","AEW541",-0.416671272839272,-0.433220584574646,-0.433220584574646,-0.374060598936466,-0.356373409513849,-0.356373409513849
"79",44,"SHP77_LUNG","SHP-77","AEW541",-0.119550254956272,-0.124286354975716,-0.124286354975716,-0.0859862963972783,-0.845988724131608,-0.845988724131608
"80",45,"SIMA_AUTONOMIC_GANGLIA","SIMA","AEW541",0.132135951103834,0.151996922029329,0.151996922029329,-0.0740897791860821,0.916522799908356,0.916522799908356
"81",46,"SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","SU-DHL-10","AEW541",-0.370848033089807,-0.367127168493546,-0.367127168493546,-0.270540663048627,-0.295891898622037,-0.295891898622037
"82",47,"SUIT2_PANCREAS","SUIT-2","AEW541",-0.221347671431515,-0.229585251059172,-0.229585251059172,-0.251179299219625,-0.365762937436025,-0.365762937436025
"83",48,"SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","SUP-T1","AEW541",-0.12024199386453,-0.107596869653102,-0.107596869653102,-0.141924400920805,-0.399759504050801,-0.399759504050801
"84",49,"SW1353_BONE","SW 1353","AEW541",-0.509377365157317,-0.562567567609785,-0.562567567609785,-0.412346401955234,-0.488798130899025,-0.488798130899025
"85",50,"SW1990_PANCREAS","SW 1990","AEW541",-0.448261346995921,-0.446387576131642,-0.446387576131642,-0.423548043334484,-0.278731726902198,-0.278731726902198
"86",51,"X697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","697","AEW541",-0.0612969171093938,-0.063802888842583,-0.063802888842583,-0.103717541851345,0.188024943877435,0.188024943877435
"87",1,"AU565_BREAST","AU565","AZD0530",-0.447715343242504,-0.453835091126743,-0.453835091126743,-0.284428830319556,-0.805128088828896,-0.805128088828896
"88",2,"AZ521_STOMACH","AZ-521","AZD0530",-0.262232718731357,-0.264143971207764,-0.264143971207764,-0.375503328510427,0.453068652742729,0.453068652742729
"89",3,"BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","BDCM","AZD0530",-0.247585971802906,-0.233262594939655,-0.233262594939655,-0.322595876012731,0.280430849704646,0.280430849704646
"90",4,"C2BBE1_LARGE_INTESTINE","C2BBe1","AZD0530",-0.255349240797019,-0.258378975083425,-0.258378975083425,-0.260205214201705,0.379053270569988,0.379053270569988
"91",5,"CAL12T_LUNG","CAL-12T","AZD0530",-0.263834203137394,-0.266583016694173,-0.266583016694173,-0.221272096249988,0.262623124335002,0.262623124335002
"92",6,"CHL1_SKIN","CHL-1","AZD0530",-0.257930776288559,-0.247372905541318,-0.247372905541318,-0.499971182180596,-0.21876825893023,-0.21876825893023
"93",7,"CORL105_LUNG","COR-L105","AZD0530",-0.31153750262314,-0.306045699907894,-0.306045699907894,-0.314542749733842,-0.458039332533275,-0.458039332533275
"94",8,"CORL23_LUNG","COR-L23","AZD0530",-0.310129391996797,-0.326421344063486,-0.326421344063486,-0.223452895823278,-0.808754389267805,-0.808754389267805
"95",9,"DKMG_CENTRAL_NERVOUS_SYSTEM","DK-MG","AZD0530",-0.484444522674686,-0.485367453302885,-0.485367453302885,-0.432395186793141,-0.731695504940979,-0.731695504940979
"96",10,"ES2_OVARY","ES-2","AZD0530",-0.622433012760377,-0.630094139071986,-0.630094139071986,-0.443650649513739,-0.919842217891898,-0.919842217891898
"97",11,"G402_SOFT_TISSUE","G-402","AZD0530",-0.567623944334144,-0.574429315669888,-0.574429315669888,-0.423845446980784,-0.0158897004462417,-0.0158897004462417
"98",12,"H4_CENTRAL_NERVOUS_SYSTEM","H4","AZD0530",-0.342684861382785,-0.336404772453881,-0.336404772453881,-0.391541826280796,-0.520398749009522,-0.520398749009522
"99",13,"HCC1395_BREAST","HCC1395","AZD0530",-0.304656227210614,-0.285995189256148,-0.285995189256148,-0.3807385286263,0.27097656641749,0.27097656641749
"100",14,"HCC2935_LUNG","HCC2935","AZD0530",0.196272962818137,0.211901257787611,0.211901257787611,-0.128641236677259,0.48635291034272,0.48635291034272
"101",15,"HCC70_BREAST","HCC70","AZD0530",-0.0568863983174795,-0.0429974785494956,-0.0429974785494956,-0.18658565989026,-0.586125444464756,-0.586125444464756
"102",16,"HCC78_LUNG","HCC-78","AZD0530",0.0325469562366609,0.0374082560153937,0.0374082560153937,-0.122350500496286,-0.703397410444489,-0.703397410444489
"103",17,"HEC265_ENDOMETRIUM","HEC-265","AZD0530",-0.233762928919698,-0.237552198775769,-0.237552198775769,-0.236811857750103,-0.842491934422659,-0.842491934422659
"104",18,"HEC59_ENDOMETRIUM","HEC-59","AZD0530",-0.194649192050512,-0.199572177845326,-0.199572177845326,-0.19576342166189,-0.926376034218433,-0.926376034218433
"105",19,"HLE_LIVER","HLE","AZD0530",-0.405196791011263,-0.408536917105744,-0.408536917105744,-0.380308861538419,-0.494237581557389,-0.494237581557389
"106",20,"HS739T_BREAST","Hs 739.T","AZD0530",-0.507504464571443,-0.507380375415642,-0.507380375415642,-0.421591703354998,0.0894672783770745,0.0894672783770745
"107",21,"IALM_LUNG","IA-LM","AZD0530",-0.122329195898902,-0.119009348109499,-0.119009348109499,-0.248470168222014,-0.737912019979109,-0.737912019979109
"108",22,"JHH2_LIVER","JHH-2","AZD0530",-0.442768624746362,-0.442228828797593,-0.442228828797593,-0.379999300840637,0.120549853567727,0.120549853567727
"109",23,"JMSU1_URINARY_TRACT","JMSU-1","AZD0530",-0.260223758900549,-0.259512983126202,-0.259512983126202,-0.306689365591142,-0.552387899309902,-0.552387899309902
"110",24,"JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","JVM-3","AZD0530",-0.205092840122105,-0.177618925646348,-0.177618925646348,-0.290255929653257,0.0221216987973272,0.0221216987973272
"111",25,"KALS1_CENTRAL_NERVOUS_SYSTEM","KALS-1","AZD0530",-0.453422619652382,-0.451290337268961,-0.451290337268961,-0.386673314371056,-0.208795932723229,-0.208795932723229
"112",26,"KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KMM-1","AZD0530",-0.75881897811028,-0.759591381424164,-0.759591381424164,-0.559803118208495,-0.461924654432107,-0.461924654432107
"113",27,"KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KO52","AZD0530",0.036246569992284,0.0220509184972328,0.0220509184972328,-0.00127818503745081,-0.646088912436723,-0.646088912436723
"114",28,"KYSE450_OESOPHAGUS","KYSE-450","AZD0530",-0.392387630897343,-0.396848704857163,-0.396848704857163,-0.327888027102016,-0.0316900095014901,-0.0316900095014901
"115",29,"KYSE510_OESOPHAGUS","KYSE-510","AZD0530",-0.083918825558311,-0.0864837863914797,-0.0864837863914797,-0.184794014283117,-0.730529908371329,-0.730529908371329
"116",30,"L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","L-363","AZD0530",-0.689326273683184,-0.685047108353013,-0.685047108353013,-0.492547415754676,-0.0235308335139439,-0.0235308335139439
"117",31,"LN18_CENTRAL_NERVOUS_SYSTEM","LN-18","AZD0530",-0.305259547113145,-0.290080050144503,-0.290080050144503,-0.397313294316133,-0.501166405610305,-0.501166405610305
"118",32,"LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","LP-1","AZD0530",-0.76072280352791,-0.756209152936639,-0.756209152936639,-0.543000363006257,-0.682287161460837,-0.682287161460837
"119",33,"LS411N_LARGE_INTESTINE","LS411N","AZD0530",-0.264881823093094,-0.260448170446696,-0.260448170446696,-0.255341475356137,-0.776376706777542,-0.776376706777542
"120",34,"MCF7_BREAST","MCF7","AZD0530",-0.492720318581375,-0.486302980435161,-0.486302980435161,-0.371144611872945,-0.933499124366291,-0.933499124366291
"121",35,"MDAMB435S_SKIN","MDA-MB-435S","AZD0530",-0.742570679494152,-0.738624576699478,-0.738624576699478,-0.577849050241563,-0.322506353629034,-0.322506353629034
"122",36,"MFE296_ENDOMETRIUM","MFE-296","AZD0530",-0.331191198437937,-0.332000878737495,-0.332000878737495,-0.358453705730835,-0.222912602288984,-0.222912602288984
"123",37,"MFE319_ENDOMETRIUM","MFE-319","AZD0530",-0.310789798073943,-0.316386861807,-0.316386861807,-0.296971260977389,0.563023262479663,0.563023262479663
"124",38,"MORCPR_LUNG","MOR/CPR","AZD0530",-0.330250722145876,-0.334290437289427,-0.334290437289427,-0.261689183924947,-0.708772105737873,-0.708772105737873
"125",39,"NCIH1299_LUNG","NCI-H1299","AZD0530",-0.363619951931963,-0.363283159316491,-0.363283159316491,-0.404151585857239,0.0067746772969424,0.0067746772969424
"126",40,"NCIH1341_LUNG","NCI-H1341","AZD0530",-0.557703265649993,-0.562412160119799,-0.562412160119799,-0.420665991584646,-0.19655716874191,-0.19655716874191
"127",41,"NCIH1792_LUNG","NCI-H1792","AZD0530",-0.356116338589665,-0.357028259168133,-0.357028259168133,-0.329867390254939,-0.745876929871714,-0.745876929871714
"128",42,"NCIH2087_LUNG","NCI-H2087","AZD0530",-0.232247331325102,-0.241907451564153,-0.241907451564153,-0.221048420577398,-0.476624122282686,-0.476624122282686
"129",43,"NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","NCO2","AZD0530",0.0339481077258224,0.0387214205694076,0.0387214205694076,-0.0528888952817868,1.80114584090732,1.80114584090732
"130",44,"NIHOVCAR3_OVARY","NIH:OVCAR-3","AZD0530",-0.0888197228685028,-0.0877031010784989,-0.0877031010784989,-0.190830202854353,0.483115142093693,0.483115142093693
"131",45,"PANC0203_PANCREAS","Panc 02.03","AZD0530",-0.053591019792498,-0.0505765686238022,-0.0505765686238022,-0.114770898168965,0.124888463021422,0.124888463021422
"132",46,"PC3_PROSTATE","PC-3","AZD0530",-0.380196725573282,-0.383763920363992,-0.383763920363992,-0.29300824472496,0.126766368605858,0.126766368605858
"133",47,"PL45_PANCREAS","PL45","AZD0530",-0.194020210595285,-0.190480647097088,-0.190480647097088,-0.192855604011024,-0.173763280268765,-0.173763280268765
"134",48,"RL952_ENDOMETRIUM","RL95-2","AZD0530",-0.181684470857528,-0.18553629986281,-0.18553629986281,-0.219272307603015,0.142178145471223,0.142178145471223
"135",49,"RPMI7951_SKIN","RPMI-7951","AZD0530",-0.46470256266136,-0.461859509257364,-0.461859509257364,-0.427509446264583,-0.433626559935617,-0.433626559935617
"136",50,"RT4_URINARY_TRACT","RT4","AZD0530",-0.157967931648668,-0.152330167029334,-0.152330167029334,-0.210334560980196,1.35368626889189,1.35368626889189
"137",51,"SF295_CENTRAL_NERVOUS_SYSTEM","SF-295","AZD0530",-0.397083531439796,-0.388046672289105,-0.388046672289105,-0.449637919790651,-0.680214989781461,-0.680214989781461
"138",52,"SH10TC_STOMACH","SH-10-TC","AZD0530",-0.488396708385931,-0.48865736110198,-0.48865736110198,-0.369137934849866,-0.660658869557342,-0.660658869557342
"139",53,"SKES1_BONE","SK-ES-1","AZD0530",-0.0722546382088566,-0.0854724392367685,-0.0854724392367685,-0.322541252245258,-0.28274655953099,-0.28274655953099
"140",54,"SNU1_STOMACH","SNU-1","AZD0530",-0.670463952669421,-0.671330520173273,-0.671330520173273,-0.496097069303045,-0.561259384312234,-0.561259384312234
"141",55,"SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","SU-DHL-10","AZD0530",-0.167107136857383,-0.158759530051959,-0.158759530051959,-0.29106075467465,-0.637800225719216,-0.637800225719216
"142",56,"SW1271_LUNG","SW 1271","AZD0530",-0.239664932382755,-0.231277198764111,-0.231277198764111,-0.379857158699936,-0.109137426018199,-0.109137426018199
"143",57,"SW480_LARGE_INTESTINE","SW480","AZD0530",-0.58266103038947,-0.581202127223164,-0.581202127223164,-0.382419491695342,-0.881215642681014,-0.881215642681014
"144",58,"TE1_OESOPHAGUS","TE-1","AZD0530",-0.304880019442797,-0.304274827617646,-0.304274827617646,-0.26955449015017,-0.279767812741886,-0.279767812741886
"145",59,"TT2609C02_THYROID","TT2609-C02","AZD0530",-0.123123521663423,-0.121367491141678,-0.121367491141678,-0.267283123675791,-0.0665931512259938,-0.0665931512259938
"146",60,"UACC62_SKIN","UACC-62","AZD0530",-0.689727200892398,-0.696982150186153,-0.696982150186153,-0.671070577673831,-0.276400533762899,-0.276400533762899
"147",61,"WM793_SKIN","WM-793","AZD0530",-0.582332029919596,-0.58566310364797,-0.58566310364797,-0.506599506928071,-0.385319057660144,-0.385319057660144
"148",62,"WM983B_SKIN","WM-983B","AZD0530",-0.747467430448941,-0.750231892642644,-0.750231892642644,-0.625465752059709,0.638463262681976,0.638463262681976
"149",63,"X5637_URINARY_TRACT","5637","AZD0530",-0.319995304192203,-0.326734393717826,-0.326734393717826,-0.282513695530623,-0.406040774453912,-0.406040774453912
"150",1,"BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","BL-70","AZD6244",-0.6976347553204,-0.712839578207899,-0.712839578207899,-0.528923431883077,-0.882705016075566,-0.882705016075566
"151",2,"CALU6_LUNG","Calu-6","AZD6244",0.388281692749689,0.412866100549054,0.412866100549054,0.132602071909232,0.0793006860751319,0.0793006860751319
"152",3,"CHL1_SKIN","CHL-1","AZD6244",0.0542134093310114,0.0175091451108196,0.0175091451108196,0.113604028992566,-0.484589032175291,-0.484589032175291
"153",4,"CMK86_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","CMK-86","AZD6244",0.863475868613397,0.857185470569006,0.857185470569006,0.741549974424044,0.0767104714759108,0.0767104714759108
"154",5,"DETROIT562_UPPER_AERODIGESTIVE_TRACT","Detroit 562","AZD6244",-0.172963340569559,-0.171646508741753,-0.171646508741753,-0.173498312223417,-0.302043658295187,-0.302043658295187
"155",6,"EFE184_ENDOMETRIUM","EFE-184","AZD6244",-0.407885224755864,-0.42330673919428,-0.42330673919428,-0.308608286563107,-0.216566576520893,-0.216566576520893
"156",7,"EFO21_OVARY","EFO-21","AZD6244",-0.349390338625024,-0.342517593149351,-0.342517593149351,-0.298086922463586,-0.408566233688153,-0.408566233688153
"157",8,"G402_SOFT_TISSUE","G-402","AZD6244",-0.245876729085278,-0.258318642559518,-0.258318642559518,-0.311401291596737,-0.915011467664351,-0.915011467664351
"158",9,"HCC2935_LUNG","HCC2935","AZD6244",0.0152305130137891,0.0231782058531937,0.0231782058531937,-0.0268984111038391,-0.480120911991634,-0.480120911991634
"159",10,"HCC70_BREAST","HCC70","AZD6244",-0.495285533133577,-0.507665712404031,-0.507665712404031,-0.312880592592324,-0.162172069937251,-0.162172069937251
