"","Cp","AICc","GCV","BIC"
"HCC1569_BREAST",-0.390123891841273,-0.390123891841273,-0.390123891841273,0
"HCC1806_BREAST",0.811153738408336,0.811153738408336,0.811153738408336,0.135192289734723
"HCC1954_BREAST",0,0,0,0
"HCC2935_LUNG",0.821952674202218,0.821952674202218,0.821952674202218,0
"HCC4006_LUNG",0,0,0,0
"HCC44_LUNG",0.848811657278231,0.848811657278231,0.848811657278231,0.141468609546372
"HCC70_BREAST",0,0,0,0
"HCC78_LUNG",0,0,0,0
"HCC827_LUNG",-0.143369517792803,-0.143369517792803,-0.143369517792803,0
"HCT116_LARGE_INTESTINE",0,0,0,0
"HCT15_LARGE_INTESTINE",-0.36855179076026,-0.36855179076026,-0.36855179076026,0
"HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"HDQP1_BREAST",0.908980197261782,0.908980197261782,0.908980197261782,0
"HEC151_ENDOMETRIUM",0.540847433631474,0.540847433631474,0.540847433631474,0
"HEC1A_ENDOMETRIUM",0,0,0,0
"HEC1B_ENDOMETRIUM",0,0,0,0
"HEC251_ENDOMETRIUM",0,0,0,0
"HEC265_ENDOMETRIUM",0.15284339328725,0.15284339328725,0.15284339328725,0
"HEC59_ENDOMETRIUM",-0.398683268764083,-0.398683268764083,-0.398683268764083,-0.199341634382042
"HEC6_ENDOMETRIUM",-0.96241456633452,-0.96241456633452,-0.96241456633452,0
"HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-2.21122233286,-2.21122233286,-2.21122233286,0
"HEP3B217_LIVER",0,0,0,0
"HEPG2_LIVER",2.69312347556715,2.69312347556715,2.69312347556715,0.828653377097585
"HEYA8_OVARY",0,0,0,0
"HGC27_STOMACH",0,0,0,0
"HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-2.02089888225884,-2.02089888225884,-2.02089888225884,0
"HLE_LIVER",-0.736012619740472,-0.736012619740472,-0.736012619740472,-0.147202523948094
"HLF_LIVER",0,0,0,0
"HMC18_BREAST",0,0,0,0
"HMCB_SKIN",1.27304653136277,1.27304653136277,1.27304653136277,0
"HOS_BONE",0,0,0,0
"HPAC_PANCREAS",0.267251084729478,0.267251084729478,0.267251084729478,0.267251084729478
"HPAFII_PANCREAS",0,0,0,0
"HS229T_LUNG",0.234023666163329,0.234023666163329,0.234023666163329,0
"HS294T_SKIN",0,0,0,0
"HS578T_BREAST",0,0,0,0
"HS683_CENTRAL_NERVOUS_SYSTEM",0,0,0,0
"HS695T_SKIN",0,0,0,0
"HS729_SOFT_TISSUE",0.246566017965892,0.246566017965892,0.246566017965892,0
"HS739T_BREAST",0,0,0,0
"HS746T_STOMACH",0,0,0,0
"HS766T_PANCREAS",-0.417066587244048,-0.417066587244048,-0.417066587244048,0
"HS840T_UPPER_AERODIGESTIVE_TRACT",0.32931173881344,0.32931173881344,0.32931173881344,0
"HS852T_SKIN",1.6382752297477,1.6382752297477,1.6382752297477,0.148934111795245
"HS895T_SKIN",0,0,0,0
"HS936T_SKIN",0,0,0,0
"HS939T_SKIN",0.768954967054782,0.768954967054782,0.768954967054782,0
"HS944T_SKIN",0,0,0,0
"HSC2_UPPER_AERODIGESTIVE_TRACT",0,0,0,0
"HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"HT1080_SOFT_TISSUE",0.148453808184211,0.148453808184211,0.148453808184211,0
"HT1197_URINARY_TRACT",-1.30026634859313,-1.30026634859313,-1.30026634859313,0
"HT1376_URINARY_TRACT",0,0,0,0
"HT144_SKIN",0.400258218087538,0.400258218087538,0.400258218087538,0
"HT29_LARGE_INTESTINE",0,0,0,0
"HUCCT1_BILIARY_TRACT",0,0,0,0
"HUH1_LIVER",0,0,0,0
"HUPT3_PANCREAS",-0.678255194069214,-0.678255194069214,-0.678255194069214,0
"HUPT4_PANCREAS",0.25217863580394,0.25217863580394,0.25217863580394,0
"HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.175769611506737,-0.175769611506737,-0.175769611506737,0
"IALM_LUNG",0,0,0,0
"IGR37_SKIN",-1.48079903216544,-1.48079903216544,-1.48079903216544,0
"IGR39_SKIN",-0.134100140087873,-0.134100140087873,-0.134100140087873,0
"IGROV1_OVARY",-0.173342749110254,-0.173342749110254,-0.173342749110254,0
"IM95_STOMACH",1.57451958237794,1.57451958237794,1.57451958237794,0.858828863115239
"IMR32_AUTONOMIC_GANGLIA",-0.325380107264767,-0.325380107264767,-0.325380107264767,0
"IPC298_SKIN",0,0,0,0
"ISHIKAWAHERAKLIO02ER_ENDOMETRIUM",1.65316863799273,1.65316863799273,1.65316863799273,0
"ISTMES1_PLEURA",-1.14041605475433,-1.14041605475433,-1.14041605475433,-0.142552006844292
"ISTMES2_PLEURA",0,0,0,0
"J82_URINARY_TRACT",0,0,0,0
"JHH2_LIVER",-1.21300357560124,-1.21300357560124,-1.21300357560124,0
"JHH4_LIVER",-2.611128311532,-2.611128311532,-2.611128311532,-0.76797891515647
"JHH5_LIVER",0,0,0,0
"JHH6_LIVER",-1.49722477073207,-1.49722477073207,-1.49722477073207,0
"JHH7_LIVER",0,0,0,0
"JHOS2_OVARY",-0.547321130068965,-0.547321130068965,-0.547321130068965,-0.410490847551724
"JHOS4_OVARY",-1.37451517113694,-1.37451517113694,-1.37451517113694,-0.763619539520524
"JHUEM2_ENDOMETRIUM",2.16502715020967,2.16502715020967,2.16502715020967,0.984103250095304
"JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.838076521578338,-0.838076521578338,-0.838076521578338,-0.279358840526113
"JMSU1_URINARY_TRACT",2.58504019899086,2.58504019899086,2.58504019899086,0.484695037310787
"JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.184492901449748,-0.184492901449748,-0.184492901449748,0
"JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",1.08811121617047,1.08811121617047,1.08811121617047,0
"K029AX_SKIN",-1.23161900622692,-1.23161900622692,-1.23161900622692,0
"KALS1_CENTRAL_NERVOUS_SYSTEM",0,0,0,0
"KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.449783792027356,-0.449783792027356,-0.449783792027356,0.224891896013678
"KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",1.17344806045364,1.17344806045364,1.17344806045364,0
"KCIMOH1_PANCREAS",0,0,0,0
"KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",1.58090162495148,1.58090162495148,1.58090162495148,0.90337235711513
"KE39_STOMACH",-0.848478271179131,-0.848478271179131,-0.848478271179131,0
"KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"KELLY_AUTONOMIC_GANGLIA",0,0,0,0
"KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-1.66455291094314,-1.66455291094314,-1.66455291094314,-0.166455291094314
"KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"KLE_ENDOMETRIUM",-0.908559846107721,-0.908559846107721,-0.908559846107721,-0.757133205089767
"KMBC2_URINARY_TRACT",0.630023871047281,0.630023871047281,0.630023871047281,0
"KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"KMRC1_KIDNEY",0,0,0,0
"KMRC2_KIDNEY",-0.717007381417863,-0.717007381417863,-0.717007381417863,-0.286802952567145
"KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",3.27948684497395,3.27948684497395,3.27948684497395,0
"KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.399027712668774,0.399027712668774,0.399027712668774,0
"KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"KNS42_CENTRAL_NERVOUS_SYSTEM",-0.335020342656903,-0.335020342656903,-0.335020342656903,0
"KNS60_CENTRAL_NERVOUS_SYSTEM",0,0,0,0
"KNS62_LUNG",0,0,0,0
"KNS81_CENTRAL_NERVOUS_SYSTEM",-0.247524278523939,-0.247524278523939,-0.247524278523939,0
"KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.654250927031776,-0.654250927031776,-0.654250927031776,0
"KP2_PANCREAS",-0.13437728962431,-0.13437728962431,-0.13437728962431,0
"KP3_PANCREAS",-1.36756371189594,-1.36756371189594,-1.36756371189594,0
"KP4_PANCREAS",0.582653003382227,0.582653003382227,0.582653003382227,0
"KPNSI9S_AUTONOMIC_GANGLIA",0.699646303134977,0.699646303134977,0.699646303134977,0
"KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"KURAMOCHI_OVARY",-0.331776897170848,-0.331776897170848,-0.331776897170848,0
"KYM1_SOFT_TISSUE",1.80851061023791,1.80851061023791,1.80851061023791,0.904255305118957
"KYSE140_OESOPHAGUS",-0.497819477900947,-0.497819477900947,-0.497819477900947,0
"KYSE150_OESOPHAGUS",0,0,0,0
"KYSE180_OESOPHAGUS",0.314712060857123,0.314712060857123,0.314712060857123,0
"KYSE30_OESOPHAGUS",0,0,0,0
"KYSE410_OESOPHAGUS",0,0,0,0
"KYSE450_OESOPHAGUS",-1.43400438855786,-1.43400438855786,-1.43400438855786,0
"KYSE510_OESOPHAGUS",0.146303794533312,0.146303794533312,0.146303794533312,0
"KYSE520_OESOPHAGUS",0.269887298669786,0.269887298669786,0.269887298669786,0
"KYSE70_OESOPHAGUS",0,0,0,0
"L33_PANCREAS",0,0,0,0
"L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.969972289813628,0.969972289813628,0.969972289813628,0
"L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.639705097111712,-0.639705097111712,-0.639705097111712,0
"LC1SQSF_LUNG",-0.352233500493429,-0.352233500493429,-0.352233500493429,0
"LCLC103H_LUNG",-0.141227148410444,-0.141227148410444,-0.141227148410444,0
"LN18_CENTRAL_NERVOUS_SYSTEM",0,0,0,0
"LN229_CENTRAL_NERVOUS_SYSTEM",0,0,0,0
"LOUNH91_LUNG",-0.420860777137367,-0.420860777137367,-0.420860777137367,0
"LOXIMVI_SKIN",0.634376325508534,0.634376325508534,0.634376325508534,0.475782244131401
"LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.674739683601177,-0.674739683601177,-0.674739683601177,0
"LS123_LARGE_INTESTINE",-0.677576664886986,-0.677576664886986,-0.677576664886986,0
"LS411N_LARGE_INTESTINE",0.335852169484785,0.335852169484785,0.335852169484785,0.335852169484785
"LS513_LARGE_INTESTINE",0.310590804983242,0.310590804983242,0.310590804983242,0.310590804983242
"LU99_LUNG",1.22115252412081,1.22115252412081,1.22115252412081,0
"LUDLU1_LUNG",0.867359673666826,0.867359673666826,0.867359673666826,0
"MALME3M_SKIN",0,0,0,0
"MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"MCAS_OVARY",0,0,0,0
"MCF7_BREAST",-1.33352060974229,-1.33352060974229,-1.33352060974229,0
"MDAMB157_BREAST",-2.5083358157818,-2.5083358157818,-2.5083358157818,-0.627083953945449
"MDAMB175VII_BREAST",0,0,0,0
"MDAMB415_BREAST",0.15110173237028,0.15110173237028,0.15110173237028,0
"MDAMB435S_SKIN",-0.159170633172518,-0.159170633172518,-0.159170633172518,0
"MDAMB436_BREAST",-0.462652553369486,-0.462652553369486,-0.462652553369486,0
"MDAMB453_BREAST",2.99939828376293,2.99939828376293,2.99939828376293,0.199959885584195
"MDAMB468_BREAST",0,0,0,0
"MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-1.87442266140595,-1.87442266140595,-1.87442266140595,-0.234302832675744
"MELHO_SKIN",-1.51698368312923,-1.51698368312923,-1.51698368312923,0
"MESSA_SOFT_TISSUE",2.28905283467172,2.28905283467172,2.28905283467172,1.37343170080303
"MEWO_SKIN",-0.8570069426709,-0.8570069426709,-0.8570069426709,0
"MFE280_ENDOMETRIUM",0,0,0,-0.19319955730248
"MFE296_ENDOMETRIUM",0.60374943920628,0.60374943920628,0.60374943920628,0
"MFE319_ENDOMETRIUM",-0.341677463994004,-0.341677463994004,-0.341677463994004,0
"MG63_BONE",-1.16954712088677,-1.16954712088677,-1.16954712088677,0
"MHHES1_BONE",1.43804747481704,1.43804747481704,1.43804747481704,0.205435353545291
"MIAPACA2_PANCREAS",0.412511387124164,0.412511387124164,0.412511387124164,0
"MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.400763069613299,0.400763069613299,0.400763069613299,0
"MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",1.12099486478962,1.12099486478962,1.12099486478962,0
"MKN45_STOMACH",0.959931416325388,0.959931416325388,0.959931416325388,0.479965708162694
"MKN7_STOMACH",-0.667646434465237,-0.667646434465237,-0.667646434465237,0
"MKN74_STOMACH",0,0,0,0
"MOGGCCM_CENTRAL_NERVOUS_SYSTEM",0,0,0,0
"MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",1.22976481138642,1.22976481138642,1.22976481138642,0.983811849109137
"MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",3.13559794745087,3.13559794745087,3.13559794745087,1.04519931581696
"MORCPR_LUNG",0,0,0,0
"MPP89_PLEURA",0,0,0,0
"MSTO211H_PLEURA",0,0,0,0
"NCIH1048_LUNG",3.31038015871187,3.31038015871187,3.31038015871187,0
"NCIH1092_LUNG",-1.6202391002908,-1.6202391002908,-1.6202391002908,-1.26018596689284
"NCIH1155_LUNG",0.410155089020205,0.410155089020205,0.410155089020205,0
"NCIH1184_LUNG",-0.176691321734477,-0.176691321734477,-0.176691321734477,-0.176691321734477
"NCIH1299_LUNG",0,0,0,0
"NCIH1339_LUNG",2.14230006575098,2.14230006575098,2.14230006575098,0.659169251000301
"NCIH1341_LUNG",-0.724636818741694,-0.724636818741694,-0.724636818741694,0
"NCIH1355_LUNG",0,0,0,0
"NCIH1373_LUNG",0,0,0,0
"NCIH1563_LUNG",-0.144786436285071,-0.144786436285071,-0.144786436285071,0
"NCIH1568_LUNG",-0.915984759482882,-0.915984759482882,-0.915984759482882,0
"NCIH1573_LUNG",0,0,0,0
"NCIH1581_LUNG",-0.806233491453404,-0.806233491453404,-0.806233491453404,0
"NCIH1648_LUNG",-0.124727118531813,-0.124727118531813,-0.124727118531813,0
"NCIH1650_LUNG",0.13016187884646,0.13016187884646,0.13016187884646,0
"NCIH1651_LUNG",-0.623774547556603,-0.623774547556603,-0.623774547556603,0
"NCIH1666_LUNG",0.91323674638105,0.91323674638105,0.91323674638105,0
"NCIH1693_LUNG",-1.1671086825669,-1.1671086825669,-1.1671086825669,-0.666919247181087
"NCIH1694_LUNG",-2.27528372223136,-2.27528372223136,-2.27528372223136,-1.51685581482091
"NCIH1703_LUNG",1.2990521592898,1.2990521592898,1.2990521592898,0
"NCIH1792_LUNG",0.293498780439034,0.293498780439034,0.293498780439034,0
"NCIH1793_LUNG",-1.482002445108,-1.482002445108,-1.482002445108,0
"NCIH1869_LUNG",0,0,0,0
"NCIH1915_LUNG",1.53364948890967,1.53364948890967,1.53364948890967,0
"NCIH1944_LUNG",0,0,0,0
"NCIH1975_LUNG",0,0,0,0
"NCIH2009_LUNG",0,0,0,0
"NCIH2023_LUNG",0,0,0,0
"NCIH2030_LUNG",1.05750084329759,1.05750084329759,1.05750084329759,0
"NCIH2052_PLEURA",-0.123939078857872,-0.123939078857872,-0.123939078857872,0
"NCIH2085_LUNG",-0.145457981216047,-0.145457981216047,-0.145457981216047,0
"NCIH2087_LUNG",-0.906987886325846,-0.906987886325846,-0.906987886325846,0
"NCIH211_LUNG",0,0,0,0
"NCIH2122_LUNG",1.09525150348481,1.09525150348481,1.09525150348481,0.273812875871203
"NCIH2170_LUNG",0.86171836198372,0.86171836198372,0.86171836198372,0
"NCIH2172_LUNG",-1.01788720348181,-1.01788720348181,-1.01788720348181,0
"NCIH2228_LUNG",-0.13058889989124,-0.13058889989124,-0.13058889989124,0
"NCIH226_LUNG",-0.424715434133402,-0.424715434133402,-0.424715434133402,0
"NCIH2286_LUNG",2.68818747757626,2.68818747757626,2.68818747757626,0.336023434697032
"NCIH23_LUNG",0.533039930479885,0.533039930479885,0.533039930479885,0
"NCIH2444_LUNG",-0.374898470429269,-0.374898470429269,-0.374898470429269,0
"NCIH2452_PLEURA",0,0,0,0
"NCIH28_PLEURA",-1.45230530662023,-1.45230530662023,-1.45230530662023,-1.45230530662023
"NCIH322_LUNG",0,0,0,0
"NCIH3255_LUNG",0,0,0,0
"NCIH358_LUNG",0,0,0,0
"NCIH441_LUNG",0,0,0,0
"NCIH460_LUNG",0.708696464016645,0.708696464016645,0.708696464016645,0
"NCIH520_LUNG",-0.228455835479333,-0.228455835479333,-0.228455835479333,0
"NCIH522_LUNG",0,0,0,0
"NCIH647_LUNG",0.139985034735644,0.139985034735644,0.139985034735644,0
"NCIH650_LUNG",0,0,0,0
"NCIH661_LUNG",0,0,0,0
"NCIH727_LUNG",-1.78196810068884,-1.78196810068884,-1.78196810068884,0
"NCIH747_LARGE_INTESTINE",-0.276385395319581,-0.276385395319581,-0.276385395319581,0
"NCIH810_LUNG",0,0,0,0
"NCIN87_STOMACH",1.90008577997574,1.90008577997574,1.90008577997574,0.730802223067591
"NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.811728523731122,0.811728523731122,0.811728523731122,0
"NIHOVCAR3_OVARY",0,0,0,0
"NUGC3_STOMACH",0,0,0,0
"NUGC4_STOMACH",1.04562045753598,1.04562045753598,1.04562045753598,0
"OC314_OVARY",0.170552918954649,0.170552918954649,0.170552918954649,0
"OC315_OVARY",0.665823481765761,0.665823481765761,0.665823481765761,0
"OC316_OVARY",0,0,0,0
"OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.973111954666811,0.973111954666811,0.973111954666811,0.324370651555604
"OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.543016485024083,-0.543016485024083,-0.543016485024083,-0.271508242512042
"OCUM1_STOMACH",0.73008531541652,0.73008531541652,0.73008531541652,0.73008531541652
"OE33_OESOPHAGUS",0,0,0,0
"ONCODG1_OVARY",0.165270367560265,0.165270367560265,0.165270367560265,0
"ONS76_CENTRAL_NERVOUS_SYSTEM",-1.57251655040081,-1.57251655040081,-1.57251655040081,0
"OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"OV90_OVARY",0.914936298267388,0.914936298267388,0.914936298267388,0
"OVCAR4_OVARY",-0.712428621292586,-0.712428621292586,-0.712428621292586,-0.569942897034069
"OVCAR8_OVARY",0.473173791125142,0.473173791125142,0.473173791125142,0
"OVMANA_OVARY",0,0,0,0
"OVSAHO_OVARY",-3.21922771478174,-3.21922771478174,-3.21922771478174,-2.08302969779995
