"","Cp","AICc","GCV","BIC"
"CAKI2_KIDNEY",-1.11410886959076,-1.11410886959076,-1.11410886959076,-0.557054434795381
"CAL12T_LUNG",0,0,0,0
"CAL27_UPPER_AERODIGESTIVE_TRACT",0.124466370970452,0.124466370970452,0.124466370970452,0
"CAL78_BONE",1.03812878620031,1.03812878620031,1.03812878620031,0
"CAL851_BREAST",0.236312298383583,0.236312298383583,0.236312298383583,0
"CALU1_LUNG",0,0,0,0
"CALU3_LUNG",-0.420239490197263,-0.420239490197263,-0.420239490197263,0
"CALU6_LUNG",-0.961569952528243,-0.961569952528243,-0.961569952528243,0
"CAMA1_BREAST",0,0,0,0
"CAPAN2_PANCREAS",0,0,0,0
"CAS1_CENTRAL_NERVOUS_SYSTEM",-0.123661874951501,-0.123661874951501,-0.123661874951501,0
"CCK81_LARGE_INTESTINE",0,0,0,0
"CHL1_SKIN",0,0,0,0
"CHP212_AUTONOMIC_GANGLIA",2.20084452904784,2.20084452904784,2.20084452904784,0.507887199011041
"CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"CMK86_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"COLO201_LARGE_INTESTINE",0.762904926445354,0.762904926445354,0.762904926445354,0.305161970578142
"COLO205_LARGE_INTESTINE",1.78516601404638,1.78516601404638,1.78516601404638,0.811439097293807
"COLO320_LARGE_INTESTINE",-2.97571655993068,-2.97571655993068,-2.97571655993068,0
"COLO678_LARGE_INTESTINE",0.655829832139704,0.655829832139704,0.655829832139704,0
"COLO679_SKIN",0.164314544305075,0.164314544305075,0.164314544305075,0.164314544305075
"COLO741_SKIN",-1.07807153526956,-1.07807153526956,-1.07807153526956,0
"CORL105_LUNG",-1.42855182303069,-1.42855182303069,-1.42855182303069,0
"CORL23_LUNG",-0.774753877193578,-0.774753877193578,-0.774753877193578,0
"COV318_OVARY",-1.45915238455715,-1.45915238455715,-1.45915238455715,-1.27675833648751
"COV504_OVARY",-0.269899214207813,-0.269899214207813,-0.269899214207813,0
"DAOY_CENTRAL_NERVOUS_SYSTEM",0,0,0,0
"DBTRG05MG_CENTRAL_NERVOUS_SYSTEM",-0.125234154930999,-0.125234154930999,-0.125234154930999,0
"DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",2.67884281530958,2.67884281530958,2.67884281530958,2.14307425224767
"DETROIT562_UPPER_AERODIGESTIVE_TRACT",0,0,0,0
"DKMG_CENTRAL_NERVOUS_SYSTEM",0,0,0,0
"DMS114_LUNG",-0.60249478093475,-0.60249478093475,-0.60249478093475,0
"DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"DU145_PROSTATE",0,0,0,0
"DV90_LUNG",1.02451463104854,1.02451463104854,1.02451463104854,0.853762192540446
"EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.129781952726552,-0.129781952726552,-0.129781952726552,0
"EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.26341443776193,-0.26341443776193,-0.26341443776193,0
"EBC1_LUNG",0,0,0,0
"EFE184_ENDOMETRIUM",-1.4330342580309,-1.4330342580309,-1.4330342580309,-1.00312398062163
"EFM19_BREAST",0,0,0,0
"EFO21_OVARY",-1.47241600834009,-1.47241600834009,-1.47241600834009,-0.818008893522274
"EFO27_OVARY",-0.300594777481376,-0.300594777481376,-0.300594777481376,0
"EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.53596699639997,0.53596699639997,0.53596699639997,0
"EN_ENDOMETRIUM",-2.22182832142539,-2.22182832142539,-2.22182832142539,0
"ES2_OVARY",0,0,0,0
"ESS1_ENDOMETRIUM",0.288381248851482,0.288381248851482,0.288381248851482,0
"F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.450020838104845,0.450020838104845,0.450020838104845,0
"FADU_UPPER_AERODIGESTIVE_TRACT",0.162339154233565,0.162339154233565,0.162339154233565,0
"FU97_STOMACH",1.07523692950873,1.07523692950873,1.07523692950873,0
"FUOV1_OVARY",-1.30182246229583,-1.30182246229583,-1.30182246229583,-1.115847824825
"G361_SKIN",0,0,0,0
"G401_SOFT_TISSUE",1.87612228679822,1.87612228679822,1.87612228679822,0
"G402_SOFT_TISSUE",2.12167654632142,2.12167654632142,2.12167654632142,0.636502963896425
"GAMG_CENTRAL_NERVOUS_SYSTEM",-0.134431048596391,-0.134431048596391,-0.134431048596391,0
"GB1_CENTRAL_NERVOUS_SYSTEM",-0.634689473646863,-0.634689473646863,-0.634689473646863,0
"GCIY_STOMACH",-1.65691218382278,-1.65691218382278,-1.65691218382278,-0.736405415032346
"GCT_SOFT_TISSUE",0,0,0,0
"GI1_CENTRAL_NERVOUS_SYSTEM",0.151806684071315,0.151806684071315,0.151806684071315,0
"GMS10_CENTRAL_NERVOUS_SYSTEM",0,0,0,0
"GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"H4_CENTRAL_NERVOUS_SYSTEM",0.290043857499055,0.290043857499055,0.290043857499055,0
"HARA_LUNG",0,0,0,0
"HCC1187_BREAST",-1.61837515291572,-1.61837515291572,-1.61837515291572,-0.202296894114464
"HCC1395_BREAST",-0.335524295164708,-0.335524295164708,-0.335524295164708,0
"HCC15_LUNG",0,0,0,0
"HCC1569_BREAST",-0.404424166502718,-0.404424166502718,-0.404424166502718,0
"HCC1806_BREAST",0,0,0,0
"HCC1954_BREAST",0,0,0,0
"HCC2935_LUNG",0.4166572199913,0.4166572199913,0.4166572199913,0
"HCC4006_LUNG",0,0,0,0
"HCC44_LUNG",1.01287079914693,1.01287079914693,1.01287079914693,0.144695828449562
"HCC70_BREAST",0,0,0,0
"HCC78_LUNG",-0.440524679906935,-0.440524679906935,-0.440524679906935,0
"HCC827_LUNG",-0.293217350508007,-0.293217350508007,-0.293217350508007,0
"HCT116_LARGE_INTESTINE",0,0,0,0
"HCT15_LARGE_INTESTINE",-0.74958611979875,-0.74958611979875,-0.74958611979875,0
"HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"HDQP1_BREAST",1.05949146908404,1.05949146908404,1.05949146908404,0
"HEC151_ENDOMETRIUM",0.928941631020138,0.928941631020138,0.928941631020138,0
"HEC1A_ENDOMETRIUM",0,0,0,0
"HEC1B_ENDOMETRIUM",0,0,0,0
"HEC251_ENDOMETRIUM",0,0,0,0
"HEC265_ENDOMETRIUM",0.313995031692167,0.313995031692167,0.313995031692167,0
"HEC59_ENDOMETRIUM",-0.410046485241433,-0.410046485241433,-0.410046485241433,-0.410046485241433
"HEC6_ENDOMETRIUM",-0.790630059250062,-0.790630059250062,-0.790630059250062,0
"HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-1.6504176398594,-1.6504176398594,-1.6504176398594,0
"HEP3B217_LIVER",0.589115053385548,0.589115053385548,0.589115053385548,0
"HEPG2_LIVER",2.31394136900781,2.31394136900781,2.31394136900781,0.841433225093748
"HEYA8_OVARY",0,0,0,0
"HGC27_STOMACH",0.422490444012334,0.422490444012334,0.422490444012334,0.211245222006167
"HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-1.89586549181103,-1.89586549181103,-1.89586549181103,0
"HLE_LIVER",-0.598462630808637,-0.598462630808637,-0.598462630808637,-0.149615657702159
"HLF_LIVER",0,0,0,0
"HMC18_BREAST",0,0,0,0
"HMCB_SKIN",1.11711430841541,1.11711430841541,1.11711430841541,0
"HOS_BONE",0,0,0,0
"HPAC_PANCREAS",0.552784117391353,0.552784117391353,0.552784117391353,0.138196029347838
"HPAFII_PANCREAS",0,0,0,0
"HS229T_LUNG",0.474102614598652,0.474102614598652,0.474102614598652,0
"HS294T_SKIN",0,0,0,0
"HS578T_BREAST",0.11062901849767,0.11062901849767,0.11062901849767,0
"HS683_CENTRAL_NERVOUS_SYSTEM",0,0,0,0
"HS695T_SKIN",0,0,0,0
"HS729_SOFT_TISSUE",0.24764775973855,0.24764775973855,0.24764775973855,0
"HS739T_BREAST",0.212983620083963,0.212983620083963,0.212983620083963,0
"HS746T_STOMACH",0,0,0,0
"HS766T_PANCREAS",-0.426530336131074,-0.426530336131074,-0.426530336131074,0
"HS840T_UPPER_AERODIGESTIVE_TRACT",0.444151414976691,0.444151414976691,0.444151414976691,0.111037853744173
"HS852T_SKIN",1.65723576127509,1.65723576127509,1.65723576127509,0.301315592959107
"HS895T_SKIN",0,0,0,0
"HS936T_SKIN",0,0,0,0
"HS939T_SKIN",0.785965942327389,0.785965942327389,0.785965942327389,0.261988647442463
"HS944T_SKIN",0,0,0,0
"HSC2_UPPER_AERODIGESTIVE_TRACT",0,0,0,0
"HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"HT1080_SOFT_TISSUE",0.150568512993519,0.150568512993519,0.150568512993519,0
"HT1197_URINARY_TRACT",-1.03375360087276,-1.03375360087276,-1.03375360087276,0
"HT1376_URINARY_TRACT",0,0,0,0
"HT144_SKIN",0.13630042491449,0.13630042491449,0.13630042491449,0
"HT29_LARGE_INTESTINE",1.02653664290894,1.02653664290894,1.02653664290894,0.146648091844135
"HUCCT1_BILIARY_TRACT",0,0,0,0
"HUH1_LIVER",0,0,0,0
"HUPT3_PANCREAS",-0.694911238208743,-0.694911238208743,-0.694911238208743,0
"HUPT4_PANCREAS",0.255798825216262,0.255798825216262,0.255798825216262,0
"HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.181173496166685,-0.181173496166685,-0.181173496166685,0
"IALM_LUNG",-2.42287993781753,-2.42287993781753,-2.42287993781753,-0.161525329187835
"IGR37_SKIN",-1.54883840857841,-1.54883840857841,-1.54883840857841,0
"IGR39_SKIN",-0.407613105423653,-0.407613105423653,-0.407613105423653,0
"IGROV1_OVARY",-0.17896065009969,-0.17896065009969,-0.17896065009969,0
"IM95_STOMACH",1.28289576400812,1.28289576400812,1.28289576400812,0.997807816450758
"IMR32_AUTONOMIC_GANGLIA",-0.164332890756958,-0.164332890756958,-0.164332890756958,0
"IPC298_SKIN",0.161340080886172,0.161340080886172,0.161340080886172,0.161340080886172
"ISHIKAWAHERAKLIO02ER_ENDOMETRIUM",1.70431682767019,1.70431682767019,1.70431682767019,0
"ISTMES1_PLEURA",-1.3050933015848,-1.3050933015848,-1.3050933015848,-0.290020733685511
"ISTMES2_PLEURA",0,0,0,0
"J82_URINARY_TRACT",0,0,0,0
"JHH2_LIVER",-1.11685667937189,-1.11685667937189,-1.11685667937189,0
"JHH4_LIVER",-3.00333825684306,-3.00333825684306,-3.00333825684306,-0.474211303712063
"JHH5_LIVER",0.180898626960299,0.180898626960299,0.180898626960299,0
"JHH6_LIVER",-1.07043913525242,-1.07043913525242,-1.07043913525242,0
"JHH7_LIVER",0.221933758743867,0.221933758743867,0.221933758743867,0
"JHOS2_OVARY",-0.422040215453343,-0.422040215453343,-0.422040215453343,-0.422040215453343
"JHOS4_OVARY",-0.936700865594413,-0.936700865594413,-0.936700865594413,-0.624467243729609
"JHUEM2_ENDOMETRIUM",2.60055189640004,2.60055189640004,2.60055189640004,0.800169814276934
"JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.437351407912456,-0.437351407912456,-0.437351407912456,0
"JMSU1_URINARY_TRACT",2.64149495697695,2.64149495697695,2.64149495697695,0.330186869622119
"JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.949738080333951,0.949738080333951,0.949738080333951,0
"K029AX_SKIN",-1.27703376528785,-1.27703376528785,-1.27703376528785,0
"KALS1_CENTRAL_NERVOUS_SYSTEM",0,0,0,0
"KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.70603192131658,-0.70603192131658,-0.70603192131658,0.235343973772193
"KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",1.02670898304692,1.02670898304692,1.02670898304692,0
"KCIMOH1_PANCREAS",0,0,0,0
"KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",1.14135091096017,1.14135091096017,1.14135091096017,0.228270182192035
"KE39_STOMACH",0,0,0,0
"KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"KELLY_AUTONOMIC_GANGLIA",0,0,0,0
"KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-1.35958325648212,-1.35958325648212,-1.35958325648212,0
"KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"KLE_ENDOMETRIUM",-0.758116445018437,-0.758116445018437,-0.758116445018437,-0.758116445018437
"KMBC2_URINARY_TRACT",0.765481903009484,0.765481903009484,0.765481903009484,0
"KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"KMRC1_KIDNEY",0,0,0,0
"KMRC2_KIDNEY",-0.878421016028082,-0.878421016028082,-0.878421016028082,-0.292807005342694
"KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",2.82816902435721,2.82816902435721,2.82816902435721,0
"KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"KNS42_CENTRAL_NERVOUS_SYSTEM",-0.170125931011863,-0.170125931011863,-0.170125931011863,0
"KNS60_CENTRAL_NERVOUS_SYSTEM",0.402880015683591,0.402880015683591,0.402880015683591,0
"KNS62_LUNG",0,0,0,0
"KNS81_CENTRAL_NERVOUS_SYSTEM",-0.249821131539206,-0.249821131539206,-0.249821131539206,0
"KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.333220458634731,-0.333220458634731,-0.333220458634731,0
"KP2_PANCREAS",0,0,0,0
"KP3_PANCREAS",-0.785361625980039,-0.785361625980039,-0.785361625980039,0
"KP4_PANCREAS",0.59702659355451,0.59702659355451,0.59702659355451,0
"KPNSI9S_AUTONOMIC_GANGLIA",0.847582055689371,0.847582055689371,0.847582055689371,0
"KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"KURAMOCHI_OVARY",-0.168787018183196,-0.168787018183196,-0.168787018183196,0
"KYM1_SOFT_TISSUE",0.25013748442915,0.25013748442915,0.25013748442915,0
"KYSE140_OESOPHAGUS",-0.50742579822794,-0.50742579822794,-0.50742579822794,0
"KYSE150_OESOPHAGUS",0.315485440823134,0.315485440823134,0.315485440823134,0
"KYSE180_OESOPHAGUS",0,0,0,0
"KYSE30_OESOPHAGUS",0,0,0,0
"KYSE410_OESOPHAGUS",0,0,0,0
"KYSE450_OESOPHAGUS",-0.558520028676736,-0.558520028676736,-0.558520028676736,0
"KYSE510_OESOPHAGUS",0.148356284197612,0.148356284197612,0.148356284197612,0
"KYSE520_OESOPHAGUS",0.412253519097403,0.412253519097403,0.412253519097403,0
"KYSE70_OESOPHAGUS",0,0,0,0
"L33_PANCREAS",0,0,0,0
"L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",1.36032082772479,1.36032082772479,1.36032082772479,0.194331546817827
"L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.652228506494457,-0.652228506494457,-0.652228506494457,0
"LC1SQSF_LUNG",-0.714192208116898,-0.714192208116898,-0.714192208116898,0
"LCLC103H_LUNG",-0.143427611525682,-0.143427611525682,-0.143427611525682,0
"LN18_CENTRAL_NERVOUS_SYSTEM",0.648150954715329,0.648150954715329,0.648150954715329,0
"LN229_CENTRAL_NERVOUS_SYSTEM",0,0,0,0
"LOUNH91_LUNG",-0.423238996612685,-0.423238996612685,-0.423238996612685,0
"LOXIMVI_SKIN",0.480649324272819,0.480649324272819,0.480649324272819,0.320432882848546
"LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"LS123_LARGE_INTESTINE",-0.828948886570344,-0.828948886570344,-0.828948886570344,0
"LS411N_LARGE_INTESTINE",0.498230131773824,0.498230131773824,0.498230131773824,0.498230131773824
"LS513_LARGE_INTESTINE",0.151146847896648,0.151146847896648,0.151146847896648,0.151146847896648
"LU99_LUNG",1.07255186528779,1.07255186528779,1.07255186528779,0
"LUDLU1_LUNG",0.431119929500709,0.431119929500709,0.431119929500709,0.143706643166903
"MALME3M_SKIN",0,0,0,0
"MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"MCAS_OVARY",0,0,0,0
"MCF7_BREAST",-1.34484211163833,-1.34484211163833,-1.34484211163833,0
"MDAMB157_BREAST",-2.04921829542167,-2.04921829542167,-2.04921829542167,-0.157632176570898
"MDAMB175VII_BREAST",0,0,0,0
"MDAMB415_BREAST",0.153081925088203,0.153081925088203,0.153081925088203,0
"MDAMB435S_SKIN",0,0,0,0
"MDAMB436_BREAST",-0.78797732042292,-0.78797732042292,-0.78797732042292,0
"MDAMB453_BREAST",3.37757709253677,3.37757709253677,3.37757709253677,0.397362010886679
"MDAMB468_BREAST",0,0,0,0
"MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-1.67354259510072,-1.67354259510072,-1.67354259510072,0
"MELHO_SKIN",-1.40991733876862,-1.40991733876862,-1.40991733876862,0
"MESSA_SOFT_TISSUE",2.55057559596057,2.55057559596057,2.55057559596057,1.8549640697895
"MEWO_SKIN",-0.532564520463058,-0.532564520463058,-0.532564520463058,0
"MFE280_ENDOMETRIUM",-0.620236772287996,-0.620236772287996,-0.620236772287996,-0.620236772287996
"MFE296_ENDOMETRIUM",0,0,0,0
"MFE319_ENDOMETRIUM",-0.703198291366152,-0.703198291366152,-0.703198291366152,0
"MG63_BONE",-1.48555013046745,-1.48555013046745,-1.48555013046745,0
"MHHES1_BONE",0,0,0,0
"MIAPACA2_PANCREAS",0,0,0,0
"MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.412192944233768,0.412192944233768,0.412192944233768,0
"MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.959272796352496,0.959272796352496,0.959272796352496,0
"MKN45_STOMACH",1.12448449282545,1.12448449282545,1.12448449282545,0.321281283664414
"MKN7_STOMACH",-0.409790607625399,-0.409790607625399,-0.409790607625399,0
"MKN74_STOMACH",0,0,0,0
"MOGGCCM_CENTRAL_NERVOUS_SYSTEM",0,0,0,0
"MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.725579860564903,0.725579860564903,0.725579860564903,0.483719907043268
"MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",2.64220973705604,2.64220973705604,2.64220973705604,0.704589263214943
"MORCPR_LUNG",0,0,0,0
"MPP89_PLEURA",0,0,0,0
"MSTO211H_PLEURA",0,0,0,0
"NCIH1048_LUNG",3.40195098254493,3.40195098254493,3.40195098254493,0
"NCIH1092_LUNG",-1.65724303948621,-1.65724303948621,-1.65724303948621,-1.10482869299081
"NCIH1155_LUNG",1.05264058593405,1.05264058593405,1.05264058593405,0
"NCIH1184_LUNG",-0.748762723549473,-0.748762723549473,-0.748762723549473,-0.748762723549473
"NCIH1299_LUNG",0,0,0,0
"NCIH1339_LUNG",2.00198759574456,2.00198759574456,2.00198759574456,0.500496898936139
"NCIH1341_LUNG",2.8109064952577,2.8109064952577,2.8109064952577,0
"NCIH1355_LUNG",0,0,0,0
"NCIH1373_LUNG",0,0,0,0
"NCIH1563_LUNG",-0.148128817032005,-0.148128817032005,-0.148128817032005,0
"NCIH1568_LUNG",-0.782744603645679,-0.782744603645679,-0.782744603645679,0
"NCIH1573_LUNG",0,0,0,0
"NCIH1581_LUNG",-0.410699938505723,-0.410699938505723,-0.410699938505723,0
"NCIH1648_LUNG",-0.253159004407636,-0.253159004407636,-0.253159004407636,0
"NCIH1650_LUNG",0.265379137778846,0.265379137778846,0.265379137778846,0
"NCIH1651_LUNG",-1.12338757847786,-1.12338757847786,-1.12338757847786,-0.160483939782551
"NCIH1666_LUNG",0.928142690643345,0.928142690643345,0.928142690643345,0.132591812949049
"NCIH1693_LUNG",-0.350849901832569,-0.350849901832569,-0.350849901832569,-0.350849901832569
"NCIH1694_LUNG",-1.93376114627669,-1.93376114627669,-1.93376114627669,-0.966880573138346
"NCIH1703_LUNG",1.31995147962675,1.31995147962675,1.31995147962675,0
"NCIH1792_LUNG",0.150877966851555,0.150877966851555,0.150877966851555,0
"NCIH1793_LUNG",-1.6737122990235,-1.6737122990235,-1.6737122990235,-0.152155663547591
"NCIH1869_LUNG",0,0,0,0
"NCIH1915_LUNG",1.56443217103686,1.56443217103686,1.56443217103686,0
"NCIH1944_LUNG",0.843138858691419,0.843138858691419,0.843138858691419,0
"NCIH1975_LUNG",0,0,0,0
"NCIH2009_LUNG",0,0,0,0
"NCIH2023_LUNG",0,0,0,0
"NCIH2030_LUNG",1.0847449073939,1.0847449073939,1.0847449073939,0
"NCIH2052_PLEURA",0,0,0,0
"NCIH2085_LUNG",-0.439966031494479,-0.439966031494479,-0.439966031494479,-0.293310687662986
"NCIH2087_LUNG",-0.619994226051573,-0.619994226051573,-0.619994226051573,0
"NCIH211_LUNG",0,0,0,0
"NCIH2122_LUNG",1.38281957808379,1.38281957808379,1.38281957808379,0.553127831233517
"NCIH2170_LUNG",0.697629805699353,0.697629805699353,0.697629805699353,0
"NCIH2172_LUNG",-1.03565063746658,-1.03565063746658,-1.03565063746658,0
"NCIH2228_LUNG",-0.401358200753448,-0.401358200753448,-0.401358200753448,0
"NCIH226_LUNG",-0.433554440131938,-0.433554440131938,-0.433554440131938,0
"NCIH2286_LUNG",2.74596464478079,2.74596464478079,2.74596464478079,0
"NCIH23_LUNG",0.365137805499228,0.365137805499228,0.365137805499228,0
"NCIH2444_LUNG",-0.509209551153883,-0.509209551153883,-0.509209551153883,0
"NCIH2452_PLEURA",0,0,0,0
"NCIH28_PLEURA",-1.31084796722652,-1.31084796722652,-1.31084796722652,-1.12358397190845
"NCIH322_LUNG",0,0,0,0
"NCIH3255_LUNG",0,0,0,0
"NCIH358_LUNG",0,0,0,0
"NCIH441_LUNG",0,0,0,0
"NCIH460_LUNG",0.732985924871113,0.732985924871113,0.732985924871113,0
"NCIH520_LUNG",-0.939651612914005,-0.939651612914005,-0.939651612914005,0
"NCIH522_LUNG",0,0,0,0
"NCIH647_LUNG",0.143405260732614,0.143405260732614,0.143405260732614,0
"NCIH650_LUNG",0,0,0,0
"NCIH661_LUNG",-1.67949228116658,-1.67949228116658,-1.67949228116658,0
"NCIH727_LUNG",-1.63407062546221,-1.63407062546221,-1.63407062546221,0
"NCIH747_LARGE_INTESTINE",-0.995871744890179,-0.995871744890179,-0.995871744890179,0
"NCIH810_LUNG",-1.31655590786005,-1.31655590786005,-1.31655590786005,-0.877703938573367
"NCIN87_STOMACH",2.0670626363476,2.0670626363476,2.0670626363476,0.590589324670743
"NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.61679585816658,0.61679585816658,0.61679585816658,0
"NIHOVCAR3_OVARY",0,0,0,-0.159900494173234
"NUGC3_STOMACH",0,0,0,0
"NUGC4_STOMACH",1.34666563902773,1.34666563902773,1.34666563902773,0.149629515447525
"OC314_OVARY",0,0,0,0
"OC315_OVARY",0.174032019835886,0.174032019835886,0.174032019835886,0
"OC316_OVARY",0,0,0,0
"OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.822430939454266,0.822430939454266,0.822430939454266,0.328972375781706
"OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.695103283999843,-0.695103283999843,-0.695103283999843,-0.278041313599937
"OCUM1_STOMACH",0.852827361021716,0.852827361021716,0.852827361021716,0.710689467518097
"OE33_OESOPHAGUS",0,0,0,0
"ONCODG1_OVARY",0.338347291718039,0.338347291718039,0.338347291718039,-0.16917364585902
"ONS76_CENTRAL_NERVOUS_SYSTEM",-1.44165740229472,-1.44165740229472,-1.44165740229472,0
"OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"OV90_OVARY",0,0,0,0
"OVCAR4_OVARY",-0.584200851376996,-0.584200851376996,-0.584200851376996,-0.584200851376996
