"","Cp","AICc","GCV","BIC"
"COLO320_LARGE_INTESTINE",-2.75488972640209,-2.75488972640209,-2.75488972640209,0
"COLO678_LARGE_INTESTINE",0.808719660050406,0.808719660050406,0.808719660050406,0
"COLO679_SKIN",0,0,0,0
"COLO741_SKIN",-1.21884090537956,-1.21884090537956,-1.21884090537956,-0.174120129339937
"CORL105_LUNG",-1.54174886567172,-1.54174886567172,-1.54174886567172,0
"CORL23_LUNG",-0.909384012320178,-1.06094801437354,-1.06094801437354,0
"COV318_OVARY",-1.448154016955,-1.448154016955,-1.448154016955,-1.26713476483562
"COV504_OVARY",-0.132842200781609,-0.132842200781609,-0.132842200781609,0
"DAOY_CENTRAL_NERVOUS_SYSTEM",0,0,0,0
"DBTRG05MG_CENTRAL_NERVOUS_SYSTEM",-0.124022150517601,-0.124022150517601,-0.124022150517601,0
"DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",3.1665339781227,3.1665339781227,3.1665339781227,2.90265614661247
"DETROIT562_UPPER_AERODIGESTIVE_TRACT",0,0,0,0
"DKMG_CENTRAL_NERVOUS_SYSTEM",0,0,0,0
"DMS114_LUNG",-1.55141416974236,-1.55141416974236,-1.55141416974236,-0.775707084871178
"DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"DU145_PROSTATE",0.304550134651074,0.304550134651074,0.304550134651074,0
"DV90_LUNG",1.17948683288358,1.17948683288358,1.17948683288358,1.17948683288358
"EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.504963597748121,-0.504963597748121,-0.504963597748121,-0.252481798874061
"EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-1.13926107406877,-1.13926107406877,-1.13926107406877,-0.379753691356256
"EBC1_LUNG",0,0,0,0
"EFE184_ENDOMETRIUM",-1.24830561511147,-1.24830561511147,-1.24830561511147,-0.970904367308918
"EFM19_BREAST",0,0,0,0
"EFO21_OVARY",-1.44755094417778,-1.44755094417778,-1.44755094417778,-0.965033962785185
"EFO27_OVARY",0,0,0,0
"EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.549223007843174,0.549223007843174,0.549223007843174,0
"EN_ENDOMETRIUM",-1.77483355164125,-1.77483355164125,-1.77483355164125,0
"ES2_OVARY",0,0,0,0
"ESS1_ENDOMETRIUM",0.14176449760751,0.14176449760751,0.14176449760751,0
"F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.228574489813415,0.228574489813415,0.228574489813415,0
"FADU_UPPER_AERODIGESTIVE_TRACT",0.482682650340776,0.482682650340776,0.482682650340776,0
"FU97_STOMACH",1.04672596631493,1.04672596631493,1.04672596631493,0
"FUOV1_OVARY",-1.28913307403855,-1.28913307403855,-1.28913307403855,-1.10497120631875
"G361_SKIN",-0.325176227292997,-0.325176227292997,-0.325176227292997,0
"G401_SOFT_TISSUE",1.67371517003843,1.67371517003843,1.67371517003843,0
"G402_SOFT_TISSUE",1.6889511282344,1.6889511282344,1.6889511282344,0.422237782058601
"GAMG_CENTRAL_NERVOUS_SYSTEM",-0.532580358083554,-0.532580358083554,-0.532580358083554,0
"GB1_CENTRAL_NERVOUS_SYSTEM",-0.785689026798592,-0.785689026798592,-0.785689026798592,0
"GCIY_STOMACH",-1.80063239904715,-1.80063239904715,-1.80063239904715,-0.720252959618858
"GCT_SOFT_TISSUE",0,0,0,0
"GI1_CENTRAL_NERVOUS_SYSTEM",0.14985347106413,0.14985347106413,0.14985347106413,0
"GMS10_CENTRAL_NERVOUS_SYSTEM",0,0,0,0
"GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"H4_CENTRAL_NERVOUS_SYSTEM",0.285808230025961,0.285808230025961,0.285808230025961,0
"HARA_LUNG",0,0,0,0
"HCC1187_BREAST",-1.79912292316713,-1.79912292316713,-1.79912292316713,-0.19990254701857
"HCC1395_BREAST",-0.493718436804077,-0.493718436804077,-0.493718436804077,0
"HCC15_LUNG",0,0,0,0
"HCC1569_BREAST",-0.392711207267453,-0.392711207267453,-0.392711207267453,0
"HCC1806_BREAST",0.679699264577828,0.679699264577828,0.679699264577828,0
"HCC1954_BREAST",0,0,0,0
"HCC2935_LUNG",0.136880834844787,0.136880834844787,0.136880834844787,0
"HCC4006_LUNG",0,0,0,0
"HCC44_LUNG",0.850023380263495,0.850023380263495,0.850023380263495,0.141670563377249
"HCC70_BREAST",0,0,0,0
"HCC78_LUNG",-0.28677061218619,-0.28677061218619,-0.28677061218619,0
"HCC827_LUNG",-0.287813603690895,-0.287813603690895,-0.287813603690895,0
"HCT116_LARGE_INTESTINE",0,0,0,0
"HCT15_LARGE_INTESTINE",0,0,0,0
"HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"HDQP1_BREAST",1.04578029304227,1.04578029304227,1.04578029304227,0
"HEC151_ENDOMETRIUM",0.546167326715879,0.546167326715879,0.546167326715879,0
"HEC1A_ENDOMETRIUM",0,0,0,0
"HEC1B_ENDOMETRIUM",0,0,0,0
"HEC251_ENDOMETRIUM",0,0,0,0
"HEC265_ENDOMETRIUM",0.306853368500651,0.306853368500651,0.306853368500651,0
"HEC59_ENDOMETRIUM",0,0,0,0
"HEC6_ENDOMETRIUM",-0.582104551711766,-0.582104551711766,-0.582104551711766,0
"HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-1.67453526009231,-1.67453526009231,-1.67453526009231,0
"HEP3B217_LIVER",0.383635464491494,0.383635464491494,0.383635464491494,0
"HEPG2_LIVER",3.10885324073713,3.10885324073713,3.10885324073713,1.74872994791463
"HEYA8_OVARY",0,0,0,0
"HGC27_STOMACH",0.627024738631104,0.627024738631104,0.627024738631104,0.418016492420736
"HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-1.73116393890189,-1.73116393890189,-1.73116393890189,0
"HLE_LIVER",-0.881449466236565,-0.881449466236565,-0.881449466236565,-0.293816488745522
"HLF_LIVER",-0.139911891559336,-0.139911891559336,-0.139911891559336,0
"HMC18_BREAST",0,0,0,0
"HMCB_SKIN",1.09899373122056,1.09899373122056,1.09899373122056,0
"HOS_BONE",0,0,0,0
"HPAC_PANCREAS",0.270297896294389,0.270297896294389,0.270297896294389,0.135148948147194
"HPAFII_PANCREAS",0,0,0,0
"HS229T_LUNG",0.233361663231214,0.233361663231214,0.233361663231214,0
"HS294T_SKIN",0,0,0,0
"HS578T_BREAST",0,0,0,0
"HS683_CENTRAL_NERVOUS_SYSTEM",0,0,0,0
"HS695T_SKIN",0,0,0,0
"HS729_SOFT_TISSUE",0,0,0,0
"HS739T_BREAST",0,0,0,0
"HS746T_STOMACH",0,0,0,0
"HS766T_PANCREAS",-0.277803395030888,-0.277803395030888,-0.277803395030888,0
"HS840T_UPPER_AERODIGESTIVE_TRACT",0.21864679476472,0.21864679476472,0.21864679476472,0
"HS852T_SKIN",1.6330544818981,1.6330544818981,1.6330544818981,0.296918996708745
"HS895T_SKIN",0,0,0,0
"HS936T_SKIN",0,0,0,0
"HS939T_SKIN",0.641434943899054,0.641434943899054,0.641434943899054,0.128286988779811
"HS944T_SKIN",0.138665063275479,0.138665063275479,0.138665063275479,0
"HSC2_UPPER_AERODIGESTIVE_TRACT",0,0,0,0
"HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"HT1080_SOFT_TISSUE",0.295184885022984,0.295184885022984,0.295184885022984,0
"HT1197_URINARY_TRACT",0,0,0,0
"HT1376_URINARY_TRACT",0.15433483305414,0.15433483305414,0.15433483305414,0
"HT144_SKIN",0.267150158882825,0.267150158882825,0.267150158882825,0
"HT29_LARGE_INTESTINE",1.01675679227298,1.01675679227298,1.01675679227298,0.145250970324712
"HUCCT1_BILIARY_TRACT",0,0,0,0
"HUH1_LIVER",0.697969795570572,0.697969795570572,0.697969795570572,0
"HUPT3_PANCREAS",-0.544474751158059,-0.544474751158059,-0.544474751158059,0
"HUPT4_PANCREAS",0.252063594217142,0.252063594217142,0.252063594217142,0
"HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.361423779490296,-0.361423779490296,-0.361423779490296,0
"IALM_LUNG",-2.22462361311484,-2.22462361311484,-2.22462361311484,0
"IGR37_SKIN",-1.32122609367514,-1.32122609367514,-1.32122609367514,0
"IGR39_SKIN",-0.266111565844074,-0.266111565844074,-0.266111565844074,0
"IGROV1_OVARY",0,0,0,0
"IM95_STOMACH",1.41355205386777,1.41355205386777,1.41355205386777,1.13084164309421
"IMR32_AUTONOMIC_GANGLIA",-0.499247971421868,-0.499247971421868,-0.499247971421868,0
"IPC298_SKIN",0,0,0,0
"ISHIKAWAHERAKLIO02ER_ENDOMETRIUM",1.68386697986972,1.68386697986972,1.68386697986972,0
"ISTMES1_PLEURA",-1.13905119626599,-1.13905119626599,-1.13905119626599,-0.142381399533249
"ISTMES2_PLEURA",0,0,0,0
"J82_URINARY_TRACT",0,0,0,0
"JHH2_LIVER",-1.22018232341284,-1.22018232341284,-1.22018232341284,0
"JHH4_LIVER",-2.78668249095815,-2.78668249095815,-2.78668249095815,-0.774078469710598
"JHH5_LIVER",0.892513359111093,0.892513359111093,0.892513359111093,0.535508015466656
"JHH6_LIVER",-1.20073534383137,-1.20073534383137,-1.20073534383137,0
"JHH7_LIVER",0.216989630880151,0.216989630880151,0.216989630880151,0.216989630880151
"JHOS2_OVARY",-0.280261351803645,-0.280261351803645,-0.280261351803645,-0.280261351803645
"JHOS4_OVARY",-1.54362620433436,-1.54362620433436,-1.54362620433436,-0.926175722600616
"JHUEM2_ENDOMETRIUM",2.37617401166549,2.37617401166549,2.37617401166549,0.990072504860622
"JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-1.13924319852996,-1.13924319852996,-1.13924319852996,-0.427216199448736
"JMSU1_URINARY_TRACT",2.58742840198781,2.58742840198781,2.58742840198781,0.646857100496952
"JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.792958005171736,0.792958005171736,0.792958005171736,0
"K029AX_SKIN",-0.93927552406615,-0.93927552406615,-0.93927552406615,0
"KALS1_CENTRAL_NERVOUS_SYSTEM",0,0,0,0
"KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.986305400662098,0.986305400662098,0.986305400662098,0.493152700331049
"KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",1.19580285905038,1.19580285905038,1.19580285905038,0
"KCIMOH1_PANCREAS",0,0,0,0
"KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.990265300185005,0.990265300185005,0.990265300185005,0.495132650092503
"KE39_STOMACH",-1.00274002045843,-1.00274002045843,-1.00274002045843,0
"KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"KELLY_AUTONOMIC_GANGLIA",0,0,0,0
"KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-1.71993236772006,-1.71993236772006,-1.71993236772006,-0.343986473544012
"KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"KLE_ENDOMETRIUM",-0.596304311374644,-0.596304311374644,-0.596304311374644,-0.596304311374644
"KMBC2_URINARY_TRACT",0.129216783116276,0.129216783116276,0.129216783116276,0
"KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"KMRC1_KIDNEY",0,0,0,0
"KMRC2_KIDNEY",-0.865263284824931,-0.865263284824931,-0.865263284824931,-0.288421094941644
"KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",3.31812268168344,3.31812268168344,3.31812268168344,0
"KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"KNS42_CENTRAL_NERVOUS_SYSTEM",-0.169167559720159,-0.169167559720159,-0.169167559720159,0
"KNS60_CENTRAL_NERVOUS_SYSTEM",0.265315810658458,0.265315810658458,0.265315810658458,0
"KNS62_LUNG",0,0,0,0
"KNS81_CENTRAL_NERVOUS_SYSTEM",0,0,0,0
"KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.507323871355138,-0.507323871355138,-0.507323871355138,0
"KP2_PANCREAS",-0.135080332592921,-0.135080332592921,-0.135080332592921,0
"KP3_PANCREAS",-0.917178090165612,-0.917178090165612,-0.917178090165612,-0.152863015027602
"KP4_PANCREAS",0.390285649296509,0.390285649296509,0.390285649296509,0
"KPNSI9S_AUTONOMIC_GANGLIA",0.56206229539629,0.56206229539629,0.56206229539629,0
"KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"KURAMOCHI_OVARY",-0.167416278792764,-0.167416278792764,-0.167416278792764,0
"KYM1_SOFT_TISSUE",2.27254556087031,2.27254556087031,2.27254556087031,0.909018224348122
"KYSE140_OESOPHAGUS",-0.667871735983446,-0.667871735983446,-0.667871735983446,0
"KYSE150_OESOPHAGUS",0.154713491957825,0.154713491957825,0.154713491957825,0
"KYSE180_OESOPHAGUS",0.316178990344329,0.316178990344329,0.316178990344329,0
"KYSE30_OESOPHAGUS",0,0,0,0
"KYSE410_OESOPHAGUS",0.147227528457313,0.147227528457313,0.147227528457313,0
"KYSE450_OESOPHAGUS",-1.257102192396,-1.257102192396,-1.257102192396,0
"KYSE510_OESOPHAGUS",0.147036942421098,0.147036942421098,0.147036942421098,0
"KYSE520_OESOPHAGUS",0.541992158188658,0.541992158188658,0.541992158188658,0
"KYSE70_OESOPHAGUS",0,0,0,0
"L33_PANCREAS",0,0,0,0
"L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.965188952387574,0.965188952387574,0.965188952387574,0.193037790477515
"L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.233302112424202,0.233302112424202,0.233302112424202,0
"LC1SQSF_LUNG",-0.352313356882056,-0.352313356882056,-0.352313356882056,0
"LCLC103H_LUNG",0,0,0,0
"LN18_CENTRAL_NERVOUS_SYSTEM",0.959164631813584,0.959164631813584,0.959164631813584,0
"LN229_CENTRAL_NERVOUS_SYSTEM",0,0,0,0
"LOUNH91_LUNG",-0.552416551382221,-0.552416551382221,-0.552416551382221,0
"LOXIMVI_SKIN",0.626265031715436,0.626265031715436,0.626265031715436,0.469698773786577
"LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.439656492044397,-0.439656492044397,-0.439656492044397,0
"LS123_LARGE_INTESTINE",-0.541087613377485,-0.541087613377485,-0.541087613377485,0
"LS411N_LARGE_INTESTINE",0.330064486975583,0.330064486975583,0.330064486975583,0.330064486975583
"LS513_LARGE_INTESTINE",0.15458653041153,0.15458653041153,0.15458653041153,0.15458653041153
"LU99_LUNG",1.2225957899424,1.2225957899424,1.2225957899424,0
"LUDLU1_LUNG",0.286644852657071,0.286644852657071,0.286644852657071,0
"MALME3M_SKIN",0,0,0,0
"MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"MCAS_OVARY",0,0,0,0
"MCF7_BREAST",-1.13933799912502,-1.13933799912502,-1.13933799912502,0
"MDAMB157_BREAST",-2.49449778124222,-2.49449778124222,-2.49449778124222,-0.467718333982916
"MDAMB175VII_BREAST",0,0,0,0
"MDAMB415_BREAST",0,0,0,0
"MDAMB435S_SKIN",0,0,0,0
"MDAMB436_BREAST",-0.77119639639577,-0.77119639639577,-0.77119639639577,0
"MDAMB453_BREAST",3.37386705193027,3.37386705193027,3.37386705193027,0.396925535521208
"MDAMB468_BREAST",0,0,0,0
"MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.515945867725818,-0.515945867725818,-0.515945867725818,0
"MELHO_SKIN",-1.35545780055745,-1.35545780055745,-1.35545780055745,0
"MESSA_SOFT_TISSUE",1.23266957534574,1.23266957534574,1.23266957534574,0.739601745207447
"MEWO_SKIN",-1.03038512246259,-1.03038512246259,-1.03038512246259,0
"MFE280_ENDOMETRIUM",0.394086519230497,0.394086519230497,0.394086519230497,-0.197043259615248
"MFE296_ENDOMETRIUM",0.409363889593778,0.409363889593778,0.409363889593778,0
"MFE319_ENDOMETRIUM",-0.346925940158382,-0.346925940158382,-0.346925940158382,0
"MG63_BONE",-1.45101541015145,-1.45101541015145,-1.45101541015145,0
"MHHES1_BONE",1.8295075923714,1.8295075923714,1.8295075923714,0.406557242749201
"MIAPACA2_PANCREAS",0.207956427209889,0.207956427209889,0.207956427209889,0
"MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.771823685195053,0.771823685195053,0.771823685195053,0
"MKN45_STOMACH",0.953642013189473,0.953642013189473,0.953642013189473,0.317880671063158
"MKN7_STOMACH",-0.135951174102611,-0.135951174102611,-0.135951174102611,0
"MKN74_STOMACH",0,0,0,0
"MOGGCCM_CENTRAL_NERVOUS_SYSTEM",0,0,0,0
"MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.960700204771754,0.960700204771754,0.960700204771754,0.720525153578816
"MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",2.88827250542458,2.88827250542458,2.88827250542458,1.08310218953422
"MORCPR_LUNG",0,0,0,0
"MPP89_PLEURA",0,0,0,0
"MSTO211H_PLEURA",0,0,0,0
"NCIH1048_LUNG",3.14437181232292,3.14437181232292,3.14437181232292,0
"NCIH1092_LUNG",-1.44212924873792,-1.44212924873792,-1.44212924873792,-1.08159693655344
"NCIH1155_LUNG",1.03832573058274,1.03832573058274,1.03832573058274,0
"NCIH1184_LUNG",-0.359452105149853,-0.359452105149853,-0.359452105149853,-0.359452105149853
"NCIH1299_LUNG",0,0,0,0
"NCIH1339_LUNG",1.97461700746693,1.97461700746693,1.97461700746693,0.493654251866732
"NCIH1341_LUNG",2.77426711639452,2.77426711639452,2.77426711639452,0
"NCIH1355_LUNG",0,0,0,0
"NCIH1373_LUNG",0,0,0,0
"NCIH1563_LUNG",0,0,0,0
"NCIH1568_LUNG",-0.927796258171685,-0.927796258171685,-0.927796258171685,0
"NCIH1573_LUNG",0,0,0,0
"NCIH1581_LUNG",-0.610991769661395,-0.610991769661395,-0.610991769661395,0
"NCIH1648_LUNG",-0.500956127239978,-0.500956127239978,-0.500956127239978,0
"NCIH1650_LUNG",0.261176770580401,0.261176770580401,0.261176770580401,0
"NCIH1651_LUNG",-0.784289755679318,-0.784289755679318,-0.784289755679318,-0.156857951135864
"NCIH1666_LUNG",0,0,0,0
"NCIH1693_LUNG",-0.838653195843191,-0.838653195843191,-0.838653195843191,-0.838653195843191
"NCIH1694_LUNG",-2.10652553311672,-2.10652553311672,-2.10652553311672,-0.957511605962144
"NCIH1703_LUNG",1.11045063303676,1.11045063303676,1.11045063303676,0
"NCIH1792_LUNG",0.294921854598517,0.294921854598517,0.294921854598517,0
"NCIH1793_LUNG",-1.49453287129721,-1.49453287129721,-1.49453287129721,-0.149453287129721
"NCIH1869_LUNG",0,0,0,0
"NCIH1915_LUNG",1.53626770226162,1.53626770226162,1.53626770226162,0
"NCIH1944_LUNG",0.664024988839413,0.664024988839413,0.664024988839413,0
"NCIH1975_LUNG",0,0,0,0
"NCIH2009_LUNG",0,0,0,0
"NCIH2023_LUNG",0,0,0,0
"NCIH2030_LUNG",0.908701355830084,0.908701355830084,0.908701355830084,0
"NCIH2052_PLEURA",0,0,0,0
"NCIH2085_LUNG",-0.289011005695895,-0.289011005695895,-0.289011005695895,-0.144505502847948
"NCIH2087_LUNG",-0.769203082454089,-0.769203082454089,-0.769203082454089,0
"NCIH211_LUNG",0,0,0,0
"NCIH2122_LUNG",0.555644633049975,0.555644633049975,0.555644633049975,0
"NCIH2170_LUNG",0.692278335274095,0.692278335274095,0.692278335274095,0
"NCIH2172_LUNG",-1.18738708739009,-1.18738708739009,-1.18738708739009,0
"NCIH2228_LUNG",-0.392616372269789,-0.392616372269789,-0.392616372269789,0
"NCIH226_LUNG",-0.423494222939343,-0.423494222939343,-0.423494222939343,0
"NCIH2286_LUNG",2.51566518054977,2.51566518054977,2.51566518054977,0
"NCIH23_LUNG",0,0,0,0
"NCIH2444_LUNG",-0.500848520088564,-0.500848520088564,-0.500848520088564,0
"NCIH2452_PLEURA",0,0,0,0
"NCIH28_PLEURA",-1.28784352704901,-1.28784352704901,-1.28784352704901,-1.28784352704901
"NCIH322_LUNG",-0.437227993935075,-0.437227993935075,-0.437227993935075,0
"NCIH3255_LUNG",0,0,0,0
"NCIH358_LUNG",0,0,0,0
"NCIH441_LUNG",-0.28787067817816,-0.28787067817816,-0.28787067817816,0
"NCIH460_LUNG",0.53424124197006,0.53424124197006,0.53424124197006,0
"NCIH520_LUNG",0,0,0,0
"NCIH522_LUNG",0,0,0,0
"NCIH647_LUNG",0.283959168924814,0.283959168924814,0.283959168924814,0
"NCIH650_LUNG",0,0,0,0
"NCIH661_LUNG",-1.8188359622061,-1.8188359622061,-1.8188359622061,-0.330697447673836
"NCIH727_LUNG",-1.78958338111154,-1.78958338111154,-1.78958338111154,0
"NCIH747_LARGE_INTESTINE",-0.275358143123613,-0.275358143123613,-0.275358143123613,0
"NCIH810_LUNG",-1.08303522437805,-1.08303522437805,-1.08303522437805,-0.866428179502443
"NCIN87_STOMACH",1.89200482970979,1.89200482970979,1.89200482970979,0.582155332218396
"NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.421816343862421,0.421816343862421,0.421816343862421,0
"NIHOVCAR3_OVARY",-0.161468269007046,-0.161468269007046,-0.161468269007046,-0.161468269007046
"NUGC3_STOMACH",0,0,0,0
"NUGC4_STOMACH",0.887005598093251,0.887005598093251,0.887005598093251,0
"OC314_OVARY",0.172428473224918,0.172428473224918,0.172428473224918,0
"OC315_OVARY",0.672475864394124,0.672475864394124,0.672475864394124,0
"OC316_OVARY",0,0,0,0
"OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.844713983000291,0.844713983000291,0.844713983000291,0.337885593200117
"OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.187638775580172,0.187638775580172,0.187638775580172,0
"OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.413843432976454,-0.413843432976454,-0.413843432976454,-0.275895621984303
"OCUM1_STOMACH",0.706500664089925,0.706500664089925,0.706500664089925,0.706500664089925
"OE33_OESOPHAGUS",0,0,0,0
"ONCODG1_OVARY",0.16998624542027,0.16998624542027,0.16998624542027,0
"ONS76_CENTRAL_NERVOUS_SYSTEM",-1.73748149511023,-1.73748149511023,-1.73748149511023,0
"OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0,0,0,0
"OV90_OVARY",0.914486857682067,1.09738422921848,1.09738422921848,0
"OVCAR4_OVARY",-0.575811249321396,-0.575811249321396,-0.575811249321396,-0.575811249321396
"OVCAR8_OVARY",0.631702829790639,0.631702829790639,0.631702829790639,0
