"","X","COSMIC_ID","DRUG_ID","IC50_Normal","cc_predict...2.","cc_real...2."
"31",29,"X949176",1,-0.375212591092365,0.231343473837405,-0.375212591092365
"32",30,"X971773",1,0.211408368250843,0.223051756542015,0.211408368250843
"33",1,"X1240128",3,-1.14437224912097,-1.46489215769125,-1.14437224912097
"34",2,"X1240183",3,-1.56078218285439,-1.48723415072576,-1.56078218285439
"35",3,"X1297447",3,-1.38792858980246,-1.54432835339643,-1.38792858980246
"36",4,"X1303896",3,-3.98988907920438,-1.58756024050328,-3.98988907920438
"37",5,"X1330931",3,-2.00037141570271,-1.53915672341334,-2.00037141570271
"38",6,"X1330947",3,-2.00762376469336,-1.57613798630112,-2.00762376469336
"39",7,"X1330983",3,-1.39638223983846,-1.56628759617809,-1.39638223983846
"40",8,"X1330984",3,-1.69784508267191,-1.56568173895093,-1.69784508267191
"41",9,"X1331034",3,-2.94857869851771,-1.57574372315757,-2.94857869851771
"42",10,"X1331048",3,-1.42240998945447,-1.57460854339197,-1.42240998945447
"43",11,"X687590",3,-1.48869128015413,-1.47137583493658,-1.48869128015413
"44",12,"X688014",3,-1.03702762665054,-1.43981620054514,-1.03702762665054
"45",13,"X724872",3,-0.89648092091637,-1.45347046284005,-0.89648092091637
"46",14,"X749715",3,-1.51912556645969,-1.47752271277105,-1.51912556645969
"47",15,"X753564",3,-1.42010880287559,-1.4398578598047,-1.42010880287559
"48",16,"X753616",3,-1.21136164156902,-1.44442320322071,-1.21136164156902
"49",17,"X905958",3,-1.81573599463354,-1.54980611062059,-1.81573599463354
"50",18,"X905980",3,-1.61563428124208,-1.46326850555606,-1.61563428124208
"51",19,"X905986",3,-1.45254797338419,-1.45293155207333,-1.45254797338419
"52",20,"X906800",3,-2.72634326305239,-1.55112541029268,-2.72634326305239
"53",21,"X906838",3,-1.30091916121644,-1.57680170467163,-1.30091916121644
"54",22,"X906846",3,-1.17532197467562,-1.58010749558782,-1.17532197467562
"55",23,"X906869",3,-2.08311765349424,-1.46713017174647,-2.08311765349424
"56",24,"X907056",3,-2.52407346655358,-1.57099084295316,-2.52407346655358
"57",25,"X907269",3,-1.39361806763406,-1.57769709443573,-1.39361806763406
"58",26,"X907272",3,-1.60923554883522,-1.54371645516168,-1.60923554883522
"59",27,"X907277",3,-2.47970036508225,-1.5604160453297,-2.47970036508225
"60",28,"X907284",3,-1.70220847703201,-1.57313199444697,-1.70220847703201
"61",29,"X907300",3,-0.874372368896302,-1.57482005006565,-0.874372368896302
"62",30,"X907788",3,-1.50119671765843,-1.47866724899603,-1.50119671765843
"63",31,"X907799",3,-3.35505206255697,-1.58173215269907,-3.35505206255697
"64",32,"X908148",3,-1.62921705395132,-1.55907201453532,-1.62921705395132
"65",33,"X908467",3,-1.32118123557727,-1.44518414951136,-1.32118123557727
"66",34,"X908469",3,-0.954143932726986,-1.44606158876513,-0.954143932726986
"67",35,"X909253",3,-0.965505854633867,-1.57072759467415,-0.965505854633867
"68",36,"X909696",3,-0.998458627997439,-1.55708549118322,-0.998458627997439
"69",37,"X909717",3,-1.95578143867241,-1.46591097717653,-1.95578143867241
"70",38,"X909758",3,-1.70204250690921,-1.46232847973977,-1.70204250690921
"71",39,"X909769",3,-4.00251601431716,-1.46768098269508,-4.00251601431716
"72",40,"X910710",3,-1.90755962462367,-1.57206456390788,-1.90755962462367
"73",41,"X910935",3,-2.9591061067736,-1.52822615767607,-2.9591061067736
"74",42,"X910944",3,-1.40612441409802,-1.55947268822874,-1.40612441409802
"75",43,"X917486",3,-1.5586442321294,-1.49703506830991,-1.5586442321294
"76",44,"X924187",3,-1.76328308419537,-1.4576129189839,-1.76328308419537
"77",45,"X949173",3,-0.901855566157837,-1.44237852932552,-0.901855566157837
"78",46,"X949176",3,-1.40837707479367,-1.44646988818575,-1.40837707479367
"79",1,"X1240182",5,0.45464986156237,0.160421750220849,0.45464986156237
"80",2,"X1290769",5,1.08722968749564,0.119896464051288,1.08722968749564
"81",3,"X1297447",5,0.238749878653459,0.0267067137290345,0.238749878653459
"82",4,"X1298352",5,0.384742224551835,0.104313679371138,0.384742224551835
"83",5,"X1323913",5,-0.477193782518815,0.000638569216409951,-0.477193782518815
"84",6,"X1330943",5,-0.282379184509107,-0.047994778152516,-0.282379184509107
"85",7,"X1330985",5,-0.184426106955142,0.021296577670514,-0.184426106955142
"86",8,"X1331032",5,0.135805988093581,-0.0314217419854388,0.135805988093581
"87",9,"X684059",5,0.336623983870395,0.129705100759141,0.336623983870395
"88",10,"X684681",5,1.11436561043593,0.112934507557903,1.11436561043593
"89",11,"X687590",5,1.09325691035183,0.121880976712942,1.09325691035183
"90",12,"X687799",5,0.0877048365928244,0.128028300184642,0.0877048365928244
"91",13,"X688086",5,-0.106690756876263,0.156334165773539,-0.106690756876263
"92",14,"X753552",5,0.944638982733184,0.122444862955484,0.944638982733184
"93",15,"X753564",5,-0.0803266995743119,0.164208592445842,-0.0803266995743119
"94",16,"X906846",5,0.620728859996247,-0.0383246353828667,0.620728859996247
"95",17,"X906850",5,0.885923111119331,0.151631242420775,0.885923111119331
"96",18,"X906854",5,0.573215254849671,-0.0292431754280673,0.573215254849671
"97",19,"X907172",5,-0.204375454851893,0.133769217208916,-0.204375454851893
"98",20,"X907290",5,-0.256972557330496,0.120205625434167,-0.256972557330496
"99",21,"X907323",5,-0.144732680857578,0.00406824142787635,-0.144732680857578
"100",22,"X907789",5,0.0580768824936975,0.00488635742019963,0.0580768824936975
"101",23,"X907791",5,0.109659094557324,0.0213531020946432,0.109659094557324
"102",24,"X908126",5,-0.500698939978486,0.0262290618764872,-0.500698939978486
"103",25,"X908143",5,0.131638208504194,-0.0270683138337276,0.131638208504194
"104",26,"X908150",5,0.380628916033074,0.141133073704964,0.380628916033074
"105",27,"X909754",5,1.44457644942925,0.100880164336914,1.44457644942925
"106",28,"X909756",5,-0.168590052797321,0.126778905674687,-0.168590052797321
"107",29,"X910569",5,-0.159758815004765,0.110275158348138,-0.159758815004765
"108",30,"X910691",5,0.70073252630776,0.145564038337155,0.70073252630776
"109",31,"X910911",5,0.176792675350848,0.133994767246924,0.176792675350848
"110",32,"X910932",5,0.0339476207655344,0.116936159707658,0.0339476207655344
"111",33,"X910935",5,-0.570148405893752,0.0423829510088114,-0.570148405893752
"112",34,"X924239",5,-0.195467313898781,0.0112845891072819,-0.195467313898781
"113",35,"X924247",5,-0.182343281308349,0.116313635204086,-0.182343281308349
"114",36,"X925339",5,-0.0414836606672417,0.118244343160153,-0.0414836606672417
"115",37,"X925345",5,-1.92114062744803,0.12560106955358,-1.92114062744803
"116",38,"X946353",5,0.412635432826254,0.115332476506002,0.412635432826254
"117",39,"X949166",5,0.569157825180526,0.135651554099472,0.569157825180526
"118",40,"X949178",5,0.212923441433386,0.1474816241901,0.212923441433386
"119",1,"X1240193",6,0.191319295517863,0.303201143472579,0.191319295517863
"120",2,"X1297439",6,0.526651386923908,0.317987872535703,0.526651386923908
"121",3,"X1297449",6,0.222229137696013,0.245601661521691,0.222229137696013
"122",4,"X1330982",6,0.169009833852281,0.245258600315761,0.169009833852281
"123",5,"X1331034",6,-0.0374375819090298,0.247531307207904,-0.0374375819090298
"124",6,"X687568",6,0.178533052291526,0.346043530330256,0.178533052291526
"125",7,"X687799",6,0.396834096493666,0.363551027916825,0.396834096493666
"126",8,"X688023",6,0.521308333573218,0.314916354988334,0.521308333573218
"127",9,"X713885",6,0.435860457046239,0.316329148192204,0.435860457046239
"128",10,"X735784",6,0.58297607017227,0.357580106759789,0.58297607017227
"129",11,"X753547",6,0.259768806038331,0.298766670442195,0.259768806038331
"130",12,"X905972",6,0.379846383051029,0.369685195952576,0.379846383051029
"131",13,"X906813",6,0.0797147596806715,0.340948312520126,0.0797147596806715
"132",14,"X906832",6,0.465633903811011,0.245141479712633,0.465633903811011
"133",15,"X906836",6,0.146109112399743,0.307160264396366,0.146109112399743
"134",16,"X906844",6,0.196118081557259,0.314959024207806,0.196118081557259
"135",17,"X906877",6,0.369972860424991,0.251168936918823,0.369972860424991
"136",18,"X907073",6,0.203974593128144,0.323151991138887,0.203974593128144
"137",19,"X907273",6,0.236094297569301,0.281913149844677,0.236094297569301
"138",20,"X907274",6,0.443553511065753,0.245864211168049,0.443553511065753
"139",21,"X907311",6,0.121153133381943,0.276564495648744,0.121153133381943
"140",22,"X907783",6,0.459096366612451,0.278889436814408,0.459096366612451
"141",23,"X908126",6,0.346407874205615,0.285537088604143,0.346407874205615
"142",24,"X908136",6,0.299562062510753,0.25320061337078,0.299562062510753
"143",25,"X908151",6,-0.411875220512239,0.3239809755396,-0.411875220512239
"144",26,"X908152",6,0.380757655759211,0.342451764186947,0.380757655759211
"145",27,"X908452",6,0.563427924508565,0.35732838877375,0.563427924508565
"146",28,"X909248",6,0.502087291455113,0.356567155987522,0.502087291455113
"147",29,"X909777",6,0.371414500012526,0.238599004284011,0.371414500012526
"148",30,"X909785",6,0.293476111992332,0.251342197425144,0.293476111992332
"149",31,"X910695",6,0.334027093498882,0.343025938986171,0.334027093498882
"150",32,"X910861",6,0.0633300042619734,0.239695870113336,0.0633300042619734
"151",33,"X910933",6,0.381874231417953,0.343526744882997,0.381874231417953
"152",34,"X925339",6,0.374601353240742,0.344239590308287,0.374601353240742
"153",35,"X949158",6,-0.671501690939943,0.317298227937601,-0.671501690939943
"154",36,"X949163",6,0.33576646171603,0.307214470449922,0.33576646171603
"155",37,"X949173",6,0.687654359230805,0.297450993475318,0.687654359230805
"156",38,"X949176",6,0.431072892594246,0.322020234536523,0.431072892594246
"157",1,"X1290769",9,-0.448744952327212,-0.920865316877909,-0.448744952327212
"158",2,"X1303900",9,-0.28107116568721,-0.897357007592339,-0.28107116568721
"159",3,"X1330982",9,-0.971182825032684,-0.95812784260645,-0.971182825032684
"160",4,"X1331035",9,-1.37988896350372,-0.951196625228179,-1.37988896350372
"161",5,"X1331037",9,-1.60836705265563,-0.947730645154873,-1.60836705265563
"162",6,"X684072",9,-0.455956398132953,-0.9037204114073,-0.455956398132953
"163",7,"X687562",9,-1.43812204082229,-0.937046326363645,-1.43812204082229
"164",8,"X688001",9,0.315861604808385,-0.870519244724093,0.315861604808385
"165",9,"X688007",9,0.342233905561602,-0.877824213466393,0.342233905561602
"166",10,"X724866",9,-1.09219341219139,-0.916750308599003,-1.09219341219139
"167",11,"X749713",9,0.178070938676086,-0.908428836589568,0.178070938676086
"168",12,"X905964",9,-0.051663609853992,-0.944680884411265,-0.051663609853992
"169",13,"X905990",9,-1.41158612732946,-0.921470007780035,-1.41158612732946
"170",14,"X906870",9,-1.10012013904888,-0.947639858681678,-1.10012013904888
"171",15,"X907050",9,-1.24223637425639,-0.933781252262895,-1.24223637425639
"172",16,"X907273",9,-0.88688538106447,-0.953452139114991,-0.88688538106447
"173",17,"X907274",9,-1.22862481043453,-0.942412392870757,-1.22862481043453
"174",18,"X907284",9,-1.20799916698774,-0.955665740228011,-1.20799916698774
"175",19,"X907290",9,-0.590444023083175,-0.9107006550025,-0.590444023083175
"176",20,"X907786",9,-0.763699276542937,-0.924182103490758,-0.763699276542937
"177",21,"X907792",9,-0.680513904079681,-0.921178390103867,-0.680513904079681
"178",22,"X908142",9,-0.333346695972316,-0.948996548429055,-0.333346695972316
"179",23,"X908151",9,-1.07240044600147,-0.914460722474629,-1.07240044600147
"180",24,"X908156",9,-1.04243760308027,-0.956875959995126,-1.04243760308027
"181",25,"X908158",9,-1.15748872921728,-0.94972791636764,-1.15748872921728
"182",26,"X909194",9,-0.492472267516593,-0.862640170621984,-0.492472267516593
"183",27,"X909698",9,-1.17901565790082,-0.936055703222041,-1.17901565790082
"184",28,"X909703",9,-0.0493212392734085,-0.95389043469638,-0.0493212392734085
"185",29,"X909711",9,0.288877156670719,-0.913394429970955,0.288877156670719
"186",30,"X909713",9,-1.85622320486021,-0.933424151692956,-1.85622320486021
"187",31,"X909723",9,0.095563106963711,-0.926461847179217,0.095563106963711
"188",32,"X909769",9,-0.797309456831325,-0.926485050946302,-0.797309456831325
"189",33,"X910569",9,-0.691663236578855,-0.91135286535049,-0.691663236578855
"190",34,"X910692",9,0.033500312846743,-0.890858126522275,0.033500312846743
"191",35,"X910700",9,-1.24710354657818,-0.910348558748301,-1.24710354657818
"192",36,"X910906",9,-0.949058828088236,-0.954367200665809,-0.949058828088236
"193",37,"X910921",9,-1.99547758795401,-0.93593605664613,-1.99547758795401
"194",38,"X924110",9,-0.968673597539382,-0.945138643786957,-0.968673597539382
"195",39,"X946359",9,-0.110095220960089,-0.902107950691295,-0.110095220960089
"196",40,"X949088",9,-0.679933706996934,-0.955148869684526,-0.679933706996934
"197",41,"X949156",9,-0.813941822469519,-0.91367033103227,-0.813941822469519
"198",42,"X949166",9,0.140940095265138,-0.894898499405816,0.140940095265138
"199",1,"X1247871",11,-2.32626668048218,-2.03875333487609,-2.32626668048218
"200",2,"X1330935",11,-1.62307402002697,-2.03033820215849,-1.62307402002697
"201",3,"X1331032",11,-2.2024931847947,-2.05327552372967,-2.2024931847947
"202",4,"X1331035",11,-2.51662244336701,-2.04804066587083,-2.51662244336701
"203",5,"X1331039",11,-1.8386405662323,-2.02171398914039,-1.8386405662323
"204",6,"X1331050",11,-1.69730115160179,-2.04755434123696,-1.69730115160179
"205",7,"X687799",11,-2.71441849558546,-2.01491762439173,-2.71441849558546
"206",8,"X688007",11,-1.63818184600027,-1.96051988161629,-1.63818184600027
"207",9,"X688031",11,-2.0028059089758,-1.9647813620113,-2.0028059089758
"208",10,"X753551",11,-1.03572059068747,-1.95102169973676,-1.03572059068747
"209",11,"X753622",11,-2.96783519006273,-2.01459753445832,-2.96783519006273
"210",12,"X905967",11,-0.591739752474812,-2.01271524860786,-0.591739752474812
"211",13,"X905986",11,-2.50513334100626,-2.00444711399266,-2.50513334100626
"212",14,"X906765",11,-2.0801846475746,-2.05734257565092,-2.0801846475746
"213",15,"X906836",11,-2.48417935250798,-2.03742771684784,-2.48417935250798
"214",16,"X906869",11,-1.45063437311819,-2.00899799939024,-1.45063437311819
"215",17,"X906872",11,-1.87318329849191,-1.98145086700238,-1.87318329849191
"216",18,"X907043",11,-2.69881245625721,-2.04503711954717,-2.69881245625721
"217",19,"X907050",11,-2.30942342881191,-2.00286412080213,-2.30942342881191
"218",20,"X907056",11,-1.87473074689632,-2.04079485836739,-1.87473074689632
"219",21,"X907175",11,-2.3195986780121,-2.00435558576493,-2.3195986780121
"220",22,"X907391",11,-2.42831408186077,-2.02893979101361,-2.42831408186077
"221",23,"X907795",11,-1.07567005520369,-2.01252321181819,-1.07567005520369
"222",24,"X908156",11,-2.71325232989559,-2.04469560267033,-2.71325232989559
"223",25,"X908448",11,-1.96711522716919,-2.05133787355032,-1.96711522716919
"224",26,"X908450",11,-2.06386809738536,-2.00271162429403,-2.06386809738536
"225",27,"X908452",11,-2.77095092415161,-2.00272320991107,-2.77095092415161
"226",28,"X908471",11,-1.91466212089825,-1.9870825749494,-1.91466212089825
"227",29,"X909713",11,-2.55448798113896,-2.00032585933343,-2.55448798113896
"228",30,"X909731",11,-2.59341619991247,-1.97923747594066,-2.59341619991247
"229",31,"X910930",11,-2.36919694150463,-2.02948316050681,-2.36919694150463
"230",32,"X910933",11,-0.57192609452017,-2.00915143439245,-0.57192609452017
"231",33,"X910947",11,-2.55141049866712,-2.04834053754231,-2.55141049866712
"232",34,"X924106",11,-1.961115354392,-1.99050946395875,-1.961115354392
"233",35,"X946356",11,-2.15280900983404,-2.0160903632716,-2.15280900983404
"234",36,"X949161",11,-1.60654394560565,-1.97273138034061,-1.60654394560565
"235",37,"X949170",11,-0.797054198048799,-1.94754695155568,-0.797054198048799
"236",1,"X1327771",17,1.00083664810583,0.968128908468586,1.00083664810583
"237",2,"X1330972",17,1.23480491275055,1.05276457792646,1.23480491275055
"238",3,"X1331031",17,0.0556387866365783,0.929816411428573,0.0556387866365783
"239",4,"X1331037",17,0.0467730822759314,0.903347545893506,0.0467730822759314
"240",5,"X713885",17,1.20420536944908,1.05227926545789,1.20420536944908
"241",6,"X724863",17,1.13101181369178,1.02070605926364,1.13101181369178
"242",7,"X749715",17,1.00127529873806,1.03245106121273,1.00127529873806
"243",8,"X753533",17,0.933727923294677,1.04835307083372,0.933727923294677
"244",9,"X753564",17,0.982475367286629,1.05669171845827,0.982475367286629
"245",10,"X753579",17,0.659488488921748,1.028336079997,0.659488488921748
"246",11,"X753592",17,0.714858845811479,1.0552594739036,0.714858845811479
"247",12,"X753605",17,1.08013256738493,1.05337029012916,1.08013256738493
"248",13,"X753620",17,0.980043660011867,1.04403085287386,0.980043660011867
"249",14,"X905941",17,1.27895819008644,1.04561567774635,1.27895819008644
"250",15,"X905958",17,0.933359184962493,0.938242033486735,0.933359184962493
"251",16,"X905964",17,0.411046020783997,0.947187543904546,0.411046020783997
"252",17,"X905982",17,1.13994420834911,1.06249473971543,1.13994420834911
"253",18,"X905989",17,0.925991327890259,1.02753889251228,0.925991327890259
"254",19,"X906794",17,1.12886504679704,1.05017677321465,1.12886504679704
"255",20,"X906808",17,0.78539224612664,1.04682125858423,0.78539224612664
"256",21,"X906847",17,0.497900305474116,0.932954240631656,0.497900305474116
"257",22,"X906855",17,1.03545502724028,0.93169935790453,1.03545502724028
"258",23,"X906871",17,0.489130433543787,1.04869148004719,0.489130433543787
"259",24,"X907280",17,0.782159272432846,0.947818321939973,0.782159272432846
"260",25,"X907391",17,1.03796330143442,0.944773206648868,1.03796330143442
"261",26,"X907791",17,0.629337107074366,0.958500696549104,0.629337107074366
"262",27,"X908150",17,0.826938896876724,1.05732184072974,0.826938896876724
"263",28,"X908151",17,0.744670635155268,1.02138587216363,0.744670635155268
"264",29,"X908452",17,0.129780705090327,1.05222725016859,0.129780705090327
"265",30,"X908471",17,0.999645611653761,1.03167339661966,0.999645611653761
"266",31,"X909250",17,0.0654567112298053,1.04908798856892,0.0654567112298053
"267",32,"X909252",17,0.590532831971524,0.951084146178188,0.590532831971524
"268",33,"X909253",17,0.828761619651072,0.918674933085764,0.828761619651072
"269",34,"X909701",17,1.33855097129921,0.908760725107836,1.33855097129921
"270",35,"X909732",17,0.7398250598629,1.03208176866581,0.7398250598629
"271",36,"X909743",17,0.981570896996099,0.943145295096171,0.981570896996099
"272",37,"X909975",17,1.37760567587449,1.05010024317692,1.37760567587449
"273",38,"X910687",17,0.499355217350735,0.92485655303916,0.499355217350735
"274",39,"X910700",17,1.06103952230641,1.04145310807092,1.06103952230641
"275",40,"X924238",17,1.15272639451158,1.04035818801112,1.15272639451158
"276",41,"X924239",17,0.404357769944158,0.950428400154186,0.404357769944158
"277",42,"X924247",17,1.19050505273641,1.04160908003819,1.19050505273641
"278",43,"X930082",17,0.915470577948655,1.03563925527637,0.915470577948655
"279",44,"X946368",17,1.24007911425413,1.04585040990722,1.24007911425413
"280",45,"X949161",17,1.28849295526939,1.02538321439158,1.28849295526939
"281",1,"X1299075",29,0.408643429778163,0.00139038147394698,0.408643429778163
"282",2,"X1330931",29,-0.954137662383284,-0.0735062628299197,-0.954137662383284
"283",3,"X684057",29,0.201852323804853,-0.0079336657818081,0.201852323804853
"284",4,"X687448",29,-1.88427586165659,-0.0452307254448871,-1.88427586165659
"285",5,"X687562",29,-0.266280197141023,-0.0388282212684833,-0.266280197141023
"286",6,"X688025",29,0.702890943405026,0.0207254288988825,0.702890943405026
"287",7,"X688086",29,0.498336986693741,0.0293416436740358,0.498336986693741
"288",8,"X688121",29,0.437590440070104,-0.0309414002360996,0.437590440070104
"289",9,"X724859",29,-1.87045072187324,-0.024795336914316,-1.87045072187324
"290",10,"X749716",29,0.959576726095437,-0.019119768314789,0.959576726095437
"291",11,"X753533",29,0.288415323872085,-0.037120407424277,0.288415323872085
"292",12,"X753589",29,0.485192225389009,0.0452013263955524,0.485192225389009
"293",13,"X753595",29,-1.28056887712362,-0.0369771095855285,-1.28056887712362
"294",14,"X753614",29,0.635807835737587,-0.0266435983046585,0.635807835737587
"295",15,"X753616",29,-0.675848443209284,0.0271836617805689,-0.675848443209284
"296",16,"X905964",29,-0.549800009924461,-0.0676656393715593,-0.549800009924461
"297",17,"X905965",29,-0.24688098045389,-0.0729571235094514,-0.24688098045389
"298",18,"X905967",29,-0.0538956711588703,-0.0324276593201554,-0.0538956711588703
"299",19,"X905972",29,-0.246524527857009,-0.0369649649178107,-0.246524527857009
"300",20,"X906746",29,0.0930840118527827,-0.0316950809716168,0.0930840118527827
"301",21,"X906831",29,-0.141765537221108,-0.0853065974889787,-0.141765537221108
"302",22,"X907043",29,-0.686808076565471,-0.0734261490157271,-0.686808076565471
"303",23,"X907279",29,-0.248693191072768,-0.0295784180105369,-0.248693191072768
"304",24,"X907787",29,0.213678690845664,-0.0718140745690622,0.213678690845664
"305",25,"X908136",29,0.0730477696290819,-0.0706753567065356,0.0730477696290819
"306",26,"X908156",29,-0.624025175781627,-0.0817922044943484,-0.624025175781627
"307",27,"X908445",29,-0.360100682190498,-0.0479430205582815,-0.360100682190498
"308",28,"X908448",29,-0.927641543587967,-0.0895028272244628,-0.927641543587967
"309",29,"X908452",29,0.12179369868826,-0.0328082426876832,0.12179369868826
"310",30,"X908473",29,-0.156009456152637,-0.0431122749772218,-0.156009456152637
"311",31,"X909248",29,-1.42548097249521,-0.0300147161692873,-1.42548097249521
"312",32,"X909711",29,0.871224372419426,-0.0237230703954394,0.871224372419426
"313",33,"X910703",29,0.135679391443075,-0.077891968594491,0.135679391443075
"314",34,"X910706",29,-0.102418369331342,-0.0789640591831436,-0.102418369331342
"315",35,"X910921",29,-1.96118486394163,-0.0468850246069038,-1.96118486394163
"316",36,"X924244",29,0.0925006297162516,-0.0458241554542338,0.0925006297162516
"317",37,"X946359",29,0.635692335045912,-0.00992169363799645,0.635692335045912
"318",38,"X949155",29,0.00116221791384142,-0.00354033403178811,0.00116221791384142
"319",39,"X949167",29,-0.412117232870387,0.0014435069061307,-0.412117232870387
"320",40,"X949168",29,-0.332776804127391,-0.00859610678984003,-0.332776804127391
"321",41,"X949171",29,-0.107883145682955,0.00526389418696049,-0.107883145682955
"322",1,"X1240166",30,0.0520783214265956,0.0140904163671974,0.0520783214265956
"323",2,"X1327766",30,-0.335229487678638,-0.0588259118555131,-0.335229487678638
"324",3,"X1330943",30,-0.200597035155208,-0.0908333254257663,-0.200597035155208
"325",4,"X687600",30,-0.0362727537939524,0.0147654798870579,-0.0362727537939524
"326",5,"X688023",30,0.619615325287927,0.0172901176631391,0.619615325287927
"327",6,"X749713",30,0.377742071223549,0.0126840198344284,0.377742071223549
"328",7,"X753595",30,-0.275248144684092,0.021137142136201,-0.275248144684092
"329",8,"X753618",30,-0.252537436445969,0.0188530152895255,-0.252537436445969
"330",9,"X905948",30,0.958873246739497,0.0297277340013031,0.958873246739497
"331",10,"X905958",30,-0.0915494767533676,-0.0633594440431154,-0.0915494767533676
"332",11,"X905970",30,0.897286902674953,0.0303412560019079,0.897286902674953
"333",12,"X906836",30,-0.443741772296921,-0.0349127180060806,-0.443741772296921
"334",13,"X906838",30,0.531007953001659,-0.088651094650722,0.531007953001659
"335",14,"X907053",30,-0.135619196309368,-0.0556667727804279,-0.135619196309368
"336",15,"X907269",30,0.636464322617865,-0.0846026782650016,0.636464322617865
"337",16,"X907270",30,0.25979094992154,-0.0855165191573053,0.25979094992154
"338",17,"X907280",30,-0.479896378248383,-0.051020460020036,-0.479896378248383
"339",18,"X907290",30,0.0592084966314413,0.00642265572403519,0.0592084966314413
"340",19,"X907311",30,-0.0925656899633019,-0.0510115237894004,-0.0925656899633019
"341",20,"X907783",30,-0.602399310903065,-0.0545485285285447,-0.602399310903065
"342",21,"X908440",30,0.113100452796638,0.0181401859836518,0.113100452796638
"343",22,"X908450",30,-0.38170963524636,0.0182369414020523,-0.38170963524636
"344",23,"X909250",30,-0.0396968528845148,0.0221626073020707,-0.0396968528845148
"345",24,"X909698",30,-0.275829653476925,-0.00892293938868463,-0.275829653476925
"346",25,"X909701",30,0.453615650212087,-0.0776889228047647,0.453615650212087
"347",26,"X909713",30,-0.948736372799782,0.00458440741912267,-0.948736372799782
"348",27,"X909732",30,-0.461806662061299,0.00337882501304185,-0.461806662061299
"349",28,"X909769",30,0.159546946687027,0.0187809056740949,0.159546946687027
"350",29,"X909974",30,1.0565273245983,0.0264227403350593,1.0565273245983
"351",30,"X910569",30,-0.260968898259262,-0.00157030853583087,-0.260968898259262
"352",31,"X910688",30,-0.302709493659058,-0.0721266770347031,-0.302709493659058
"353",32,"X910700",30,0.279453720571877,0.0149210478475179,0.279453720571877
"354",33,"X910703",30,0.4816561321219,-0.0888904693503241,0.4816561321219
"355",34,"X910780",30,-0.273129293196938,0.0160715034661782,-0.273129293196938
"356",35,"X910861",30,0.309691675284864,-0.0925541611501361,0.309691675284864
"357",36,"X910937",30,0.107724499540043,0.0291919187700954,0.107724499540043
"358",37,"X910944",30,-1.87163864347573,-0.070629061438253,-1.87163864347573
"359",38,"X924238",30,0.248464026656699,0.0191183093838369,0.248464026656699
"360",39,"X925342",30,-0.258966157131851,0.00432593451097116,-0.258966157131851
"361",40,"X925343",30,-0.429249932769425,0.0255615330626676,-0.429249932769425
"362",41,"X946368",30,0.131628039979818,0.0186300435823505,0.131628039979818
"363",42,"X949155",30,-0.412382959468887,0.0126930957145482,-0.412382959468887
"364",43,"X949166",30,0.418865220669143,0.0138511155138765,0.418865220669143
"365",1,"X1240128",32,-0.134472998172455,-0.300626549140798,-0.134472998172455
"366",2,"X1240173",32,-0.145756380052392,-0.290531357550558,-0.145756380052392
