"","pathways","Freq"
"341","GO:0019433",1
"342","GO:0019439",1
"343","GO:0019692",1
"344","GO:0019722",1
"345","GO:0019730",1
"346","GO:0019731",1
"347","GO:0019748",1
"348","GO:0019827",1
"349","GO:0019915",1
"350","GO:0019932",1
"351","GO:0021511",1
"352","GO:0021513",1
"353","GO:0021514",1
"354","GO:0021515",1
"355","GO:0021516",1
"356","GO:0021517",1
"357","GO:0021520",1
"358","GO:0021521",1
"359","GO:0021522",1
"360","GO:0021527",1
"361","GO:0021782",1
"362","GO:0021983",1
"363","GO:0022011",1
"364","GO:0022600",1
"365","GO:0022602",2
"366","GO:0022613",2
"367","GO:0022617",2
"368","GO:0023061",2
"369","GO:0030032",1
"370","GO:0030038",1
"371","GO:0030048",2
"372","GO:0030049",1
"373","GO:0030072",2
"374","GO:0030073",2
"375","GO:0030098",1
"376","GO:0030100",1
"377","GO:0030157",1
"378","GO:0030193",1
"379","GO:0030194",1
"380","GO:0030198",1
"381","GO:0030205",1
"382","GO:0030206",1
"383","GO:0030207",1
"384","GO:0030208",1
"385","GO:0030216",2
"386","GO:0030217",1
"387","GO:0030219",1
"388","GO:0030239",1
"389","GO:0030258",1
"390","GO:0030299",1
"391","GO:0030301",1
"392","GO:0030317",1
"393","GO:0030318",2
"394","GO:0030323",2
"395","GO:0030324",2
"396","GO:0030325",1
"397","GO:0030326",1
"398","GO:0030397",2
"399","GO:0030500",1
"400","GO:0030518",1
"401","GO:0030520",1
"402","GO:0030522",1
"403","GO:0030574",1
"404","GO:0030705",1
"405","GO:0030728",1
"406","GO:0030968",1
"407","GO:0031032",1
"408","GO:0031033",1
"409","GO:0031034",1
"410","GO:0031047",1
"411","GO:0031069",1
"412","GO:0031099",1
"413","GO:0031100",1
"414","GO:0031102",1
"415","GO:0031103",1
"416","GO:0031268",1
"417","GO:0031269",1
"418","GO:0031272",1
"419","GO:0031274",1
"420","GO:0031331",1
"421","GO:0031424",2
"422","GO:0031503",1
"423","GO:0031532",1
"424","GO:0031641",1
"425","GO:0031643",1
"426","GO:0031644",1
"427","GO:0031646",1
"428","GO:0031647",1
"429","GO:0031667",1
"430","GO:0032196",1
"431","GO:0032231",1
"432","GO:0032233",1
"433","GO:0032239",1
"434","GO:0032288",1
"435","GO:0032292",1
"436","GO:0032331",1
"437","GO:0032368",1
"438","GO:0032369",1
"439","GO:0032371",1
"440","GO:0032372",1
"441","GO:0032374",1
"442","GO:0032375",1
"443","GO:0032386",1
"444","GO:0032392",1
"445","GO:0032410",1
"446","GO:0032418",1
"447","GO:0032434",1
"448","GO:0032436",1
"449","GO:0032479",1
"450","GO:0032480",1
"451","GO:0032481",1
"452","GO:0032508",1
"453","GO:0032509",1
"454","GO:0032606",1
"455","GO:0032608",1
"456","GO:0032611",1
"457","GO:0032612",1
"458","GO:0032635",1
"459","GO:0032637",1
"460","GO:0032640",1
"461","GO:0032648",1
"462","GO:0032651",1
"463","GO:0032652",1
"464","GO:0032675",1
"465","GO:0032677",1
"466","GO:0032680",1
"467","GO:0032691",1
"468","GO:0032692",1
"469","GO:0032703",1
"470","GO:0032728",1
"471","GO:0032755",1
"472","GO:0032757",1
"473","GO:0032760",1
"474","GO:0032835",1
"475","GO:0032844",1
"476","GO:0032845",1
"477","GO:0032963",2
"478","GO:0032970",1
"479","GO:0033003",1
"480","GO:0033004",1
"481","GO:0033006",1
"482","GO:0033044",1
"483","GO:0033143",1
"484","GO:0033146",1
"485","GO:0033273",1
"486","GO:0033275",1
"487","GO:0033344",1
"488","GO:0033500",1
"489","GO:0033700",1
"490","GO:0033750",1
"491","GO:0033753",1
"492","GO:0033865",1
"493","GO:0033875",1
"494","GO:0034032",1
"495","GO:0034035",1
"496","GO:0034103",2
"497","GO:0034113",1
"498","GO:0034114",1
"499","GO:0034219",1
"500","GO:0034248",1
"501","GO:0034308",1
"502","GO:0034340",1
"503","GO:0034367",1
"504","GO:0034368",1
"505","GO:0034369",1
"506","GO:0034370",1
"507","GO:0034372",1
"508","GO:0034374",1
"509","GO:0034375",1
"510","GO:0034377",1
"511","GO:0034380",1
"512","GO:0034381",1
"513","GO:0034389",1
"514","GO:0034394",1
"515","GO:0034433",1
"516","GO:0034434",1
"517","GO:0034435",1
"518","GO:0034446",1
"519","GO:0034470",1
"520","GO:0034605",2
"521","GO:0034620",1
"522","GO:0034629",1
"523","GO:0034655",1
"524","GO:0034762",2
"525","GO:0034765",2
"526","GO:0034968",1
"527","GO:0034976",2
"528","GO:0035019",2
"529","GO:0035025",1
"530","GO:0035050",1
"531","GO:0035107",1
"532","GO:0035108",1
"533","GO:0035113",1
"534","GO:0035115",1
"535","GO:0035136",1
"536","GO:0035162",1
"537","GO:0035272",1
"538","GO:0035315",1
"539","GO:0035376",1
"540","GO:0035428",1
"541","GO:0035435",1
"542","GO:0035637",2
"543","GO:0035725",1
"544","GO:0035735",1
"545","GO:0035855",1
"546","GO:0035886",1
"547","GO:0035890",1
"548","GO:0035891",1
"549","GO:0035966",1
"550","GO:0035967",1
"551","GO:0036005",1
"552","GO:0036006",1
"553","GO:0036075",1
"554","GO:0036092",1
"555","GO:0036119",1
"556","GO:0036230",1
"557","GO:0036257",1
"558","GO:0036258",1
"559","GO:0036314",1
"560","GO:0036465",1
"561","GO:0036499",1
"562","GO:0038083",1
"563","GO:0038127",1
"564","GO:0039702",1
"565","GO:0042073",1
"566","GO:0042108",1
"567","GO:0042110",1
"568","GO:0042116",2
"569","GO:0042119",1
"570","GO:0042157",1
"571","GO:0042158",1
"572","GO:0042176",1
"573","GO:0042219",1
"574","GO:0042228",1
"575","GO:0042254",2
"576","GO:0042255",1
"577","GO:0042267",1
"578","GO:0042273",1
"579","GO:0042304",1
"580","GO:0042339",1
"581","GO:0042340",1
"582","GO:0042391",2
"583","GO:0042403",2
"584","GO:0042423",1
"585","GO:0042438",2
"586","GO:0042440",1
"587","GO:0042445",1
"588","GO:0042447",1
"589","GO:0042454",1
"590","GO:0042474",1
"591","GO:0042490",1
"592","GO:0042493",1
"593","GO:0042503",2
"594","GO:0042506",1
"595","GO:0042508",1
"596","GO:0042509",1
"597","GO:0042510",1
"598","GO:0042511",1
"599","GO:0042516",1
"600","GO:0042517",1
"601","GO:0042522",1
"602","GO:0042523",1
"603","GO:0042531",1
"604","GO:0042542",1
"605","GO:0042552",1
"606","GO:0042572",1
"607","GO:0042593",1
"608","GO:0042632",1
"609","GO:0042698",1
"610","GO:0042743",1
"611","GO:0043010",1
"612","GO:0043030",2
"613","GO:0043032",1
"614","GO:0043062",1
"615","GO:0043094",1
"616","GO:0043097",1
"617","GO:0043122",1
"618","GO:0043123",1
"619","GO:0043149",1
"620","GO:0043161",1
"621","GO:0043162",1
"622","GO:0043174",1
"623","GO:0043252",1
"624","GO:0043266",1
"625","GO:0043300",1
"626","GO:0043303",2
"627","GO:0043304",1
"628","GO:0043312",1
"629","GO:0043330",1
"630","GO:0043331",1
"631","GO:0043388",1
"632","GO:0043401",1
"633","GO:0043473",1
"634","GO:0043534",1
"635","GO:0043550",1
"636","GO:0043551",1
"637","GO:0043552",1
"638","GO:0043555",1
"639","GO:0043558",1
"640","GO:0043583",1
"641","GO:0043588",1
"642","GO:0043616",1
"643","GO:0043627",1
"644","GO:0043687",1
"645","GO:0043691",1
"646","GO:0043900",1
"647","GO:0043901",1
"648","GO:0043903",1
"649","GO:0043981",1
"650","GO:0043982",1
"651","GO:0044033",1
"652","GO:0044057",2
"653","GO:0044058",1
"654","GO:0044089",1
"655","GO:0044236",1
"656","GO:0044241",1
"657","GO:0044242",1
"658","GO:0044243",1
"659","GO:0044247",1
"660","GO:0044259",2
"661","GO:0044270",1
"662","GO:0044273",1
"663","GO:0044331",1
"664","GO:0044550",2
"665","GO:0044766",2
"666","GO:0044782",2
"667","GO:0044803",1
"668","GO:0044839",1
"669","GO:0044843",2
"670","GO:0045017",2
"671","GO:0045069",1
"672","GO:0045071",1
"673","GO:0045123",1
"674","GO:0045190",1
"675","GO:0045191",1
"676","GO:0045214",1
"677","GO:0045414",1
"678","GO:0045494",1
"679","GO:0045576",1
"680","GO:0045723",1
"681","GO:0045732",1
"682","GO:0045741",1
"683","GO:0045742",1
"684","GO:0045747",1
"685","GO:0045787",1
"686","GO:0045830",1
"687","GO:0045833",1
"688","GO:0045834",1
"689","GO:0045840",1
"690","GO:0045861",1
"691","GO:0045862",1
"692","GO:0045911",1
"693","GO:0045920",1
"694","GO:0045923",1
"695","GO:0045940",1
"696","GO:0046131",1
"697","GO:0046133",1
"698","GO:0046134",1
"699","GO:0046135",1
"700","GO:0046148",1
"701","GO:0046189",2
"702","GO:0046339",2
"703","GO:0046341",1
"704","GO:0046386",1
"705","GO:0046415",1
"706","GO:0046426",1
"707","GO:0046427",1
"708","GO:0046461",1
"709","GO:0046464",1
"710","GO:0046470",1
"711","GO:0046473",1
"712","GO:0046474",2
"713","GO:0046486",2
"714","GO:0046488",1
"715","GO:0046503",1
"716","GO:0046545",1
"717","GO:0046579",1
"718","GO:0046599",1
"719","GO:0046605",1
"720","GO:0046607",1
"721","GO:0046660",1
"722","GO:0046683",1
"723","GO:0046700",1
"724","GO:0046755",1
"725","GO:0046777",1
"726","GO:0046794",2
"727","GO:0046825",1
"728","GO:0046827",1
"729","GO:0046831",1
"730","GO:0046849",1
"731","GO:0046850",1
"732","GO:0046879",2
"733","GO:0046883",2
"734","GO:0046889",2
"735","GO:0046942",2
"736","GO:0048008",2
"737","GO:0048066",2
"738","GO:0048070",1
"739","GO:0048103",1
"740","GO:0048168",1
"741","GO:0048169",1
"742","GO:0048291",1
"743","GO:0048302",1
"744","GO:0048304",1
"745","GO:0048525",1
"746","GO:0048545",1
"747","GO:0048645",1
"748","GO:0048663",1
"749","GO:0048665",1
"750","GO:0048678",1
"751","GO:0048730",1
"752","GO:0048732",1
"753","GO:0048736",1
"754","GO:0048839",1
"755","GO:0048871",1
"756","GO:0048875",1
"757","GO:0050427",1
"758","GO:0050482",1
"759","GO:0050650",1
"760","GO:0050651",1
"761","GO:0050655",1
"762","GO:0050657",2
"763","GO:0050658",2
"764","GO:0050663",1
"765","GO:0050673",1
"766","GO:0050678",1
"767","GO:0050679",1
"768","GO:0050687",1
"769","GO:0050688",1
"770","GO:0050691",1
"771","GO:0050701",1
"772","GO:0050702",1
"773","GO:0050704",1
"774","GO:0050706",1
"775","GO:0050707",1
"776","GO:0050708",3
"777","GO:0050709",1
"778","GO:0050710",1
"779","GO:0050730",1
"780","GO:0050731",1
"781","GO:0050777",1
"782","GO:0050792",1
"783","GO:0050796",2
"784","GO:0050817",1
"785","GO:0050818",1
"786","GO:0050820",1
"787","GO:0050832",1
"788","GO:0050866",1
"789","GO:0050868",1
"790","GO:0050892",1
"791","GO:0050907",2
"792","GO:0050909",1
"793","GO:0050910",1
"794","GO:0050911",2
"795","GO:0050913",1
"796","GO:0050918",2
"797","GO:0050919",1
"798","GO:0050926",1
"799","GO:0050927",1
"800","GO:0050931",1
"801","GO:0050974",1
"802","GO:0050982",1
"803","GO:0050994",1
"804","GO:0050995",1
"805","GO:0050996",1
"806","GO:0051004",1
"807","GO:0051006",1
"808","GO:0051028",2
"809","GO:0051031",2
"810","GO:0051048",1
"811","GO:0051051",1
"812","GO:0051052",1
"813","GO:0051053",1
"814","GO:0051057",1
"815","GO:0051081",2
"816","GO:0051090",2
"817","GO:0051091",1
"818","GO:0051092",1
"819","GO:0051098",1
"820","GO:0051099",1
"821","GO:0051101",1
"822","GO:0051145",1
"823","GO:0051150",1
"824","GO:0051152",1
"825","GO:0051168",2
"826","GO:0051169",1
"827","GO:0051180",1
"828","GO:0051208",1
"829","GO:0051209",1
"830","GO:0051224",1
"831","GO:0051235",1
"832","GO:0051236",2
"833","GO:0051238",1
"834","GO:0051279",1
"835","GO:0051282",1
"836","GO:0051283",1
"837","GO:0051310",1
"838","GO:0051346",2
"839","GO:0051480",1
"840","GO:0051492",1
"841","GO:0051496",1
"842","GO:0051503",1
"843","GO:0051546",1
"844","GO:0051547",1
"845","GO:0051591",1
"846","GO:0051607",1
"847","GO:0051640",1
"848","GO:0051656",1
"849","GO:0051782",1
"850","GO:0051785",1
"851","GO:0051897",1
"852","GO:0051899",1
"853","GO:0051923",1
"854","GO:0051924",1
"855","GO:0052126",1
"856","GO:0052192",1
"857","GO:0052547",1
"858","GO:0052548",1
"859","GO:0052803",1
"860","GO:0055001",1
"861","GO:0055002",1
"862","GO:0055074",1
"863","GO:0055081",1
"864","GO:0055088",1
"865","GO:0055090",1
"866","GO:0055092",1
"867","GO:0055117",1
"868","GO:0060037",1
"869","GO:0060047",1
"870","GO:0060048",1
"871","GO:0060113",1
"872","GO:0060173",1
"873","GO:0060191",2
"874","GO:0060192",1
"875","GO:0060193",2
"876","GO:0060219",1
"877","GO:0060236",1
"878","GO:0060249",1
"879","GO:0060271",1
"880","GO:0060333",1
"881","GO:0060337",1
"882","GO:0060401",1
"883","GO:0060402",1
"884","GO:0060416",1
"885","GO:0060425",1
"886","GO:0060428",1
"887","GO:0060445",1
"888","GO:0060457",1
"889","GO:0060502",1
"890","GO:0060541",2
"891","GO:0060573",1
"892","GO:0060579",1
"893","GO:0060581",1
"894","GO:0060632",1
"895","GO:0060675",1
"896","GO:0060688",1
"897","GO:0060761",1
"898","GO:0060767",1
"899","GO:0060968",1
"900","GO:0060993",1
"901","GO:0061037",1
"902","GO:0061081",1
"903","GO:0061082",2
"904","GO:0061097",1
"905","GO:0061098",1
"906","GO:0061136",1
"907","GO:0061213",1
"908","GO:0061217",1
"909","GO:0061326",1
"910","GO:0061333",1
"911","GO:0061337",1
"912","GO:0061365",1
"913","GO:0061371",1
"914","GO:0061437",1
"915","GO:0061440",1
"916","GO:0061515",1
"917","GO:0061577",1
"918","GO:0061615",1
"919","GO:0061620",1
"920","GO:0061621",1
"921","GO:0061718",1
"922","GO:0065005",1
"923","GO:0070102",1
"924","GO:0070167",1
"925","GO:0070252",2
"926","GO:0070262",1
"927","GO:0070293",1
"928","GO:0070296",1
"929","GO:0070328",1
"930","GO:0070508",1
"931","GO:0070509",1
"932","GO:0070584",1
"933","GO:0070586",1
"934","GO:0070588",2
"935","GO:0070723",1
"936","GO:0070734",1
"937","GO:0070741",1
"938","GO:0070838",2
"939","GO:0070972",1
"940","GO:0071071",1
"941","GO:0071103",1
"942","GO:0071166",2
"943","GO:0071216",1
"944","GO:0071219",1
"945","GO:0071222",1
"946","GO:0071354",1
"947","GO:0071357",1
"948","GO:0071383",1
"949","GO:0071426",2
"950","GO:0071427",2
"951","GO:0071428",1
"952","GO:0071431",2
"953","GO:0071688",1
"954","GO:0071706",1
"955","GO:0071804",1
"956","GO:0071805",1
"957","GO:0071825",1
"958","GO:0071827",1
"959","GO:0072006",1
"960","GO:0072009",1
"961","GO:0072010",1
"962","GO:0072012",1
"963","GO:0072017",1
"964","GO:0072028",1
"965","GO:0072073",1
"966","GO:0072074",1
"967","GO:0072075",1
"968","GO:0072078",1
"969","GO:0072079",1
"970","GO:0072080",1
"971","GO:0072088",1
"972","GO:0072109",1
"973","GO:0072163",1
"974","GO:0072164",1
"975","GO:0072171",1
"976","GO:0072224",1
"977","GO:0072331",1
"978","GO:0072337",3
"979","GO:0072378",1
"980","GO:0072503",1
"981","GO:0072507",1
"982","GO:0072511",2
"983","GO:0072527",1
"984","GO:0072528",1
"985","GO:0072529",2
"986","GO:0072583",1
"987","GO:0075733",2
"988","GO:0086001",1
"989","GO:0086002",1
"990","GO:0086003",1
"991","GO:0086004",1
"992","GO:0086005",1
"993","GO:0086010",3
"994","GO:0086012",1
"995","GO:0086014",1
"996","GO:0086016",1
"997","GO:0086019",1
"998","GO:0086026",1
"999","GO:0086027",1
"1000","GO:0086064",1
"1001","GO:0086065",1
"1002","GO:0086066",1
"1003","GO:0086067",1
"1004","GO:0086091",1
"1005","GO:0090068",1
"1006","GO:0090069",1
"1007","GO:0090136",1
"1008","GO:0090141",1
"1009","GO:0090169",1
"1010","GO:0090183",1
"1011","GO:0090184",1
"1012","GO:0090185",1
"1013","GO:0090189",1
"1014","GO:0090190",1
"1015","GO:0090192",1
"1016","GO:0090207",1
"1017","GO:0090208",1
"1018","GO:0090218",1
"1019","GO:0090224",1
"1020","GO:0090257",1
"1021","GO:0090276",2
"1022","GO:0090279",1
"1023","GO:0090303",1
"1024","GO:0090307",1
"1025","GO:0090329",1
"1026","GO:0090656",1
"1027","GO:0090657",1
"1028","GO:0090659",1
"1029","GO:0090737",1
"1030","GO:0097006",1
"1031","GO:0097066",2
"1032","GO:0097067",1
"1033","GO:0097164",1
"1034","GO:0097186",1
"1035","GO:0097191",1
"1036","GO:0097194",1
"1037","GO:0097205",1
"1038","GO:0097531",1
"1039","GO:0097553",1
"1040","GO:0097581",1
"1041","GO:0097722",1
"1042","GO:0097734",1
"1043","GO:0098534",1
"1044","GO:0098542",1
"1045","GO:0098656",1
"1046","GO:0098661",1
"1047","GO:0098664",1
"1048","GO:0098727",1
"1049","GO:0098751",1
"1050","GO:0098813",1
"1051","GO:0098840",1
"1052","GO:0098856",1
"1053","GO:0098876",1
"1054","GO:0098900",1
"1055","GO:0098901",1
"1056","GO:0098911",1
"1057","GO:0099118",1
"1058","GO:1900024",1
"1059","GO:1900026",1
"1060","GO:1900034",1
"1061","GO:1900046",1
"1062","GO:1900048",1
"1063","GO:1900101",1
"1064","GO:1900274",1
"1065","GO:1901186",1
"1066","GO:1901264",1
"1067","GO:1901292",1
"1068","GO:1901361",1
"1069","GO:1901379",1
"1070","GO:1901615",1
"1071","GO:1901655",1
"1072","GO:1901658",1
"1073","GO:1901659",1
"1074","GO:1901673",1
"1075","GO:1901685",1
"1076","GO:1901687",1
"1077","GO:1901796",1
"1078","GO:1901800",1
"1079","GO:1901987",2
"1080","GO:1901989",2
"1081","GO:1901990",1
"1082","GO:1901992",2
"1083","GO:1901998",1
"1084","GO:1902041",1
"1085","GO:1902117",1
"1086","GO:1902186",1
"1087","GO:1902188",1
"1088","GO:1902369",1
"1089","GO:1902547",1
"1090","GO:1902579",2
"1091","GO:1902581",2
"1092","GO:1902583",2
"1093","GO:1902590",1
"1094","GO:1902592",1
"1095","GO:1902652",1
"1096","GO:1902653",1
"1097","GO:1902656",1
"1098","GO:1902743",1
"1099","GO:1902749",1
"1100","GO:1902751",1
"1101","GO:1902806",1
"1102","GO:1902808",1
"1103","GO:1902969",1
"1104","GO:1903025",1
"1105","GO:1903036",1
"1106","GO:1903038",1
"1107","GO:1903050",1
"1108","GO:1903052",1
"1109","GO:1903115",1
"1110","GO:1903169",1
"1111","GO:1903214",1
"1112","GO:1903362",1
"1113","GO:1903364",1
"1114","GO:1903514",1
"1115","GO:1903522",1
"1116","GO:1903531",1
"1117","GO:1903541",1
"1118","GO:1903543",1
"1119","GO:1903555",1
"1120","GO:1903557",1
"1121","GO:1903573",1
"1122","GO:1903725",2
"1123","GO:1903727",2
"1124","GO:1903747",1
"1125","GO:1903749",1
"1126","GO:1903825",1
"1127","GO:1903829",1
"1128","GO:1903897",1
"1129","GO:1903900",1
"1130","GO:1903901",1
"1131","GO:1903955",1
"1132","GO:1903959",1
"1133","GO:1903963",1
"1134","GO:1904062",1
"1135","GO:1904659",1
"1136","GO:1904893",1
"1137","GO:1904894",1
"1138","GO:1904896",1
"1139","GO:1904903",1
"1140","GO:1904950",1
"1141","GO:1905048",1
"1142","GO:1905897",1
"1143","GO:1905950",1
"1144","GO:1905952",1
"1145","GO:1905953",1
"1146","GO:1990182",1
"1147","GO:2000021",1
"1148","GO:2000104",1
"1149","GO:2000273",1
"1150","GO:2000677",1
"1151","GO:2000679",1
"1152","GO:2001233",1
